"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14082,"-84",-486,"-36",86.664,"-1.843",87,"5",1,14935,2322,96.531
"2",2,"+1","BRITNEY SPEARS I Wanna Go",12375,"+132",702,"+57",80.726,"+0.710",70,"15",2,12375,1768,80.726
"3",3,"-1","LMFAO Party Rock Anthem",12356,"-89",-670,"+25",83.6,"-0.304",104,"6",1,14043,1859,94.193
"4",4,"=","NICKI MINAJ Super Bass",11888,"+9",498,"-75",69.608,"-0.335",104,"14",4,11888,1188,69.943
"5",5,"=","HOT CHELLE RAE Tonight Tonight",10036,"+35",381,"+7",54.512,"+0.012",104,"10",5,10036,838,54.512
"6",6,"=","ONEREPUBLIC Good Life",9529,"-42",53,"-70",57.158,"+0.402",104,"8",6,9571,978,57.158
"7",7,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",9358,"+198",1132,"+46",58.444,"+0.967",58,"7/83",7,9358,1599,58.444
"8",8,"-1","PITBULL Give Me Everything f/Ne-Yo",9355,"-196",-1415,"-52",65.296,"-1.100",104,"21",1,14233,1811,95.596
"9",9,"=","LIL WAYNE How To Love",8012,"-35",166,"-88",43.788,"-0.401",79,"9",9,8047,1328,45.275
"10",10,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",6775,"+209",1580,"+0",39.98,"+1.275",45,"1",10,6775,1684,39.98
"11",11,"=","LADY GAGA The Edge Of Glory",6263,"-135",-1115,"+52",37.107,"-0.771",104,"34",3,11672,2193,68.045
"12",12,"=","THE BAND PERRY If I Die Young",6027,"-25",77,"-142",32.272,"+0.077",104,"13",11,6052,768,32.272
"13",13,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",5514,"+132",700,"+80",30.653,"+0.546",70,"12",13,5514,1017,30.653
"14",14,"+1","FOSTER THE PEOPLE Pumped Up Kicks",5508,"+157",1171,"-8",31.483,"+1.131",40,"3",14,5508,1302,31.483
