"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
23,"=","RIHANNA California King Bed",2997,23,352,-20,14.655,-0.037,40,23,2997,616,14.846
24,"=","JEREMIH Down On Me f/50 Cent",2902,-50,-368,39,17.723,-0.425,45,10,8052,153,44.2
25,"=","THE BAND PERRY If I Die Young",2862,51,553,-31,14.167,0.357,45,25,2862,655,14.167
26,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2860,60,482,39,14.202,0.079,45,25,2860,525,14.202
27,"=","JESSIE J Price Tag f/B.O.B",2122,-114,-1105,109,10.725,-0.419,45,12,5959,582,30.453
28,"=","MAROON 5 Never Gonna Leave This Bed",2081,28,227,10,8.712,0.182,45,28,2081,312,8.712
29,"=","BEYONCE Best Thing I Never Had",2050,121,767,26,10.665,0.638,17,29,2050,856,10.665
30,"+1","BRITNEY SPEARS I Wanna Go",2001,235,1257,134,13.636,1.596,11,30,2001,1257,13.636
31,"-1","LADY GAGA Born This Way",1755,-14,-171,-23,10.951,0.064,45,19,3651,0,20.436
32,"+1","CHRIS BROWN She Ain't You",1532,31,250,-22,7.598,0.241,34,32,1532,337,7.598
33,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",1530,-78,-771,54,8.596,-0.334,45,17,4096,331,21.342
34,"+1","LIL WAYNE How To Love",1310,67,395,18,6.641,0.669,20,34,1310,395,6.641
35,"-1","T-PAIN Best Love Song f/Chris Brown",1282,2,218,-36,6.362,-0.028,43,34,1282,260,6.39
36,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1216,98,472,62,5.957,0.236,20,36,1216,472,5.957
37,"-1","CHRIS BROWN Look At Me Now",1170,-34,-166,-30,8.376,-0.554,45,28,1861,229,12.746
38,"=","AVRIL LAVIGNE Smile",1091,47,186,26,3.397,0.284,27,37,1091,226,3.397
39,"=","IYAZ Pretty Girls",934,7,192,-32,3.308,-0.001,20,39,934,271,3.309
40,"=","CEE LO GREEN Bright Lights Bigger City",834,27,130,11,2.975,0.113,26,40,834,130,2.975
41,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",711,42,205,24,2.15,0.119,11,41,711,214,2.15
42,"+2","ALL TIME LOW I Feel Like Dancin�",680,39,271,12,1.932,0.101,6,42,680,271,1.932
43,"+2","BIG SEAN My Last f/Chris Brown",653,12,131,-5,2.469,-0.001,20,43,653,169,2.47
44,"-3","STEVEN TYLER (It) Feels So Good",640,-59,-231,-39,2.352,-0.231,34,40,903,326,3.408
45,"-2","SHONTELLE Say Hello To Goodbye",572,-76,-758,44,2.112,-0.208,45,29,1775,174,5.629
46,"=","NEON TREES Your Surrender",537,-98,-416,-66,1.314,-0.248,45,36,1091,173,2.732
47,"=","TRAIN Save Me San Francisco",509,3,18,7,1.938,0.054,25,45,509,92,2.155
48,"+1","AFROJACK Take Over Control f/Eva Simons",375,32,111,37,4.747,0.15,5,48,375,111,4.747
49,"-1","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",355,-2,35,-11,1.002,-0.004,6,48,357,66,1.007
50,"=","CODY SIMPSON On My Mind",347,17,66,13,1.199,0.067,6,49,347,66,1.199
