"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",13751,-78,-342,-60,91.221,0.122,45,1,14295,2273,96.15
2,"=","PITBULL Give Me Everything f/Ne-Yo",13306,51,953,-131,91.238,0.885,45,2,13306,1811,91.238
3,"+1","LADY GAGA The Edge Of Glory",10416,116,1198,-76,62.07,-0.179,45,3,10416,2193,62.253
4,"-1","BRUNO MARS Lazy Song",10246,-277,-890,-253,50.234,-2.02,45,3,11422,1054,61.587
5,"=","KATY PERRY E.T.",9973,-57,-913,115,74.165,-0.292,45,1,14624,0,96.745
6,"=","BLACK EYED PEAS Just Can't Get Enough",9780,-137,-936,12,65.635,-0.52,45,2,13366,715,84.474
7,"=","LMFAO Party Rock Anthem",9117,282,1859,65,63.23,2.013,45,7,9117,1859,63.23
8,"=","LUPE FIASCO The Show Goes On",8377,61,541,-44,52.59,0.754,45,8,8377,1043,52.59
9,"=","BRITNEY SPEARS Till The World Ends",7469,-243,-1433,-28,47.937,-1.274,45,3,11896,966,75.819
10,"=","JASON DERULO Don't Wanna Go Home",6637,45,711,-17,36.592,-0.404,43,10,6637,1463,37.039
11,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",6452,279,1796,12,41.3,1.755,28,11,6452,2124,41.3
12,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",6118,-291,-1715,-162,40.669,-0.937,45,5,10169,668,65.118
13,"=","HOT CHELLE RAE Tonight Tonight",5910,137,690,57,30.322,0.721,45,12,5910,690,30.322
14,"=","NICKI MINAJ Super Bass",5608,141,1019,-7,34.404,0.751,45,14,5608,1188,34.404
15,"=","ONEREPUBLIC Good Life",5525,87,554,-11,29.534,0.76,45,14,5525,604,29.534
16,"=","WIZ KHALIFA Roll Up",4845,-43,-125,-52,23.743,-0.772,45,14,5043,725,26.478
17,"=","SELENA GOMEZ & THE SCENE Who Says",4418,-44,-32,-68,24.864,-0.663,45,17,4559,707,27.282
18,"=","TINIE TEMPAH Written In The Stars",4040,-157,-1283,24,23.409,-0.686,45,7,8819,756,54.175
19,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3963,-23,-54,-38,23.761,0.039,45,19,4031,605,23.761
20,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3814,17,175,16,21.943,0.226,43,20,3814,864,21.943
21,"=","TAYLOR SWIFT The Story Of Us",3254,4,98,-2,17.262,-0.041,45,21,3254,587,17.303
22,"=","NICOLE SCHERZINGER Right There",3207,98,711,14,16.825,0.328,29,22,3207,720,16.825
