"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS","When I Was Your M...",15860,-22,615,-174,104.573,0.217,80,"1",1,15882,2737,104.573
"2",2,"=","MAROON 5","Daylight",13224,-192,-1098,-40,78.904,-1.134,133,"27",1,14639,1641,96.697
"3",3,"+1","RIHANNA","Stay f/Mikky Ekko",13030,341,1797,135,87.965,2.116,68,"5",3,13030,1797,87.965
"4",4,"-1","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",12874,-267,-1242,-129,82.391,-1.211,138,"12/15",1,15012,2020,109.652
"5",5,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",12332,0,221,-35,73.729,0.044,81,"7",4,12353,6457,74.223
"6",6,"=","CALVIN HARRIS","Sweet Nothing f/F...",11052,-90,-450,-2,72.675,-1.05,141,"47",4,11639,1126,84.444
"7",7,"=","PITBULL","Feel This Moment",10163,166,901,47,70.808,1.265,89,"10",7,10163,1516,70.808
"8",8,"=","TAYLOR SWIFT","I Knew You Were T...",9101,-240,-910,-106,73.066,-1.714,137,"37",1,16073,2452,126.481
"9",9,"+1","PINK","Just Give Me A Re...",8725,284,1930,-18,55.887,2.173,44,"2",9,8725,1948,55.887
"10",10,"-1","SWEDISH HOUSE MAF...","Don't You Worry C...",8607,-65,-743,80,55.267,-0.249,208,"58",1,14704,1905,116.982
"11",11,"=","IMAGINE DRAGONS","It's Time",7804,-109,-382,-79,46.93,-0.849,194,"42",10,8287,983,50.249
"12",12,"=","DEMI LOVATO","Heart Attack",7353,73,737,-13,43.786,0.381,36,"11",12,7353,2482,43.786
"13",13,"=","OLLY MURS","Troublemaker f/Fl...",7068,44,282,-11,39.517,0.019,109,"21",12,7068,1121,39.517
"14",14,"=","WILL.I.AM & BRITN...","Scream And Shout",6652,-152,-1415,21,44.792,-1.175,131,"31",3,13157,2182,99.406
"15",15,"=","KREWELLA","Alive",6598,23,370,-42,41.055,0.612,57,"45",15,6598,1026,41.055
"16",16,"=","MUMFORD & SONS","I Will Wait",6038,-38,39,-142,36.092,-0.733,90,"39",14,6076,747,37.093
"17",17,"=","TAYLOR SWIFT","22",5753,74,677,-50,29.986,0.221,33,"20",17,5753,2327,29.986
"18",18,"=","OF MONSTERS AND M...","Little Talks",5092,-34,28,-19,30.819,-0.156,138,"44",17,5184,655,31.534
"19",19,"=","FUN.","Carry On",4921,62,508,67,26.726,0.405,87,"19",19,4921,935,26.726
"20",20,"=","ICONA POP","I Love It f/Charl...",4677,91,529,-82,28.842,0.486,56,"8",20,4677,818,28.842
"21",21,"=","FALL OUT BOY","My Songs Know Wha...",4634,71,482,28,22.306,0.689,54,"13",20,4634,1015,22.306
"22",22,"=","JUSTIN BIEBER","All Around The Wo...",4451,149,1107,-7,24.044,0.629,47,"107",22,4451,1137,24.044
"23",23,"=","JUSTIN TIMBERLAKE","Mirrors",3410,321,2013,83,24.263,1.719,14,"9",23,3410,2013,24.263
