"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MAROON 5","Sugar",18313,"+21",-75,"+6",115.994,"-0.027",91,"7/34",1,18530,2244,117.81
"2",2,"=","ELLIE GOULDING","Love Me Like You Do",17503,"+119",904,"-115",114.928,"+0.967",92,"10",2,17503,2216,114.928
"3",3,"=","TAYLOR SWIFT","Style",16938,"-177",-852,"-123",105.254,"-1.075",97,"16",1,18488,3111,115.714
"4",4,"=","NATALIE LA ROSE","Somebody f/Jeremih",13638,"+333",2043,"+174",75.683,"+1.504",98,"14",4,13638,2043,75.683
"5",5,"=","MARK RONSON","Uptown Funk f/Bruno Mars",13052,"-138",-1042,"-126",89.405,"-0.785",153,"2",1,19386,3126,125.545
"6",6,"=","ED SHEERAN","Thinking Out Loud",12157,"-410",-1994,"-336",72.809,"-3.129",126,"11",1,18914,3319,118.241
"7",7,"=","THE WEEKND","Earned It",11406,"+229",2034,"-97",74.954,"+1.421",53,"5",7,11406,2421,74.954
"8",8,"=","ARIANA GRANDE","One Last Time",11104,"+203",1039,"+1",70.917,"+1.188",64,"28",7,11104,2135,70.917
"9",9,"=","JASON DERULO","Want To Want Me",9355,"+134",880,"-17",57.766,"+0.854",34,"9",9,9355,4301,57.766
"10",10,"=","FLO RIDA","GDFR f/Sage The Gemini",9166,"+133",1069,"-39",50.385,"+0.794",93,"6",10,9166,1433,50.385
"11",11,"=","ZEDD","I Want You To Know f/S. Gomez",8904,"+35",507,"-17",51.061,"+0.361",48,"40",11,8904,3786,51.061
"12",12,"=","NICK JONAS","Chains",8850,"+65",590,"-29",51.058,"+0.676",91,"8",11,8850,1264,51.058
"13",13,"=","PITBULL","Time Of Our Lives f/Ne-Yo",7971,"-336",-2326,"+134",56.565,"-1.972",135,"24",4,15799,2867,94.608
"14",14,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",7570,"-175",-1727,"+245",38.117,"-0.908",77,"13",6,11254,3932,65.756
"15",15,"+1","WALK THE MOON","Shut Up And Dance",6267,"+318",2004,"+111",40.631,"+2.256",57,"3",15,6267,2004,40.631
"16",16,"-1","CALVIN HARRIS","Outside f/Ellie Goulding",5937,"-172",-2027,"+117",41.743,"-0.991",113,"62",8,9077,1280,60.662
"17",17,"=","TOVE LO","Talking Body",5648,"+125",993,"-41",30.898,"+1.078",87,"20",17,5648,1043,30.898
"18",18,"=","TORI KELLY","Nobody Love",5424,"-7",168,"-104",25.011,"-0.174",61,"61",16,5431,1398,25.185
"19",19,"=","VANCE JOY","Riptide",4555,"+39",68,"+15",25.94,"+0.101",166,"43",18,4593,802,26.356
"20",20,"=","SAM SMITH","Lay Me Down",4520,"+33",329,"-97",22.358,"+0.338",61,"45/47",20,4520,1008,22.358
"21",21,"=","ONE DIRECTION","Night Changes",4220,"-160",-1669,"+72",23.672,"-1.275",148,"67",13,6928,1221,36.976
"22",22,"=","MEGHAN TRAINOR","Dear Future Husband",3818,"+81",778,"-124",17.587,"+0.338",23,"19",22,3818,1246,17.587
"23",23,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",3366,"+143",1004,"-19",18.49,"+0.741",35,"15",23,3366,1023,18.49
"24",24,"+1","DJ SNAKE & ALUNAGEORGE","You Know You Like It",2971,"+94",776,"-124",18.205,"+0.362",36,"46",24,2971,902,18.205
"25",25,"-1","ECHOSMITH","Bright",2917,"+31",328,"-33",12.548,"+0.188",69,"53",24,2917,426,12.548
"26",26,"=","FIFTH HARMONY","Worth It f/Kid Ink",2551,"+38",438,"-82",12.514,"+0.138",39,"21",26,2551,557,12.514
"27",27,"=","CHRIS BROWN & TYGA","Ayo",2477,"+0",207,"-45",11.575,"-0.039",54,"72",27,2477,346,11.871
"28",28,"+1","LUNCHMONEY LEWIS","Bills",2427,"+12",76,"-52",9.031,"-0.214",49,"48",27,2427,672,9.683
"29",29,"-1","LILLYWOOD & ROBIN SCHULZ","Prayer In C",2340,"-100",-408,"-60",21.323,"-0.656",161,"121",6,10755,1413,68.631
"30",30,"=","KELLY CLARKSON","Heartbeat Song",2189,"-216",-1472,"-83",10.213,"-0.994",88,"30",18,4797,1093,21.689
"31",31,"=","NICKI MINAJ","Truffle Butter f/Drake...",2111,"-74",-554,"+3",13.412,"-0.098",84,"26",24,3035,577,17.071
"32",32,"=","GEORGE EZRA","Budapest",1989,"+31",297,"+0",7.866,"+0.157",41,"23",32,1989,438,7.866
"33",33,"+1","RYN WEAVER","OctaHate",1845,"+75",600,"+42",5.339,"+0.314",35,"152",33,1845,600,5.339
"34",34,"-1","IGGY AZALEA","Trouble f/Jennifer Hudson",1842,"-41",-23,"-127",5.08,"-0.360",55,"68",33,1883,475,5.855
