"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",14879,185,2332,-212,97.173,0.898,61,"1",1,14879,2544,97.173
"2",2,"+1","DAFT PUNK","Get Lucky",13927,65,741,-84,91.749,0.198,78,"4",2,13927,2173,91.749
"3",3,"-1","SELENA GOMEZ","Come & Get It",13859,-57,-690,-73,82.031,-0.375,91,"10",1,14547,2034,86.045
"4",4,"=","IMAGINE DRAGONS","Radioactive",13385,117,1183,-66,81.538,0.781,87,"3",4,13385,2069,81.538
"5",5,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",12407,-202,-1759,32,85.332,-1.07,117,"5",1,16503,2448,112.279
"6",6,"=","JUSTIN TIMBERLAKE","Mirrors",10849,-123,-907,11,78.126,-1.564,109,"14",1,16201,3114,111.865
"7",7,"=","FLORIDA-GEORGIA L...","Cruise",10025,-27,-141,-25,50.395,-0.187,105,"7/23",6,10190,1411,52.727
"8",8,"=","JASON DERULO","The Other Side",9737,42,682,-48,60.094,0.207,81,"20",8,9737,2399,60.094
"9",9,"=","ZEDD","Clarity f/Foxes",9653,106,825,47,71.741,0.851,114,"11",9,9653,1183,71.741
"10",10,"=","ICONA POP","I Love It f/Charl...",9033,-277,-1479,-6,62.13,-2.101,151,"28",2,14326,1359,93.264
"11",11,"=","BRUNO MARS","Treasure",8715,35,257,48,54.343,0.152,59,"9/41",11,8715,2114,54.343
"12",12,"=","MAROON 5","Love Somebody",7786,108,1029,-90,50.401,1.229,55,"12",12,7786,1161,50.401
"13",13,"=","CALVIN HARRIS F/E...","I Need Your Love",7619,99,641,21,53.883,0.504,95,"22",13,7619,1386,53.883
"14",14,"=","ANNA KENDRICK","Cups (Pitch Perfe...",6105,146,512,97,40.434,0.685,103,"8",14,6105,902,40.434
"15",15,"=","PINK","Just Give Me A Re...",5726,-116,-1099,107,39.184,-0.824,139,"18",1,15624,1949,106.133
"16",16,"+1","MACKLEMORE & RYAN...","Same Love f/Mary ...",5393,228,1484,64,39.179,1.358,46,"6",16,5393,1484,39.179
"17",17,"+1","CAPITAL CITIES","Safe And Sound",5245,149,808,-13,32.807,0.538,79,"17",17,5245,1083,32.807
"18",18,"-2","ARIANA GRANDE","The Way f/Mac Mil...",5015,-209,-945,33,25.639,-0.743,100,"19",11,7681,1373,40.497
"19",19,"=","MILEY CYRUS","We Can't Stop",4738,75,1042,-138,27.812,0.958,34,"2",19,4738,1276,27.812
"20",20,"+1","RIHANNA","Right Now f/David...",4391,55,512,-45,28.587,0.604,44,"82",20,4391,1144,28.587
"21",21,"-1","MARIAH CAREY","#Beautiful f/Migu...",4259,-309,-1516,-287,21.462,-1.405,64,"25/92",14,6467,3429,35.886
"22",22,"=","KE$HA","Crazy Kids",3686,51,326,27,18.199,0.396,68,"42",22,3686,529,18.199
"23",23,"=","BRITNEY SPEARS","Ooh La La",3679,74,388,48,21.368,0.303,22,"117",23,3679,2895,27.844
"24",24,"=","AUSTIN MAHONE","What About Love",3421,60,440,-70,19.269,-0.046,30,"75",24,3421,982,19.577
"25",25,"=","DEMI LOVATO","Heart Attack",3249,-110,-1049,-21,22.046,-0.883,131,"56",4,12179,2482,74.905
"26",26,"+1","NIKKI WILLIAMS","Glowing",2706,73,189,67,16.941,0.129,93,"113",26,2706,309,16.941
"27",27,"-1","ED SHEERAN","Lego House",2572,-143,-782,-108,12.916,-0.544,121,"69",20,3897,788,21.532
"28",28,"=","EMBLEM3","Chloe (You're The...",2142,25,155,-12,7.372,0.067,72,"67",28,2142,382,7.372
"29",29,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",1955,40,357,-43,10.018,0.236,42,"27",29,1955,444,10.018
"30",30,"+1","JAY Z","Holy Grail f/Just...",1748,89,1748,89,16.368,0.707,5,"35",30,1748,1748,16.368
"31",31,"-1","LABRINTH","Beneath Your Beau...",1671,-22,-49,-83,8.273,0.104,53,"55",30,1780,362,9.135
"32",32,"=","SEAN KINGSTON","Beat It f/Chris B...",1456,4,-17,1,4.993,0.091,57,"89",32,1484,303,4.993
"33",33,"=","PARAMORE","Still Into You",1449,28,214,-1,6.444,0.253,61,"109",33,1449,215,6.444
"34",34,"+1","DAVID GUETTA","Play Hard f/Ne-Yo...",1427,38,235,17,7.172,0.416,31,"73",34,1427,368,7.172
"35",35,"-1","J. COLE","Power Trip f/Migu...",1375,-26,-41,-50,4.367,-0.073,51,"--",33,1431,241,4.44
"36",36,"=","AWOLNATION","Sail",1300,30,261,-22,5.335,0.193,47,"30",36,1300,299,5.335
"37",37,"=","KELLY CLARKSON","People Like Us",1139,-30,-207,51,5.963,-0.07,73,"63",29,1843,571,8.278
"38",38,"=","PITBULL","Outta Nowhere f/D...",1138,37,287,-1,8.168,0.185,23,"--",38,1138,372,8.168
"39",39,"=","KARMIN","Acapella",1000,15,186,-34,4.026,0.083,16,"--",39,1000,376,4.026
"40",40,"=","MAJOR LAZER","Bubble Butt f/Bru...",823,2,5,5,3.477,0.027,30,"65",40,826,300,3.962
"41",41,"=","TEGAN & SARA","Closer",710,13,108,-1,1.692,0.014,23,"--",41,710,154,1.692
"42",42,"=","LANA DEL REY","Summertime Sadnes...",692,53,474,12,5.471,0.271,6,"137",42,692,474,5.471
"43",43,"=","NEIGHBOURHOOD","Sweater Weather",602,23,150,-1,1.449,0.071,10,"103",43,602,196,1.449
"44",44,"=","TIMEFLIES","I Choose U",582,3,40,-5,3.21,0.019,21,"217",44,582,156,3.21
"45",45,"+1","JONAS BROTHERS","First Time",569,24,373,-31,1.567,0.081,3,"--",45,569,404,1.567
"46",46,"-1","WALE","Bad f/Tiara Thoma...",548,0,76,-24,0.996,-0.026,16,"149",45,548,142,1.137
"47",47,"=","SAMMY ADAMS","L.A. Story f/Mike...",504,13,59,1,1.317,-0.071,9,"--",47,504,89,1.966
"48",48,"+2","BONNIE MCKEE","American Girl",394,46,339,30,3.605,0.312,2,"--",48,394,339,3.605
"49",49,"=","ARMIN VAN BUUREN","This Is What It F...",366,6,104,-12,2.616,0.088,2,"310",49,366,116,2.616
"50",50,"-2","TWENTY ONE PILOTS","Holding On To You",357,-4,40,-20,0.628,0.003,5,"--",48,361,70,0.632
