"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TAYLOR SWIFT","Wildest Dreams",18848,48,542,-42,112.715,0.232,61,"7",1,18848,3531,112.715
"2",2,"=","JUSTIN BIEBER","What Do You Mean?",17741,-178,-917,-259,109.885,-1.012,60,"4",1,18691,5900,114.523
"3",3,"=","THE WEEKND","The Hills",17451,43,156,-7,105.078,0.041,86,"10/75",2,17451,2705,105.256
"4",4,"=","SHAWN MENDES","Stitches",16766,194,1498,-12,98.694,1.07,158,"6",4,16766,2130,98.694
"5",5,"=","R. CITY","Locked Away f/Adam Levine",10607,-372,-3153,71,65.09,-1.988,109,"18",1,17400,2155,103.625
"6",6,"=","ONE DIRECTION","Drag Me Down",10343,33,358,-93,52.857,0.276,88,"31",6,10343,3358,52.857
"7",7,"=","DRAKE","Hotline Bling",10088,269,2086,-45,62.25,1.835,43,"3",7,10088,2189,62.25
"8",8,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",9465,-195,-1186,-50,63.247,-1.361,127,"56",1,18426,4663,107.401
"9",9,"=","X AMBASSADORS","Renegades",9222,99,714,-24,47.775,0.585,78,"26",8,9222,1573,47.775
"10",10,"=","ELLIE GOULDING","On My Mind",9106,87,881,-141,50.707,0.381,40,"13",10,9106,3457,50.707
"11",11,"=","MACKLEMORE & RYAN LEWIS","Downtown",8679,-17,79,-33,39.482,-0.398,61,"12/50",8,8696,3957,42.27
"12",12,"=","ELLE KING","Ex's and Oh's",7878,193,967,50,46.376,1.34,74,"5",12,7878,1084,46.376
"13",13,"=","ALESSIA CARA","Here",7843,159,1235,19,44.506,1.463,100,"16",13,7843,1235,44.506
"14",14,"+1","SELENA GOMEZ","Same Old Love",7340,95,959,-91,39.885,0.812,42,"11",14,7340,1534,39.885
"15",15,"-1","THE WEEKND","Can't Feel My Face",7143,-207,-1306,9,48.939,-1.141,141,"25",1,18773,4549,114.623
"16",16,"=","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",7117,87,462,2,48.102,0.332,93,"38",16,7117,1033,48.102
"17",17,"=","HAILEE STEINFELD","Love Myself",6642,-148,-367,-190,30.42,-1.064,77,"37",13,7032,2308,35.026
"18",18,"+1","MEGHAN TRAINOR","Like I'm Gonna Lose You",5555,134,1209,-39,25.97,0.731,120,"9",18,5555,1248,25.97
"19",19,"+1","DEMI LOVATO","Confident",5332,149,1160,-136,27.547,0.569,26,"30",19,5332,1761,27.547
"20",20,"-2","NICK JONAS","Levels",5234,-385,-1655,-356,21.911,-2.11,65,"21",13,6960,1791,33.449
"21",21,"=","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",4472,124,1044,-14,21.808,0.537,27,"41",21,4472,1343,21.808
"22",22,"+1","DEMI LOVATO","Cool For The Summer",3685,-115,-1508,222,22.93,-0.384,118,"80",2,14976,4704,81.953
"23",23,"-1","MAJOR LAZER","Powerful f/Ellie Goulding",3554,-331,-1261,-319,14.736,-1.508,52,"84",21,5008,1101,23.32
"24",24,"=","DAYA","Hide Away",3205,28,350,-29,10.902,0.178,72,"47",24,3205,393,10.902
"25",25,"=","CONRAD SEWELL","Hold Me Up",3007,55,246,43,16.86,-0.164,28,"303",25,3007,1607,17.024
"26",26,"=","FETTY WAP","679 f/Remy Boyz...",2954,115,648,30,18.558,0.79,51,"14",26,2954,724,18.558
"27",27,"+1","JUSTIN BIEBER","Sorry",2592,550,2592,550,21.639,4.18,5,"2",27,2592,2592,21.639
"28",28,"+2","ADELE","Hello",2479,478,2479,478,21.838,3.686,4,"1",28,2479,2479,21.838
"29",29,"-2","JESS GLYNNE","Hold My Hand",2465,-24,59,-88,11.706,-0.109,109,"52",25,2489,276,12.036
"30",30,"-1","DNCE","Cake By The Ocean",2054,33,301,-42,8.52,0.048,27,"138",29,2054,578,9.047
"31",31,"=","5 SECONDS OF SUMMER","Hey Everybody!",2053,53,439,-32,8.403,0.368,16,"257",30,2053,1074,8.403
"32",32,"=","AUDIEN","Something Better f/Lady A.",1911,55,133,66,6.9,0.037,39,"131",31,1911,402,7.22
"33",33,"=","NICKY JAM","El Perdon",1861,5,-45,-2,18.384,0.071,62,"227",30,1919,278,19.076
"34",34,"=","MAROON 5","Feelings",1753,-90,-434,-89,5.908,-0.308,38,"191",29,2246,851,9.009
"35",35,"=","ONE DIRECTION","Perfect",1666,175,1101,42,8.823,0.496,9,"20",35,1666,1185,8.823
"36",36,"=","THE CHAINSMOKERS","Roses f/Rozes",1478,25,156,-18,6.998,0.054,30,"43",34,1478,320,6.998
"37",37,"+1","NICO & VINZ","That's How You Know f/B. Rexha",1309,10,108,-28,3.044,0.046,69,"238",36,1309,160,3.044
"38",38,"-1","BECKY G","Break A Sweat",1249,-84,-170,-76,3.052,-0.226,51,"388",34,1540,370,4.723
"39",39,"=","OMI","Hula Hoop",1063,-2,36,-12,3.221,-0.059,37,"186",38,1074,227,4.403
"40",40,"=","HALSEY","New Americana",997,-6,77,-18,3.559,-0.135,30,"140",39,1003,205,3.816
"41",41,"=","SHAGGY","Only Love f/Pitbull",979,28,137,10,4.712,0.113,28,"365",40,979,233,4.712
"42",42,"=","SIA","Alive",847,-5,69,-19,2.718,-0.089,21,"163",41,872,408,2.978
"43",43,"+1","PENTATONIX","Can't  Sleep Love",820,16,92,14,2.604,0.03,19,"--",42,820,106,2.604
"44",44,"+1","TOVE LO","Moments",736,36,313,-17,2.466,0.066,7,"430",44,736,408,2.466
"45",45,"-2","A GREAT BIG WORLD","Hold Each Other f/Futuristic",700,-126,-906,-18,3.106,-0.371,84,"90",27,2287,399,9.292
"46",46,"=","NELLY","The Fix f/Jeremih",629,4,112,-26,2.553,-0.117,10,"59",46,629,165,2.696
"47",47,"=","FLO RIDA","My House",628,17,163,-22,1.584,0.016,8,"91",47,628,192,1.584
"48",48,"=","ANDY GRAMMER","Good To Be Alive (Hallelujah)",612,13,58,2,1.253,0.005,16,"125",45,612,86,1.271
"49",49,"=","MAX","Gibberish f/Hoodie Allen",561,22,75,25,0.824,0.044,11,"291",46,561,75,0.824
"50",50,"=","RACHEL PLATTEN","Stand By You",520,22,124,1,2.103,0.048,2,"78",50,520,124,2.103
