"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","AVICII","Wake Me Up",16601,"+94",450,"+35",112.926,"+1.097",91,"3",1,16601,2103,112.926
2,"=","LORDE","Royals",16332,"-57",-17,"-92",108.4,"-0.390",75,"1",1,16495,2817,110.379
3,"=","KATY PERRY","Roar",14949,"-322",-1555,"-196",106.198,"-1.369",76,"2",1,17176,6098,117.145
4,"=","MILEY CYRUS","Wrecking Ball",13657,"+282",1662,"+37",91.488,"+1.484",45,"4",4,13657,2954,91.488
5,"=","LADY GAGA","Applause",11300,"-12",-107,"-58",76.408,"+0.947",75,"13",5,11407,3922,77.477
6,"+1","DRAKE","Hold On We're Goi...",10849,"+162",704,"+128",68.971,"+0.837",76,"7",6,10849,1610,68.971
7,"-1","JAY Z","Holy Grail f/Just...",10820,"-224",-791,"-236",70.21,"-1.892",114,"20",4,11700,2095,78.442
8,"=","LANA DEL REY","Summertime Sadnes...",8593,"-365",-2350,"-103",53.792,"-1.664",115,"43/60",2,13737,1923,88.403
9,"=","SELENA GOMEZ","Slow Down",8125,"+130",517,"+83",46.477,"+1.015",69,"38",9,8125,1167,46.477
10,"=","PARAMORE","Still Into You",7832,"+18",192,"+45",46.17,"+0.407",170,"30",9,7832,961,46.958
11,"=","BRUNO MARS","Gorilla",6956,"+76",379,"+70",36.894,"+0.043",47,"29",11,6956,1872,38.774
12,"+1","IMAGINE DRAGONS","Demons",5730,"+192",1257,"-9",36.397,"+1.400",55,"8",12,5730,1266,36.397
13,"+1","JUSTIN TIMBERLAKE","TKO",5552,"+51",508,"-44",31.312,"-0.167",32,"67",13,5552,1724,31.479
14,"-2","ROBIN THICKE","Give It 2 U f/Ken...",5461,"-201",-842,"-186",26.933,"-1.434",83,"74",12,6339,1340,33.892
15,"+1","BRITNEY SPEARS","Work Bitch",5432,"-8",-203,"-41",27.319,"-0.338",41,"34",13,5635,3487,31.994
