"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","KATY PERRY","Dark Horse",17356,"-11",-149,"-36",122.472,"-0.323",103,"5",1,17515,2780,123.167
"2",2,"=","LORDE","Team",15532,"+107",1107,"-89",101.94,"+1.292",102,"9",2,15532,1641,101.94
"3",3,"=","BASTILLE","Pompeii",13266,"+242",1804,"+33",89.596,"+1.310",117,"7",3,13266,1804,89.596
"4",4,"=","PHARRELL WILLIAMS","Happy",12595,"+329",2002,"-27",92.12,"+1.837",46,"1",4,12595,2386,92.12
"5",5,"=","ONE DIRECTION","Story Of My Life",11974,"-197",-812,"-137",69.956,"-1.737",126,"28",3,12896,1527,82.164
"6",6,"=","JASON DERULO","Talk Dirty f/2 Chainz",11937,"+165",1135,"-72",75.744,"+1.065",66,"6",6,11937,2775,75.744
"7",7,"=","ONEREPUBLIC","Counting Stars",10508,"-196",-1032,"-14",81.121,"-0.983",144,"21",1,16524,2609,113.696
"8",8,"=","ELLIE GOULDING","Burn",10040,"-279",-2584,"+144",68.595,"-2.346",150,"40",2,14810,1623,95.425
"9",9,"=","A GREAT BIG WORLD","Say Something w/C. Aguilera",9371,"-262",-1148,"-176",53.687,"-1.470",103,"12",7,10605,1506,64.936
"10",10,"=","PITBULL","Timber f/Ke$ha",8692,"-101",-1380,"+296",63.756,"-0.364",142,"14",1,16901,2001,117.778
"11",11,"=","BRUNO MARS","Young Girls",8374,"+43",452,"-14",46.74,"-0.165",82,"62",11,8374,938,46.994
"12",12,"=","ALOE BLACC","The Man",7107,"+36",481,"-63",38.589,"-0.153",42,"8",12,7107,1722,38.742
"13",13,"=","EMINEM","The Monster f/Rihanna",6859,"-133",-680,"-42",52.028,"-1.281",127,"54",1,16414,2904,117.022
"14",14,"=","DEMI LOVATO","Neon Lights",6368,"+39",487,"-75",35.295,"+0.464",97,"41",14,6368,675,35.295
"15",15,"=","CASH CASH","Take Me Home f/Bebe Rexha",6235,"+30",400,"-63",33.622,"+0.239",108,"64",15,6235,1074,33.622
"16",16,"+2","JOHN LEGEND","All Of Me",5868,"+245",1823,"-35",42.019,"+1.848",35,"3",16,5868,1858,42.019
"17",17,"=","AVICII","Hey Brother",5826,"+136",686,"+80",33.713,"+0.740",90,"16",17,5826,789,33.713
"18",18,"+1","BEYONCE","Drunk In Love f/Jay Z",5793,"+177",1461,"-81",36.804,"+1.680",45,"13",18,5793,1663,36.804
"19",19,"-3","JOHN NEWMAN","Love Me Again",5663,"-268",-974,"-270",27.121,"-1.411",152,"49",13,6684,697,35.821
"20",20,"=","AMERICAN AUTHORS","Best Day Of My Life",5208,"+196",957,"+153",27.579,"+1.202",86,"10",20,5208,957,27.579
