"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","TAYLOR SWIFT","I Knew You Were T...",15801,"-48",-213,"-61",123.768,"-0.233",90,"9",1,16073,2452,126.481
"2",2,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",14529,"+102",926,"+42",114.945,"+1.334",161,"18",2,14529,1905,114.945
"3",3,"=","WILL.I.AM & BRITN...","Scream And Shout",12707,"+75",661,"-99",98.162,"-0.338",84,"6",3,12707,2182,99.406
"4",4,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",11646,"+151",1439,"-88",88.733,"+0.937",91,"2",4,11646,2020,88.733
"5",5,"=","BRUNO MARS","Locked Out Of Hea...",10685,"+27",-481,"+209",85.497,"-0.519",139,"10",1,15928,2790,124.488
"6",6,"=","MAROON 5","Daylight",10113,"+103",1141,"-87",74.442,"+1.051",86,"11",6,10113,1308,74.442
"7",7,"+1","LUMINEERS","Ho Hey",9374,"-41",-842,"+94",72.547,"-0.642",154,"7",2,13545,1921,101.636
"8",8,"-1","JUSTIN BIEBER","Beauty And A Beat...",9121,"-419",-2316,"-187",70.141,"-2.314",122,"37",2,12731,1998,87.772
"9",9,"=","CALVIN HARRIS","Sweet Nothing f/F...",8864,"+28",973,"-153",72.548,"+0.099",94,"21",9,8864,1126,72.548
"10",10,"=","PINK","Try",8610,"-110",-919,"-14",54.515,"-0.981",112,"24",6,9909,1515,66.33
"11",11,"=","KE$HA","C'mon",7855,"+36",406,"-73",54.175,"-0.086",63,"31",11,7855,1547,54.334
"12",12,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",6939,"+67",53,"+69",47.099,"+0.230",34,"5",12,6939,6457,59.334
"13",13,"+2","IMAGINE DRAGONS","It's Time",6405,"+127",726,"+58",42.49,"+0.354",147,"35",13,6405,833,42.49
"14",14,"=","KELLY CLARKSON","Catch My Breath",6298,"-5",522,"-100",40.479,"-0.174",114,"32",14,6303,767,40.653
"15",15,"-2","ALICIA KEYS","Girl On Fire",6285,"-226",-999,"-113",39.129,"-1.267",117,"16/78",9,7658,1171,50.899
