"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ELLIE GOULDING","Lights",13444,"-106",-533,"-143",99.939,"-0.522",190,"18",1,13999,1482,101.262
"2",2,"=","KATY PERRY","Wide Awake",13346,"-84",-521,"-63",92.222,"-0.683",88,"16",1,14124,2824,100.029
"3",3,"=","DAVID GUETTA","Titanium f/Sia",11087,"+21",430,"-27",77.635,"-0.883",132,"19",3,11087,1091,79.723
"4",4,"+2","DEMI LOVATO","Give Your Heart A Br...",9810,"+188",943,"+110",69.343,"+0.737",171,"25",4,9810,1250,69.343
"5",5,"-1","MAROON 5","Payphone f/Wiz Khali...",9479,"-155",-1124,"+13",70.107,"-1.445",124,"29",1,14353,3415,107.136
"6",6,"+1","CALVIN HARRIS","Let's Go f/Ne-Yo",9398,"+13",343,"-30",60.677,"-0.502",112,"33",6,9398,1254,61.384
"7",7,"-2","RIHANNA","Where Have You Been",9376,"-252",-1326,"-88",72.876,"-1.116",125,"43",2,12963,1884,95.69
"8",8,"=","FLO RIDA","Whistle",8631,"+185",1018,"+66",59.167,"+1.382",74,"2",8,8631,1412,59.167
"9",9,"=","PINK","Blow Me (One Last Ki...",8354,"+105",633,"+7",54.408,"+0.403",45,"17/90",9,8354,2737,54.408
"10",10,"=","CARLY RAE JEPSEN","Call Me Maybe",7680,"-197",-1240,"-6",55.914,"-0.524",160,"6",1,14563,1711,111.23
"11",11,"=","CHER LLOYD","Want U Back",7601,"+79",322,"+1",44.693,"+0.021",98,"9",11,7601,1103,44.91
"12",12,"+2","NEON TREES","Everybody Talks",6810,"+238",1589,"+26",42.306,"+1.688",131,"10",12,6810,1589,42.306
"13",13,"-1","USHER","Scream",6771,"-283",-1876,"-68",49.183,"-1.340",114,"36",6,9627,2323,68.266
"14",14,"-1","OWL CITY & CARLY RAE...","Good Time",6704,"+67",317,"-6",43.865,"+0.521",53,"8",13,6704,1961,43.865
"15",15,"=","JUSTIN BIEBER","As Long As You Love ...",5360,"+170",980,"+99",35.832,"+1.263",44,"5",15,5360,1096,35.832
"16",16,"+1","MAROON 5","One More Night",4939,"+204",1032,"+104",30.195,"+1.176",31,"4",16,4939,1236,30.195
"17",17,"+1","THE WANTED","Chasing The Sun",4729,"+26",210,"+15",26.16,"-0.065",106,"48",16,4729,656,26.67
"18",18,"-2","HAVANA BROWN","We Run The Night f/P...",4518,"-238",-925,"-199",33.071,"-1.736",188,"49",14,5660,544,41.835
