"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Sorry",18097,"+215",-393,"+577",117.943,"+2.530",78,"4",1,19494,3902,127.324
"2",2,"=","SELENA GOMEZ","Same Old Love",17896,"+420",472,"+684",111.336,"+4.050",115,"13",2,18064,1774,111.646
"3",3,"+1","ALESSIA CARA","Here",15891,"+433",733,"+707",92.918,"+2.713",173,"23",3,15891,1467,98.324
"4",4,"-1","ADELE","Hello",15454,"-77",-1245,"+312",103.463,"+1.351",77,"3",1,19167,4705,124.831
"5",5,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",12854,"+203",-46,"+522",74.12,"+1.524",193,"10",5,13735,1275,83.171
"6",6,"+1","THE WEEKND","In The Night",11974,"+379",929,"+450",69.33,"+2.308",57,"26",6,11974,3011,69.33
"7",7,"-1","ELLIE GOULDING","On My Mind",11551,"-351",-1344,"-25",71.916,"-0.962",113,"28",4,14332,3457,82.642
"8",8,"+1","JUSTIN BIEBER","Love Yourself",9396,"+716",1870,"+828",66.268,"+4.860",35,"1/79",8,9396,2930,66.268
"9",9,"+1","THE CHAINSMOKERS","Roses f/Rozes",9011,"+339",981,"+362",49.762,"+1.832",103,"6",9,9011,1619,49.762
"10",10,"-2","SHAWN MENDES","Stitches",8985,"+31",-267,"+252",66.135,"+0.591",231,"17",1,17999,2130,108.715
"11",11,"=","DEMI LOVATO","Confident",8717,"+204",295,"+362",46.371,"+1.033",99,"31",9,9049,1761,47.803
"12",12,"=","TWENTY ONE PILOTS","Stressed Out",8703,"+440",948,"+554",50.687,"+3.474",54,"2",12,8703,1684,50.687
"13",13,"=","ONE DIRECTION","Perfect",8250,"+140",223,"+274",40.134,"+1.004",82,"22",10,8440,1211,41.357
"14",14,"=","DAYA","Hide Away",7923,"+139",139,"+221",42.986,"+1.326",145,"12",12,7923,851,42.986
"15",15,"=","DRAKE","Hotline Bling",7206,"-63",-494,"+14",42.544,"-0.339",116,"18",2,16016,2377,99.499
"16",16,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",6638,"+255",532,"+362",32.967,"+1.795",45,"8",16,6638,1989,32.967
"17",17,"=","TAYLOR SWIFT","Wildest Dreams",6258,"-117",-528,"+38",41.906,"-0.181",134,"34",1,18848,3531,112.715
"18",18,"=","JUSTIN BIEBER","What Do You Mean?",5361,"-29",161,"-58",46.122,"+0.037",133,"21",1,18691,5900,114.523
"19",19,"=","DNCE","Cake By The Ocean",5200,"+147",473,"+179",23.863,"+0.861",100,"20",19,5200,613,23.863
