"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MAROON 5","Animals",16782,-130,-605,-197,108.277,-0.492,78,"20",1,17381,3186,114.705
"2",2,"=","TAYLOR SWIFT","Blank Space",16431,263,2616,-154,111.796,1.573,43,"1",2,16431,3248,111.796
"3",3,"=","ED SHEERAN","Don't",14964,-199,-647,-201,85.89,-1.59,150,"29",2,15646,2073,94.331
"4",4,"=","CALVIN HARRIS","Blame f/John Newman",13861,-48,172,-108,84.962,-0.135,93,"46",3,13909,1988,85.912
"5",5,"=","NICK JONAS","Jealous",13015,257,916,252,72.234,1.146,90,"15",5,13015,1846,72.234
"6",6,"=","MR PROBZ","Waves",12271,-25,139,-54,83.026,0.209,150,"32",5,12296,1264,83.026
"7",7,"=","TOVE LO","Habits (Stay High)",10675,-468,-2453,-207,78.835,-2.216,170,"51",1,16744,2816,110.186
"8",8,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",10361,212,1049,154,71.075,1.348,64,"16",8,10361,1751,71.075
"9",9,"=","SAM SMITH","I'm Not The Only One",9271,147,670,116,56.78,1.691,76,"13",9,9271,1424,56.78
"10",10,"=","TAYLOR SWIFT","Shake It Off",7681,-188,-1488,-114,56.306,-2.023,114,"11",1,17531,9016,110.142
"11",11,"=","IGGY AZALEA","Beg For It f/MØ",7167,-45,98,-132,37.51,-0.318,47,"30",11,7212,2920,38.689
"12",12,"=","HOZIER","Take Me To Church",7147,244,1318,140,42.912,1.37,58,"2",12,7147,1318,42.912
"13",13,"+2","SELENA GOMEZ","The Heart Wants What It Wants",6650,258,1292,165,39.861,1.501,34,"12",13,6650,2058,39.861
"14",14,"-1","ALESSO","Heroes",6614,69,743,7,38.955,0.675,93,"53",13,6614,896,38.955
"15",15,"+1","MEGHAN TRAINOR","Lips Are Movin",6067,98,665,40,33.625,1.005,51,"7",15,6067,1423,33.625
"16",16,"-2","JASON DERULO","Trumpets",6000,-449,-2393,-342,29.365,-2.089,107,"48",9,8686,1238,46.628
"17",17,"+1","MARK RONSON","Uptown Funk f/Bruno Mars",5624,167,1143,56,33.595,1.634,30,"3",17,5624,2689,33.595
"18",18,"-1","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",5572,-183,-1108,-91,35.085,-1.147,134,"28",1,15754,4716,94.236
"19",19,"=","JEREMIH","Don't Tell 'Em f/YG",4884,-134,-1145,19,32.136,-0.209,143,"105",5,12620,1458,74.757
"20",20,"=","FALL OUT BOY","Centuries",4698,55,281,27,21.863,0.026,84,"22",20,4698,679,22.502
"21",21,"=","NICO & VINZ","In Your Arms",3847,-3,125,-43,17.191,0.476,77,"139",21,3920,1121,17.191
"22",22,"=","DAVID GUETTA","Dangerous f/Sam Martin",3456,33,73,101,19.306,0.434,65,"67",22,3486,1540,19.376
"23",23,"+1","ELLA HENDERSON","Ghost",3033,119,827,39,11.4,0.522,90,"43",23,3033,827,11.4
"24",24,"-1","ONE DIRECTION","Night Changes",3029,89,748,-24,11.504,0.206,25,"64",23,3029,1221,11.504
"25",25,"=","CHARLI XCX","Break The Rules",2663,-48,-94,-9,9.771,-0.183,70,"102",24,2872,609,10.469
"26",26,"=","FIFTH HARMONY","Sledgehammer",2546,68,473,-14,9.008,0.444,25,"157",26,2546,800,9.008
"27",27,"+1","ONEREPUBLIC","I Lived",2459,81,440,34,11.002,0.384,26,"71",27,2459,934,11.002
"28",28,"-1","CHRIS BROWN","New Flame f/Usher & Rick Ross",2399,10,61,4,12.035,-0.435,64,"122",26,2399,357,13.19
"29",29,"=","JESSIE J","Burnin' Up f/2 Chainz",2367,36,95,14,10.997,0.086,51,"97",28,2367,516,11.703
"30",30,"=","FERGIE","L.A.LOVE (la la)",2000,-219,-1609,-83,7.813,-0.826,68,"49",19,4267,1105,18.09
"31",31,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",1934,34,458,-15,17.415,0.579,38,"121",31,1934,473,17.415
"32",32,"=","EDEN XO","Too Cool To Dance",1699,6,233,-7,5.294,-0.047,38,"1066",32,1699,410,5.647
"33",33,"=","MILKY CHANCE","Stolen Dance",1627,40,204,53,9.237,0.31,46,"52",33,1627,235,9.237
"34",34,"=","BIG SEAN","I Don't F**k With You f/E-40",1523,26,136,16,8.508,-0.087,31,"226",34,1523,340,8.595
"35",35,"=","VANCE JOY","Riptide",1430,12,104,14,7.517,-0.072,43,"34",35,1430,214,7.589
"36",36,"=","I LOVE MAKONNEN","Tuesday f/Drake",1333,53,267,20,5.113,0.215,20,"23",36,1333,445,5.113
"37",37,"+1","PITBULL","Time Of Our Lives f/Ne-Yo",1100,74,438,26,6.825,0.387,12,"162",37,1100,438,6.825
"38",38,"-1","BEA MILLER","Young Blood",1085,0,-16,5,2.914,-0.032,54,"300",37,1207,232,3.412
"39",39,"=","HOODIE ALLEN","All About It f/Ed Sheeran",1080,82,434,57,4.493,0.248,16,"204",39,1080,434,4.493
"40",40,"+1","TREY SONGZ","Touchin, Lovin f/Nicki Minaj",931,-44,-175,-22,4.804,-0.187,56,"149",37,1157,227,6
"41",41,"-1","GWEN STEFANI","Baby Don't Lie",784,-192,-1569,12,2.864,-0.54,51,"223",20,4236,2651,20.798
"42",42,"+2","ARIANA GRANDE","Santa Tell Me",783,51,138,1,4.295,0.239,10,"101",42,814,603,4.98
"43",43,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",777,43,352,8,8.799,0.011,6,"356",43,777,352,8.799
"44",44,"-2","THE SCRIPT","Superheroes",774,2,53,-22,2.624,-0.011,25,"167",42,774,191,2.635
"45",45,"+3","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",749,172,749,172,7.789,1.395,2,"10",45,749,749,7.789
"46",46,"-1","ED SHEERAN","Thinking Out Loud",730,113,469,82,7.656,1.363,3,"5",45,730,469,7.656
"47",47,"=","BECKY G","Can't Stop Dancin'",611,28,141,24,2.7,0.169,15,"384",46,611,171,2.7
"48",48,"-2","SHAWN MENDES","Something Big",605,4,57,-16,1.458,-0.083,17,"220",45,605,130,1.552
"49",49,"=","USHER","I Don't Mind f/Juicy J",565,29,237,-12,5.947,-0.128,3,"55",48,565,257,6.184
"50",50,"=","PRIORY","Weekend",534,16,39,10,1.49,0.081,13,"--",48,534,156,1.595
