"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","TAYLOR SWIFT","I Knew You Were T...",15263,"+48",1347,"-291",119.212,"+0.007",68,"2",1,15263,2452,119.212
2,"=","BRUNO MARS","Locked Out Of Hea...",14012,"-107",-616,"-20",112.882,"-1.305",117,"6",1,15928,2790,124.488
3,"=","LUMINEERS","Ho Hey",12900,"-154",-557,"-113",97.184,"-0.989",132,"5",2,13545,1921,101.636
4,"=","JUSTIN BIEBER","Beauty And A Beat...",12626,"+11",418,"+10",86.557,"+0.061",100,"13",4,12626,1998,86.557
5,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",10844,"+166",1398,"-65",83.299,"+1.054",139,"8",5,10844,1463,83.299
6,"=","PINK","Try",9702,"+127",583,"+76",62.632,"+1.356",90,"15",6,9702,1515,62.632
7,"=","FLO RIDA","I Cry",8776,"-267",-1564,"-23",64.845,"-1.942",133,"31",4,11195,1268,84.885
8,"=","WILL.I.AM & BRITN...","Scream And Shout",8677,"+292",1363,"+201",67.834,"+1.933",62,"3",8,8677,1543,67.834
9,"=","ED SHEERAN","The A Team",7895,"-89",-345,"-58",50.815,"-0.726",160,"36",8,8381,1183,56.912
10,"=","RIHANNA","Diamonds",7269,"-232",-1625,"+162",51.984,"-1.751",122,"32",2,13317,2812,96.67
11,"=","ALICIA KEYS","Girl On Fire",7246,"+60",388,"-15",50.645,"-0.254",95,"16/77",11,7246,1171,50.899
12,"=","MAROON 5","Daylight",6607,"+95",859,"-50",46.046,"+0.482",64,"9",12,6607,1101,46.046
13,"+2","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",6325,"+197",1005,"+18",54.918,"+0.979",69,"1",13,6325,1469,54.918
14,"-1","PITBULL","Don't Stop The Pa...",6309,"+15",99,"+52",40.361,"-0.071",111,"19",12,6309,675,41.893
15,"-1","CALVIN HARRIS","Sweet Nothing f/F...",6279,"+96",740,"+50",53.542,"+1.277",72,"12",14,6279,875,53.542
16,"=","KE$HA","C'mon",6163,"+107",729,"+12",45.05,"+0.422",41,"22",16,6163,1547,45.05
17,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",6110,"+153",1101,"-625",46.72,"+0.436",12,"7",12,6495,6457,59.334
18,"=","KE$HA","Die Young",5663,"-65",-876,"+154",49.372,"-0.529",123,"49",1,15607,3842,121.911
19,"=","KELLY CLARKSON","Catch My Breath",5151,"+23",209,"-26",32.273,"+0.253",92,"20",18,5151,767,32.273
20,"+1","IMAGINE DRAGONS","It's Time",4845,"+72",526,"+11",38.623,"+0.773",125,"21",20,4845,833,38.623
21,"-1","ONE DIRECTION","Little Things",4746,"-124",-404,"-112",25.886,"-0.712",69,"50",17,5162,1166,29.586
22,"=","THE SCRIPT","Hall Of Fame f/wi...",4433,"+10",244,"+60",22.563,"+0.120",132,"25",18,4433,493,22.806
23,"=","HUNTER HAYES","Wanted",2663,"-20",95,"-25",14.408,"-0.022",104,"28",23,2683,368,14.43
24,"=","LUDACRIS F/USHER/...","Rest Of My Life",2486,"-195",-579,"-186",16.203,"-1.181",75,"122",23,3244,615,24.425
25,"=","OLLY MURS","Troublemaker f/Fl...",2343,"+108",692,"+44",15.306,"+0.733",40,"42",25,2343,692,15.306
26,"+1","CHRIS WALLACE","Remember When (Pu...",2172,"+96",10,"+129",11.135,"+0.366",167,"136",25,2195,252,11.566
27,"-1","OF MONSTERS AND M...","Little Talks",2151,"+32",274,"-5",13.339,"+0.186",69,"26",26,2151,349,13.339
