"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18812,"+88",1793,"-411",120.376,"+0.257",60,"6",1,18812,4103,120.376
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",16267,"+224",1850,"-120",99.024,"+1.195",79,"4",2,16267,2702,99.024
"3",3,"=","THE WEEKND","In The Night",15602,"+14",842,"-187",89.68,"+0.072",82,"44",3,15602,3011,89.68
"4",4,"=","ALESSIA CARA","Here",15188,"-313",-2117,"-231",89.41,"-1.468",198,"31",1,17621,1489,109.076
"5",5,"=","JUSTIN BIEBER","Sorry",14200,"-32",-1658,"+338",105.333,"+0.219",103,"12",1,19494,3902,127.324
"6",6,"+1","THE CHAINSMOKERS","Roses f/Rozes",12852,"+128",1122,"+2",76.039,"+0.258",128,"11",6,12852,2023,76.039
"7",7,"-1","SELENA GOMEZ","Same Old Love",12620,"-407",-3032,"+60",82.707,"-1.752",140,"30",1,18836,1774,120.08
"8",8,"=","DAYA","Hide Away",10087,"+85",602,"+49",54.326,"+0.116",170,"20",8,10087,883,54.326
"9",9,"=","ADELE","Hello",9498,"-303",-1310,"-141",67.88,"-1.645",102,"7",1,19167,4705,124.831
"10",10,"+2","FLO RIDA","My House",8497,"+150",1843,"-135",48.857,"+0.809",106,"5",10,8497,1978,48.857
"11",11,"-1","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8495,"+78",272,"-9",43.062,"+0.080",70,"18",10,8495,1989,43.062
"12",12,"-1","DNCE","Cake By The Ocean",8461,"+101",852,"-15",46.201,"+0.993",125,"14",11,8461,1111,46.201
"13",13,"+1","TAYLOR SWIFT","Out Of The Woods",7918,"+114",1336,"-106",44.228,"+0.298",30,"59",13,7918,2806,44.228
"14",14,"-1","ADELE","When We Were Young",7865,"-13",349,"-95",36.654,"+0.051",48,"17",12,7878,1962,36.654
"15",15,"=","SELENA GOMEZ","Hands To Myself",7373,"+239",1448,"+40",42.477,"+1.917",30,"9",15,7373,1952,42.477
"16",16,"=","CHARLIE PUTH","One Call Away",6065,"+64",524,"-1",27.323,"+0.411",85,"8",16,6065,819,27.323
"17",17,"=","ELLIE GOULDING","On My Mind",5342,"-23",-601,"+157",41.465,"-0.358",138,"105",4,14332,3457,82.642
"18",18,"=","ELLIE GOULDING","Something In The Way You Move",4962,"+120",1013,"-113",25.145,"+0.336",25,"140",18,4962,1673,25.145
"19",19,"+2","G-EAZY","Me Myself And I f/Bebe Rexha",4818,"+270",1836,"+23",28.15,"+1.307",26,"10",19,4818,1836,28.15
"20",20,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",4700,"+112",1144,"-31",25.231,"+0.478",67,"78",20,4700,1175,25.231
"21",21,"-2","JASON DERULO","Get Ugly",4635,"+13",375,"-50",18.976,"-0.103",51,"54",19,4635,1110,19.079
"22",22,"=","DRAKE","Hotline Bling",4474,"-50",-550,"+2",27.602,"-0.689",141,"38",2,16016,2377,99.499
"23",23,"=","DEMI LOVATO","Confident",3960,"-302",-2173,"+109",23.258,"-1.205",124,"108",9,9049,1761,48.443
"24",24,"+1","TORI KELLY","Hollow",3799,"+40",247,"-2",12.821,"-0.155",86,"219",24,3799,501,12.976
"25",25,"-1","ONE DIRECTION","Perfect",3763,"-470",-2736,"-104",21.025,"-2.051",107,"43",10,8635,1211,42.552
"26",26,"+1","RIHANNA","Work f/Drake",3495,"+430",3495,"+430",30.294,"+2.960",6,"3/15",26,3495,3495,30.294
"27",27,"-1","TRAVI$ SCOTT","Antidote",3335,"+27",357,"-52",13.354,"+0.078",65,"51",26,3335,545,13.354
"28",28,"=","RACHEL PLATTEN","Stand By You",3019,"+98",469,"+78",13.993,"+0.333",95,"19",28,3019,482,13.993
"29",29,"+2","MIKE POSNER","I Took A Pill In Ibiza",2584,"+172",1118,"+83",18.115,"+0.783",18,"26",29,2584,1118,18.115
"30",30,"=","DAVID GUETTA","Bang My Head f/Sia",2532,"+49",302,"+52",12.693,"+0.002",54,"138",30,2532,395,12.851
"31",31,"-2","FALL OUT BOY","Irresistible f/Demi Lovato",2407,"-330",-1596,"-306",12.314,"-0.789",97,"32",21,4199,560,17.263
