"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","FLO RIDA Good Feeling",12899,"+46",-46,"+95",83.539,"-0.254",130,"6",1,12995,1657,85.747
2,"-1","KATY PERRY The One That Got Away",12662,"-287",-683,"-278",74.794,"-1.923",118,"47",1,13402,1631,80.623
3,"+2","ADELE Set Fire To The Rain",11988,"+129",1160,"-81",75.936,"+0.333",69,"3",3,11988,2301,75.936
4,"-1","RIHANNA We Found Love f/Calvin Harris",11933,"-300",-920,"-227",82.227,"-1.801",130,"16",1,14238,2184,95.593
5,"-1","BRUNO MARS It Will Rain",11907,"-168",-1333,"-14",71.037,"-1.410",122,"23",1,13635,2024,86.477
6,"=","JESSIE J Domino",9636,"+108",1008,"-96",57.091,"+0.973",139,"9",6,9636,1524,57.091
7,"=","SELENA GOMEZ & THE SCENE Love You Like A...",9020,"-52",-103,"-108",46.634,"-0.131",163,"43",6,9154,1208,48.131
8,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",7607,"+302",1614,"+138",48.831,"+1.610",53,"4",8,7607,1674,48.831
9,"-1","LMFAO Sexy And I Know It",7384,"-92",-855,"+15",46.994,"-1.569",159,"15",2,12000,1530,74.768
10,"=","DAVID GUETTA Without You f/Usher",6643,"-177",-782,"-74",43.26,"-0.137",159,"52",1,13428,1586,84.476
11,"=","GAVIN DEGRAW Not Over You",6327,"+56",224,"+11",33.033,"+0.284",161,"20",10,6327,547,33.033
12,"=","GYM CLASS HEROES Ass Back Home",6033,"+47",454,"-111",38.824,"-0.014",70,"10",12,6033,1379,38.838
13,"=","PITBULL F/CHRIS BROWN International Love",5952,"+149",815,"+48",37.972,"+0.991",91,"13",13,5952,1058,37.972
14,"=","J. COLE Workout",5732,"-44",-40,"-67",33.992,"-0.752",101,"32",12,5803,659,35.209
15,"+1","HOT CHELLE RAE I Like It Like That f/New...",5237,"+43",351,"+22",24.112,"+0.366",125,"35",15,5237,639,24.112
16,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",5166,"-61",-475,"+48",32.521,"-0.368",218,"--",1,13951,1685,86.013
17,"=","JAY Z & KANYE WEST N***** In Paris",5136,"+21",38,"-20",35.923,"-0.245",88,"18",15,5142,785,36.602
18,"=","BREATHE CAROLINA Blackout",4502,"+24",84,"+17",21.742,"+0.079",161,"40",18,4547,498,24.36
19,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",4437,"+261",1030,"+177",27.494,"+2.066",25,"1",19,4437,1410,27.494
20,"=","RIHANNA You Da One",3921,"-200",-616,"-173",21.076,"-0.486",83,"46",17,4573,3394,36.963
21,"=","OUTASIGHT Tonight Is The Night",3864,"+36",98,"-18",19.731,"+0.134",93,"37",21,3864,506,19.731
22,"=","WANTED Glad You Came",3646,"+159",986,"-22",21.235,"+0.657",25,"25",22,3646,1330,21.235
23,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3478,"+73",615,"-24",24.254,"+0.788",70,"7",22,3478,643,24.254
24,"=","FRAY Heartbeat",3331,"+28",211,"+4",14.271,"+0.114",98,"58",23,3331,677,14.271
25,"=","DRAKE Headlines",2044,"-127",-868,"-1",13.162,"-0.484",109,"66",16,4778,754,30.781
26,"=","BIG TIME RUSH Music Sounds Better With U",2039,"+14",100,"-31",7.699,"+0.079",67,"576",26,2039,409,7.699
27,"+1","LMFAO Sorry For Party Rocking",2017,"+120",792,"+35",10.081,"+0.534",23,"135",27,2017,792,10.081
28,"-1","BIG SEAN Dance (A$$)",1943,"+24",190,"-26",14.969,"-0.132",60,"30",27,1943,366,15.151
