"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS","Locked Out Of Hea...",15385,-158,-187,-143,117.82,-1.585,92,"2",1,15628,2790,120.877
"2",2,"=","RIHANNA","Diamonds",12619,-161,-473,-42,92.748,-1.959,97,"9",2,13317,2812,96.67
"3",3,"=","LUMINEERS","Ho Hey",11917,-119,-30,-120,91.154,-1.373,107,"5",3,12153,1921,93.601
"4",4,"=","FLO RIDA","I Cry",10661,-86,-156,-61,75.651,-1.334,108,"12",4,10865,1268,77.755
"5",5,"=","JUSTIN BIEBER","Beauty And A Beat...",9643,22,557,-68,71.264,-0.464,75,"7",5,9643,1998,71.768
"6",6,"=","KE$HA","Die Young",9166,-195,-1009,174,70.867,-0.604,98,"11",1,15607,3842,121.911
"7",7,"=","TAYLOR SWIFT","I Knew You Were T...",9156,-36,469,-223,68.033,-1.042,43,"1",7,9192,2452,69.382
"8",8,"=","NE-YO","Let Me Love You",9032,-80,-820,131,63.207,-1.05,145,"42",4,12234,1345,90.373
"9",9,"=","MAROON 5","One More Night",8914,-6,-499,213,67.319,-1.134,167,"14",1,15401,1593,119.954
"10",10,"=","PHILLIP PHILLIPS","Home",8640,-105,-286,-32,54.566,-0.551,174,"10",8,9023,1033,59.098
"11",11,"=","PINK","Try",7978,-46,30,-113,51.591,-0.97,65,"17",11,8121,1515,52.933
"12",12,"=","ED SHEERAN","The A Team",7848,-85,90,-160,53.075,-0.948,135,"24",12,7933,1183,56.912
"13",13,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",7527,-14,-49,-36,57.367,-0.204,114,"13",13,7640,1312,59.478
"14",14,"=","FUN.","Some Nights",6684,17,-443,261,47.002,-0.451,205,"16",2,13297,1295,93.147
"15",15,"=","WILL.I.AM & BRITN...","Scream And Shout",5197,10,386,-92,39.351,0.629,37,"4",15,5197,1543,39.351
"16",16,"=","ALICIA KEYS","Girl On Fire",5169,38,468,-63,40.231,-0.069,70,"22/34",15,5169,1171,40.3
"17",17,"=","PITBULL","Don't Stop The Pa...",5112,91,379,-3,33.689,0.798,86,"8",15,5112,599,33.689
"18",18,"+1","CALVIN HARRIS","Sweet Nothing f/F...",4459,-49,124,-104,35.829,-0.046,47,"36",18,4532,875,36.476
"19",19,"-1","ONE DIRECTION","Little Things",4452,-76,78,-105,26.727,-0.467,44,"53",18,4550,1166,27.461
"20",20,"=","MAROON 5","Daylight",4427,-18,44,-65,26.262,0.116,39,"35",18,4566,1101,27.406
"21",21,"=","KELLY CLARKSON","Catch My Breath",3947,3,-5,-45,24.474,0.094,67,"29",18,3957,767,24.801
"22",22,"=","THE SCRIPT","Hall Of Fame f/wi...",3812,-84,-74,-71,20.156,-0.374,107,"25",18,3937,493,20.971
"23",23,"=","IMAGINE DRAGONS","It's Time",3740,-29,8,-49,24.834,-0.086,100,"19",23,3778,833,26.274
"24",24,"=","TAYLOR SWIFT","We Are Never Ever...",3429,57,22,164,19.153,0.211,140,"15",2,13523,4592,90.881
"25",25,"=","NICKI MINAJ","Va Va Voom",3048,-40,-642,171,21.21,-0.382,74,"50",12,6322,1566,45.452
"26",26,"=","LUDACRIS F/USHER/...","Rest Of My Life",2696,5,88,6,19.542,0.078,50,"209",26,2724,615,20.655
"27",27,"=","KE$HA","C'mon",2471,62,722,-150,19.698,0.257,16,"243",27,2471,1415,19.698
"28",28,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",2454,50,470,-41,20.717,0.003,44,"6",27,2454,880,20.717
"29",29,"=","HUNTER HAYES","Wanted",2266,-34,3,-31,11.696,-0.243,79,"26",27,2345,368,12.589
"30",30,"=","CHRIS WALLACE","Remember When (Pu...",1803,-12,4,-1,8.263,-0.085,142,"245",28,1828,252,9.436
"31",31,"+1","OF MONSTERS AND M...","Little Talks",1294,-8,94,-21,6.314,-0.106,44,"23",31,1302,189,6.42
"32",32,"-1","THE READY SET","Give Me Your Hand",1281,-34,-115,-45,4.124,-0.079,65,"--",31,1427,324,4.412
"33",33,"+1","PSY","Gangnam Style",1157,85,208,109,9.612,0.809,114,"3",10,7746,1695,59.817
"34",34,"-1","ONEREPUBLIC","Feel Again",1139,-5,-48,10,9.579,0.004,117,"40",18,4153,813,25.014
"35",35,"=","ELLIE GOULDING","Anything Could Ha...",1008,28,-137,183,4.323,0.228,100,"43",25,2455,455,14.156
"36",36,"=","CONOR MAYNARD","Turn Around f/Ne-...",930,-23,-9,-30,3.03,-0.164,55,"--",36,955,281,3.224
"37",37,"=","MIGUEL","Adorn",897,-32,-126,-4,5.545,-0.305,79,"148",34,1329,248,9.94
"38",38,"=","OLLY MURS","Troublemaker f/Fl...",886,14,135,-18,6.148,0.197,15,"290",38,886,459,6.395
"39",39,"=","JONN HART","Who Booty f/Frenc...",856,-11,75,-23,4.125,0.023,29,"250",38,867,237,4.125
"40",40,"=","TRAIN","50 Ways To Say Go...",856,25,69,52,5.79,0.123,150,"58",16,4812,717,29.769
"41",41,"=","BRIDGIT MENDLER","Ready Or Not",520,-8,-318,135,3.48,-0.05,120,"38",23,2567,336,15.584
