"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","GOTYE Somebody That I Used To Know",13915,42,-150,88,105.71,0.686,94,"2",1,14242,2018,106.394
"2",2,"=","CARLY RAE JEPSEN Call Me Maybe",12382,277,1588,178,94.787,3.192,84,"1",2,12382,1595,94.787
"3",3,"=","FUN. We Are Young f/Janelle Monae",11851,-101,-805,-8,86.584,-1.78,102,"7",1,14439,2738,110.772
"4",4,"+1","ONE DIRECTION What Makes You Beautiful",11706,141,468,229,77.983,0.486,95,"8",4,11706,1579,77.983
"5",5,"-1","NICKI MINAJ Starships",11705,0,-239,96,87.763,0.326,110,"16/34",3,12071,1834,87.938
"6",6,"=","MAROON 5 Payphone f/Wiz Khalifa",10762,302,1397,249,78.67,2.204,48,"3",6,10762,3415,78.67
"7",7,"=","FLO RIDA Wild Ones f/Sia",9796,-257,-1944,-57,79.084,-1.279,120,"10",2,12595,1940,93.589
"8",8,"=","WANTED Glad You Came",8547,-19,-738,239,65.77,-0.394,147,"22",1,13712,1363,101.962
"9",9,"=","JUSTIN BIEBER Boyfriend",7261,103,498,33,47.586,0.628,69,"5",9,7937,4726,51.492
"10",10,"=","USHER Scream",7164,79,479,-30,49.143,0.282,38,"12",9,7164,2323,49.143
"11",11,"=","KARMIN Broken Hearted",7010,146,504,226,46.028,0.974,105,"17",10,7010,936,46.028
"12",12,"=","RIHANNA Where Have You Been",6858,75,488,-73,53.191,1.146,49,"6",12,6858,1884,53.191
"13",13,"=","TRAIN Drive By",5999,-24,-53,35,35.955,-0.076,140,"18",13,6123,601,36.311
"14",14,"=","ELLIE GOULDING Lights",5874,163,726,106,38.71,1.372,114,"19",14,5874,786,38.71
"15",15,"+2","PITBULL Back In Time",5522,87,365,120,34.542,0.626,66,"4",15,5522,925,34.542
"16",16,"-1","KATY PERRY Part Of Me",5430,-69,-669,29,42.493,-0.995,111,"45",3,12039,3625,78.553
"17",17,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",5390,-53,-523,-18,33.397,-0.213,147,"32",1,13549,2321,99.332
"18",18,"=","ADELE Rumour Has It",4859,-131,-1082,49,30.441,-0.561,91,"35",8,8497,1514,56.313
"19",19,"=","DAVID GUETTA Titanium f/Sia",4678,163,791,54,33.12,0.677,56,"14",19,4678,791,33.12
"20",20,"+1","GYM CLASS HEROES Fighter f/Ryan Tedder",4544,164,1066,15,27.166,1.049,34,"25",20,4544,1441,27.166
"21",21,"-1","CALVIN HARRIS Feel So Close",4401,-59,-420,122,29.744,-0.441,115,"36",7,8145,1329,55.352
"22",22,"+1","KATY PERRY Wide Awake",3982,473,2639,197,27.551,3.195,12,"11",22,3982,2639,27.551
"23",23,"-1","DEMI LOVATO Give Your Heart A Break",3604,42,175,42,24.952,0.384,95,"27",21,3604,665,24.952
"24",24,"=","DRAKE Take Care f/Rihanna",3237,-14,-295,80,27.208,-0.007,148,"74",8,7620,1220,60.618
"25",25,"=","HAVANA BROWN We Run The Night f/Pitbull",2763,14,133,-32,22.29,-0.112,112,"33",24,2763,278,22.402
"26",26,"=","RITA ORA How We Do (Party)",2416,70,280,33,13.694,0.431,38,"109",25,2416,620,13.694
"27",27,"=","CALVIN HARRIS Let's Go f/Ne-Yo",2356,149,733,97,18.336,0.806,36,"64",27,2356,733,18.336
"28",28,"=","ONE DIRECTION One Thing",2187,175,802,142,12.418,1.079,28,"52",28,2187,802,12.418
"29",29,"=","KIRKO BANGZ Drank In My Cup",1692,51,242,18,8.48,0.247,61,"63",29,1692,312,8.48
"30",30,"=","CHRIS RENE Young Homie",1437,-100,-453,-87,6.392,-0.659,84,"155",25,1933,226,8.787
"31",31,"+2","THE WANTED Chasing The Sun",1350,76,309,71,10.485,0.561,30,"77",31,1350,423,10.485
"32",32,"=","NEON TREES Everybody Talks",1311,-1,205,-35,7.546,-0.2,55,"26",32,1312,240,7.746
"33",33,"-2","DRAKE The Motto f/Lil Wayne",1300,-34,-26,-58,13.117,-0.335,105,"42",25,2047,321,19.147
"34",34,"=","B.O.B Both Of Us f/Taylor Swift",1253,63,249,54,8.156,0.426,21,"82",34,1253,486,8.156
"35",35,"=","GROUPLOVE Tongue Tied",1203,20,145,13,5.92,0.154,40,"67",35,1203,284,5.92
"36",36,"=","JASON MRAZ I Won't Give Up",1044,24,130,24,5.046,0.168,49,"15",36,1044,210,5.046
"37",37,"+2","COLDPLAY Paradise",913,0,10,-13,5.879,0.022,74,"54",37,913,255,5.988
"38",38,"+2","CHER LLOYD Want U Back",908,49,169,49,4.976,0.416,22,"106",38,908,335,4.976
"39",39,"-1","HOT CHELLE RAE Honestly",894,-76,-365,-22,4.09,-0.376,63,"151",30,1339,284,5.972
"40",40,"-3","JENNIFER LOPEZ Dance Again f/Pitbull",817,-156,-999,63,4.61,-0.726,65,"37",17,4851,2243,30.831
"41",41,"+1","OUTASIGHT Now Or Never",681,16,58,12,2.127,0.079,24,"--",41,681,206,2.127
"42",42,"-1","NELLY FURTADO Big Hoops (Bigger The Bett...",680,-4,-39,16,2.405,-0.086,29,"--",40,754,318,2.709
"43",43,"+1","SAMMY ADAMS Only One",612,29,125,26,2.09,0.066,15,"--",43,612,230,2.09
"44",44,"-1","TAYLOR SWIFT Eyes Open",578,-19,-499,93,3.211,-0.082,70,"58",20,3925,1442,22.308
"45",45,"=","THE CAB La La",395,-4,3,-12,0.958,-0.033,57,"--",45,399,82,0.991
"46",46,"=","CHIDDY BANG Mind Your Manners f/Icona Po...",355,7,43,0,1.045,0.054,11,"--",46,355,99,1.045
"47",47,"+1","ALEX CLARE Too Close",334,21,156,1,0.986,0.023,5,"46",47,334,156,0.986
"48",48,"-1","RIHANNA Birthday Cake",315,-2,-20,7,1.077,-0.019,62,"62",40,479,116,1.742
"49",49,"+1","JAY SEAN I'm All Yours f/Pitbull",293,18,180,-8,0.5,0.043,3,"28",49,293,205,0.5
"50",50,"-1","WIZ KHALIFA Work Hard, Play Hard",281,-12,-6,-25,0.933,-0.021,7,"30",48,293,73,1.029
