"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TWENTY ONE PILOTS","Stressed Out",19022,"-30",-68,"-68",123.052,"-0.393",111,"6",1,19140,2702,124.646
"2",2,"=","JUSTIN BIEBER","Love Yourself",18245,"-249",-585,"-292",120.883,"-0.509",92,"7",1,19000,4103,124.28
"3",3,"=","FLO RIDA","My House",16473,"+223",1590,"+56",94.712,"+1.543",138,"4",3,16473,2285,94.712
"4",4,"=","THE CHAINSMOKERS","Roses f/Rozes",14622,"+51",250,"+101",78.429,"-0.423",160,"18",3,14622,2023,83.872
"5",5,"=","SELENA GOMEZ","Hands To Myself",12798,"+149",976,"-13",82.047,"+0.870",62,"19",5,12798,1952,82.047
"6",6,"=","JUSTIN BIEBER","Sorry",12022,"-20",-537,"+167",90.779,"-0.445",135,"21",1,19494,3902,127.324
"7",7,"=","DNCE","Cake By The Ocean",11945,"+89",546,"+25",72.137,"+0.651",157,"14",7,11945,1111,72.137
"8",8,"=","G-EAZY","Me Myself And I f/Bebe Rexha",11287,"+99",1365,"-157",68.567,"+0.401",58,"12",8,11287,1836,68.567
"9",9,"=","ZAYN","Pillowtalk",9331,"+149",1148,"+3",55.845,"+0.934",36,"9/70",9,9331,2441,55.845
"10",10,"=","CHARLIE PUTH","One Call Away",9087,"+89",732,"+13",48.154,"+0.433",117,"13",10,9087,819,48.154
"11",11,"=","RIHANNA","Work f/Drake",8827,"+145",893,"+48",53.95,"+2.049",38,"3/41",11,8827,3999,53.95
"12",12,"+2","MIKE POSNER","I Took A Pill In Ibiza",8400,"+166",1155,"-26",51.713,"+1.186",50,"8",12,8400,1578,51.713
"13",13,"-1","THE WEEKND","In The Night",8342,"-315",-2613,"+182",49.688,"-1.434",114,"93",3,15760,3011,89.68
"14",14,"-1","DAYA","Hide Away",8023,"-440",-2345,"-284",45.641,"-2.050",202,"48",7,10878,883,61.74
"15",15,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",7693,"+46",731,"-92",44.463,"-0.021",99,"51",15,7693,1193,44.484
"16",16,"=","ELLIE GOULDING","Something In The Way You Move",7621,"+94",467,"+103",38.263,"+0.481",57,"72",15,7621,1673,38.263
"17",17,"=","ZARA LARSSON & MNEK","Never Forget You",5417,"+150",1488,"-46",29.978,"+0.697",31,"15",17,5417,1534,29.978
"18",18,"+1","ADELE","Hello",4950,"-34",-460,"+103",37.12,"-0.186",134,"20",1,19167,4705,124.831
"19",19,"+1","DJ SNAKE","Middle f/Bipolar Sunshine",4892,"+87",1061,"-68",26.908,"+0.303",48,"35",19,4892,1239,26.908
"20",20,"-2","ADELE","When We Were Young",4825,"-426",-2598,"-148",21.771,"-2.047",80,"32",11,8301,1962,41.764
"21",21,"=","LUKAS GRAHAM","7 Years",4727,"+177",1298,"+68",23.194,"+0.916",48,"1",21,4727,1298,23.194
"22",22,"+1","RACHEL PLATTEN","Stand By You",3990,"+4",130,"-33",18.732,"-0.293",127,"31",19,3990,493,19.073
"23",23,"+1","TAYLOR SWIFT","New Romantics",3751,"+197",2221,"-119",19.248,"+0.651",10,"46",23,3751,2558,19.248
"24",24,"+1","TROYE SIVAN","Youth",3427,"+50",250,"-7",12.623,"+0.122",62,"42",23,3427,660,12.623
"25",25,"-3","FIFTH HARMONY","Work From Home",3404,"-655",2095,"-1964",21.284,"-9.822",8,"10",22,4059,4059,31.106
"26",26,"=","ALESSIA CARA","Wild Things",3387,"+31",547,"-74",14.43,"+0.029",34,"101",24,3387,814,14.43
