"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",13901,"-16",-81,"+44",91.748,"+0.122",104,"6",1,14127,1893,93.336
"2",2,"=","ADELE Someone Like You",13456,"+39",431,"-82",91.655,"-0.031",75,"4",2,13456,2614,91.686
"3",3,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",13301,"-11",455,"-143",82.044,"+0.350",114,"9",2,13313,1685,82.044
"4",4,"=","FOSTER THE PEOPLE Pumped Up Kicks",11651,"-154",-432,"-196",67.766,"-0.938",99,"5",3,12112,1356,70.246
"5",5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",11057,"+70",403,"-8",67.788,"+0.849",129,"12",5,11057,1097,67.788
"6",6,"=","DAVID GUETTA Without You f/Usher",9435,"+148",1372,"-94",56.206,"+0.699",55,"8",6,9435,1586,56.206
"7",7,"=","LADY GAGA You And I",7824,"+5",180,"-44",43.079,"-0.502",73,"16",7,7824,1553,44.474
"8",8,"=","DEV In The Dark",7682,"+33",432,"-21",50.497,"+0.408",84,"19",8,7682,1224,50.497
"9",9,"+1","LMFAO Sexy And I Know It",7250,"+174",1058,"+6",47.126,"+1.442",55,"2",9,7250,1530,47.126
"10",10,"-1","LMFAO Party Rock Anthem",6999,"-95",-449,"-16",48.554,"-0.715",163,"17",1,14043,1859,94.193
"11",11,"=","BAD MEETS EVIL Lighters f/Bruno Mars",6584,"-103",-1482,"+192",40.005,"-0.324",117,"47",2,11835,1599,78.403
"12",12,"=","RIHANNA We Found Love f/Calvin Harris",6403,"+124",1315,"-126",43.742,"+0.540",26,"1",12,6403,2184,43.742
"13",13,"=","PITBULL Give Me Everything f/Ne-Yo",6052,"-33",-472,"+60",42.293,"-0.477",163,"43",1,14233,1811,95.596
"14",14,"+1","JASON DERULO It Girl",5767,"+23",258,"-40",27.337,"+0.032",64,"13",14,5767,1048,27.337
"15",15,"-1","NICKI MINAJ Super Bass",5743,"-66",-416,"+37",39.303,"-0.641",163,"25",3,12009,1188,73.23
"16",16,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",5155,"-47",-670,"+135",27.206,"-0.284",146,"57",1,14935,2322,96.531
"17",17,"-1","BRITNEY SPEARS I Wanna Go",5127,"-121",-1183,"+103",33.572,"-0.619",129,"68",1,12853,1768,82.422
"18",18,"=","KELLY CLARKSON Mr. Know It All",4887,"+51",213,"+70",24.616,"+0.206",47,"15",18,4887,1093,24.616
