"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PINK","Just Give Me A Re...",15624,"+26",622,"-119",106.079,"+0.449",77,"2",1,15624,1949,106.079
"2",2,"=","RIHANNA","Stay f/Mikky Ekko",14637,"-130",-801,"-83",95.849,"-0.613",101,"8",1,15599,1920,102.136
"3",3,"=","JUSTIN TIMBERLAKE","Mirrors",14043,"+264",2456,"-200",101.115,"+1.613",47,"3",3,14043,3114,101.115
"4",4,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",12558,"+300",2246,"-75",86.105,"+2.028",55,"1",4,12558,2448,86.105
"5",5,"=","PITBULL","Feel This Moment",11474,"-312",-1370,"-256",71.408,"-2.036",122,"25",3,13073,1706,86.979
"6",6,"+1","DEMI LOVATO","Heart Attack",11039,"+131",1096,"+38",66.256,"+0.610",69,"22",6,11039,2482,66.256
"7",7,"-1","BRUNO MARS","When I Was Your M...",10774,"-314",-2313,"-1",67.33,"-2.014",113,"10",1,16011,2737,106.569
"8",8,"=","ICONA POP","I Love It f/Charl...",9978,"+177",1135,"+11",65.859,"+1.750",89,"9",8,9978,1359,65.859
"9",9,"=","KREWELLA","Alive",7986,"+29",143,"-60",53.102,"-0.330",90,"44",9,7991,1026,53.493
"10",10,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",6940,"-265",-1557,"-131",43.577,"-1.346",171,"36/49",1,15012,2020,109.652
"11",11,"=","TAYLOR SWIFT","22",6750,"-29",144,"-12",33.027,"-0.222",66,"24",11,6779,2327,34.164
"12",12,"+1","SELENA GOMEZ","Come & Get It",6490,"+128",1003,"-68",39.319,"+0.847",29,"5",12,6490,2034,39.319
"13",13,"+1","WILL.I.AM F/JUSTI...","#thatpower",6345,"+109",604,"-6",34.336,"-0.040",45,"21",13,6345,1416,34.376
"14",14,"-2","OLLY MURS","Troublemaker f/Fl...",6300,"-252",-1355,"-135",35.39,"-1.293",142,"46",10,7829,1121,42.345
"15",15,"=","FALL OUT BOY","My Songs Know Wha...",6279,"+61",505,"+30",35.073,"+0.315",87,"15",14,6279,1015,35.073
"16",16,"+1","FLORIDA-GEORGIA L...","Cruise",5346,"+207",1340,"+87",29.37,"+0.945",43,"13/37",16,5346,1340,29.37
"17",17,"-1","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",5259,"-166",-1611,"+94",29.349,"-1.110",114,"27",3,12353,6457,74.223
"18",18,"=","ARIANA GRANDE","The Way f/Mac Mil...",5245,"+261",1373,"+213",31.472,"+1.045",38,"16",18,5245,1373,31.472
"19",19,"=","JASON DERULO","The Other Side",4942,"+174",1552,"-151",31.507,"+0.783",19,"32",19,4942,2399,31.507
"20",20,"=","EMELI SANDE","Next To Me",4293,"+15",192,"-40",21.439,"-0.182",81,"20",18,4293,560,21.993
"21",21,"=","AVRIL LAVIGNE","Here's To Never G...",3869,"+32",380,"-20",19.537,"+0.221",27,"34",21,3869,1758,19.537
"22",22,"=","MUSE","Madness",3189,"-27",-118,"-21",13.114,"-0.367",144,"57",22,3327,385,14.204
"23",23,"=","FUN.","Carry On",2927,"-191",-1301,"-78",17.045,"-0.876",120,"52",16,5029,935,27.572
"24",24,"=","ZEDD","Clarity f/Foxes",2744,"+75",366,"+10",21.41,"+0.535",52,"47",24,2744,445,21.41
"25",25,"=","LITTLE MIX","Wings",2686,"+21",147,"+26",9.967,"-0.257",74,"95",24,2686,389,14.241
"26",26,"=","IMAGINE DRAGONS","Radioactive",2373,"+59",528,"-47",12.482,"+0.399",25,"6",26,2373,737,12.482
"27",27,"=","CALVIN HARRIS F/E...","I Need Your Love",2144,"+30",326,"-2",15.088,"+0.410",33,"63",27,2144,482,15.088
"28",28,"+1","DAFT PUNK","Get Lucky",2103,"+109",916,"-3",14.581,"+0.936",16,"17",28,2103,929,14.581
"29",29,"-1","MUMFORD & SONS","I Will Wait",1991,"-123",-679,"-35",11.422,"-0.911",123,"82",14,6076,747,37.093
"30",30,"=","ED SHEERAN","Lego House",1851,"+5",96,"-32",10.6,"+0.128",59,"89",30,1851,305,10.6
"31",31,"=","ANNA KENDRICK","Cups (Pitch Perfe...",1636,"+47",346,"-8",8.521,"+0.272",41,"66",31,1636,389,8.521
"32",32,"=","CHRIS BROWN","Fine China",1443,"+42",457,"-37",6.447,"+0.006",19,"88",32,1443,533,6.447
"33",33,"=","CARLY RAE JEPSEN","Tonight I'm Getti...",1379,"-9",-85,"-5",5.419,"+0.030",66,"50",30,1482,257,5.843
"34",34,"+2","MARIAH CAREY","#Beautiful f/Migu...",1349,"+236",1349,"+236",16.229,"+2.334",2,"4",34,1349,1349,16.229
"35",35,"-1","HOT CHELLE RAE","Hung Up",1212,"+11",105,"-4",4.575,"+0.193",72,"339",34,1212,137,4.575
"36",36,"-1","NIKKI WILLIAMS","Glowing",1109,"-12",46,"-52",7.427,"+0.038",31,"305",35,1125,279,7.427
"37",37,"+1","MKTO","Thank You",976,"+19",60,"+20",2.634,"+0.061",38,"366",37,976,203,2.634
"38",38,"+1","DROP CITY YACHT C...","Crickets f/Jeremi...",918,"+17",176,"-15",3.1,"-0.095",28,"169",38,918,191,3.232
"39",39,"+2","KELLY CLARKSON","People Like Us",907,"+93",495,"+99",3.283,"+0.556",11,"226",39,907,495,3.283
"40",40,"=","DRAKE","Started From The ...",855,"-4",41,"-3",3.458,"-0.110",38,"232",38,859,171,4.075
"41",41,"-4","JUSTIN BIEBER","All Around The Wo...",844,"-191",-1409,"+55",4.818,"-0.736",80,"223",18,5005,1137,26.156
"42",42,"=","KE$HA","Crazy Kids",795,"+65",529,"+33",3.622,"+0.301",6,"164",41,795,529,3.622
"43",43,"=","WALLPAPER","Good 4 It",668,"-1",57,"-4",0.874,"+0.001",21,"--",41,669,113,0.882
"44",44,"=","CAPITAL CITIES","Safe And Sound",645,"-1",139,"-24",2.843,"-0.090",17,"113",42,646,164,2.933
"45",45,"+1","EMBLEM3","Chloe (You're The...",530,"+19",119,"+5",2.979,"+0.038",10,"--",45,530,148,2.979
"46",46,"+1","LUPE FIASCO","Battle Scars f/Gu...",514,"+5",-54,"+35",5.068,"-0.048",42,"108",41,718,187,5.384
"47",47,"-2","JONAS BROTHERS","Pom Poms",501,"-16",88,"-49",0.959,"-0.032",10,"388",45,517,257,1.022
"48",48,"+2","PARAMORE","Still Into You",401,"+17",182,"-4",1.15,"+0.110",3,"251",48,401,186,1.15
"49",49,"-1","AWOLNATION","Sail",394,"-1",36,"-7",0.943,"+0.002",10,"51",47,395,43,0.943
"50",50,"--","JAKE MILLER","A Million Lives",393,"--",58,"--",0.686,"--",3,"399",49,393,106,0.686
