"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","SAM SMITH","Stay With Me",16176,"-187",-935,"-160",101.93,"-1.594",106,"6",1,17277,2202,112.938
"2",2,"+1","CHARLI XCX","Boom Clap",15486,"+164",997,"-120",99.608,"+0.475",73,"11",2,15486,2210,99.608
"3",3,"-1","MAGIC!","Rude",15201,"-343",-1046,"-186",95.026,"-2.302",132,"19",1,17959,2371,118.65
"4",4,"+1","MAROON 5","Maps",12078,"+108",457,"+21",68.399,"+0.239",71,"13",4,12078,4866,68.399
"5",5,"-1","DISCLOSURE","Latch f/Sam Smith",11631,"-468",-3193,"-271",71.311,"-2.525",205,"28",3,15461,1542,91.17
"6",6,"=","NICO & VINZ","Am I Wrong",11593,"-137",-1571,"+187",74.613,"-0.964",147,"44",1,17731,2409,119.274
"7",7,"+1","ARIANA GRANDE","Break Free f/Zedd",9513,"+130",653,"+28",60.505,"+0.811",52,"8",7,9513,2327,60.505
"8",8,"+1","CLEAN BANDIT","Rather Be f/Jess Glynne",9449,"+131",722,"+102",62.29,"+0.776",89,"15",8,9449,1429,62.29
"9",9,"+3","TAYLOR SWIFT","Shake It Off",9445,"+429",8602,"-414",62.277,"+1.229",8,"1",9,9445,9016,62.277
"10",10,"=","MEGHAN TRAINOR","All About That Bass",9395,"+317",2140,"+24",55.116,"+1.686",49,"3",10,9395,2609,55.116
"11",11,"-4","DEMI LOVATO","Really Don't Care f/Cher Lloyd",9357,"-42",-126,"-94",56.399,"+0.055",93,"50",7,9530,1152,57.524
"12",12,"-1","SIA","Chandelier",9125,"+80",962,"-35",59.179,"+1.048",128,"12",10,9125,1217,59.179
"13",13,"+1","IGGY AZALEA","Black Widow f/Rita Ora",8138,"+197",713,"+81",49.635,"+1.701",58,"7",13,8138,1492,49.635
"14",14,"+1","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",8022,"+98",527,"+63",62.916,"+0.539",93,"32",12,8022,1299,62.916
