"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS","When I Was Your M...",15937,"-23",55,"-76",106.213,"-0.356",86,"4",1,16011,2737,106.569
2,"=","RIHANNA","Stay f/Mikky Ekko",14573,"+196",1884,"-36",98.684,"+1.673",74,"6",2,14573,1920,98.684
3,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",12141,"-64",-193,"-45",71.36,"-0.114",87,"12",3,12353,6457,74.223
4,"+1","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",11740,"-92",-1401,"+138",75.695,"-0.761",144,"24/25",1,15012,2020,109.652
5,"-1","MAROON 5","Daylight",11739,"-269",-1678,"-68",72.835,"-1.235",139,"45",1,14639,1641,96.697
6,"=","PITBULL","Feel This Moment",11186,"+180",1188,"+63",78.556,"+1.080",95,"20",6,11186,1516,78.556
7,"=","PINK","Just Give Me A Re...",10334,"+269",1893,"-56",68.234,"+1.896",50,"1",7,10334,1949,68.234
8,"=","CALVIN HARRIS","Sweet Nothing f/F...",9649,"-317",-1493,"-231",62.064,"-1.630",147,"72",4,11639,1126,84.444
9,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",8054,"-90",-619,"-56",51.348,"-0.894",214,"84",1,14704,1905,116.982
10,"+1","DEMI LOVATO","Heart Attack",7870,"+93",590,"-15",48.369,"+1.347",42,"14",10,7870,2482,48.369
11,"-1","TAYLOR SWIFT","I Knew You Were T...",7749,"-276",-1592,"-97",58.885,"-2.902",143,"56",1,16073,2452,126.481
12,"=","OLLY MURS","Troublemaker f/Fl...",7226,"-31",202,"-98",39.959,"-0.135",115,"41",12,7257,1121,40.094
13,"=","KREWELLA","Alive",6773,"+49",198,"+14",45.499,"+0.463",63,"42",13,6773,1026,45.499
14,"+1","TAYLOR SWIFT","22",6091,"+41",412,"-69",30.488,"+0.066",39,"31",14,6091,2327,30.488
15,"-1","WILL.I.AM & BRITN...","Scream And Shout",5990,"-121",-815,"+39",39.702,"-0.825",137,"52",3,13157,2182,99.406
16,"=","MUMFORD & SONS","I Will Wait",5737,"-139",-339,"-141",33.592,"-0.781",96,"53",14,6076,747,37.093
17,"=","ICONA POP","I Love It f/Charl...",5643,"+219",1057,"+153",33.068,"+1.247",62,"13",17,5643,1057,33.068
18,"=","JUSTIN TIMBERLAKE","Mirrors",5263,"+255",2174,"-62",35.801,"+1.508",20,"7",18,5263,2236,35.801
19,"+1","FUN.","Carry On",4964,"-2",105,"-52",27.295,"-0.245",93,"27",19,4966,935,27.572
20,"+1","FALL OUT BOY","My Songs Know Wha...",4896,"+82",333,"+43",24.572,"+0.568",60,"17",20,4896,1015,24.572
21,"+2","MACKLEMORE & RYAN...","Can't Hold Us f/R...",4890,"+286",1934,"+135",37.134,"+1.761",28,"3",21,4890,1934,37.134
22,"=","JUSTIN BIEBER","All Around The Wo...",4874,"+105",572,"+24",25.242,"+0.171",53,"118",21,4874,1137,25.242
23,"-4","OF MONSTERS AND M...","Little Talks",4831,"-162",-295,"-147",28.416,"-1.023",144,"62",17,5184,655,31.534
24,"+1","EMELI SANDE","Next To Me",3120,"+80",459,"+26",18.324,"+0.465",54,"61",24,3120,498,18.324
25,"-1","MUSE","Madness",3107,"+54",295,"+26",12.674,"-0.065",117,"39",23,3107,385,12.907
26,"=","WILL.I.AM F/JUSTI...","#thatpower",2880,"+72",1136,"-125",13.827,"+0.181",18,"59",26,2880,1409,13.827
27,"=","CHER LLOYD","With Ur Love f/Ju...",2128,"-58",-44,"-74",10.062,"-0.435",60,"130",27,2208,571,11.029
28,"+1","LITTLE MIX","Wings",1980,"+35",272,"+8",11.782,"+0.316",47,"100",28,1980,335,11.782
29,"-1","AFROJACK & CHRIS ...","As Your Friend",1879,"-71",-119,"-14",8.755,"-0.378",70,"158",28,2097,437,9.977
30,"=","FLORIDA-GEORGIA L...","Cruise",1599,"+100",585,"+46",8.738,"+0.429",16,"--",30,1599,660,8.738
31,"=","ARIANA GRANDE","The Way f/Mac Mil...",1532,"+107",829,"-10",11.156,"+0.549",11,"32",31,1532,839,11.156
32,"=","ZEDD","Clarity f/Foxes",1472,"+54",236,"+32",10.543,"+0.232",25,"87",30,1472,350,10.543
33,"=","CARLY RAE JEPSEN","Tonight I'm Getti...",1270,"+20",122,"+1",4.328,"+0.105",39,"--",32,1270,257,4.328
34,"=","AVICII VS NICKY R...","I Could Be The On...",1242,"+11",109,"-7",7.31,"+0.076",26,"126",33,1242,478,7.31
35,"=","ED SHEERAN","Lego House",1172,"+13",128,"-6",7.336,"-0.016",32,"116",35,1172,254,7.352
36,"=","ONEREPUBLIC","If I Lose Myself",1044,"-19",-43,"-24",3.258,"+0.025",65,"106",34,1094,318,3.479
37,"=","KE$HA","C'mon",969,"-10",-267,"+127",5.605,"-0.084",116,"163",9,8228,1547,54.334
38,"=","HOT CHELLE RAE","Hung Up",872,"+18",131,"+4",2.764,"+0.064",45,"--",38,872,137,2.764
39,"+3","CALVIN HARRIS F/E...","I Need Your Love",796,"+40",427,"-11",4.476,"+0.311",6,"241",39,796,438,4.476
40,"-1","RIHANNA","Pour It Up",772,"-4",-23,"-10",4.446,"-0.079",28,"67",39,801,193,4.584
41,"=","ANNA KENDRICK","Cups (Pitch Perfe...",770,"+10",96,"-20",3.799,"+0.077",14,"212",41,770,198,3.799
42,"+5","SELENA GOMEZ","Come & Get It",747,"+238",747,"+238",6.5,"+1.882",2,"18",42,747,747,6.5
43,"-3","BENNY BENASSI","Cinema f/Gary Go",739,"-26",-105,"-21",3.106,"-0.075",60,"270",38,849,164,4.68
44,"-1","STEFANO","Yes To Love",600,"-12",-64,"-1",0.986,"-0.022",50,"--",42,675,142,1.103
45,"=","MKTO","Thank You",567,"+21",76,"+16",1.389,"+0.056",11,"--",45,567,87,1.389
46,"+2","NIKKI WILLIAMS","Glowing",552,"+44",248,"+27",3.843,"+0.214",4,"--",46,552,248,3.843
47,"-1","DRAKE","Started From The ...",550,"+26",41,"+19",2.545,"+0.216",11,"199",46,550,47,2.545
48,"-4","LUPE FIASCO","Battle Scars f/Gu...",547,"-27",101,"-61",3.572,"-0.049",15,"80",44,574,162,3.621
49,"=","MIGUEL","Adorn",446,"-9",-141,"+13",3.018,"+0.177",151,"294",33,1329,248,9.94
50,"--","DROP CITY YACHT C...","Crickets f/Jeremi...",429,"--",66,"--",1.922,"--",3,"225",50,429,110,1.922
