"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","Payphone f/Wiz Khali...",14171,"-20",-50,"+35",106.876,"+0.036",84,"8",1,14353,3415,107.07
"2",2,"=","CARLY RAE JEPSEN","Call Me Maybe",13790,"+39",-123,"+152",105.966,"+0.427",120,"2",1,14563,1711,111.23
"3",3,"=","RIHANNA","Where Have You Been",12309,"+9",811,"-226",95.319,"+0.025",85,"10",3,12309,1884,95.383
"4",4,"+1","ELLIE GOULDING","Lights",10782,"+153",1043,"-32",77.867,"+0.520",150,"5",4,10782,1482,77.867
"5",5,"-1","GOTYE","Somebody That I Used...",10743,"-57",-823,"+245",80.527,"-0.577",130,"6",1,14242,2018,106.819
"6",6,"=","KATY PERRY","Wide Awake",10608,"+95",1241,"-106",75.309,"+1.734",48,"1",6,10608,2824,75.309
"7",7,"=","USHER","Scream",9166,"+32",348,"-113",63.152,"-0.246",74,"9",7,9166,2323,63.398
"8",8,"=","ONE DIRECTION","What Makes You Beaut...",7767,"-106",-767,"+257",53.533,"-0.563",131,"19",3,11838,1579,80.433
"9",9,"=","NICKI MINAJ","Starships",7566,"-38",-545,"+117",64.894,"+0.089",146,"32/57",3,12071,1834,87.938
"10",10,"=","DAVID GUETTA","Titanium f/Sia",7554,"+71",777,"+41",57.58,"+0.316",92,"4",10,7554,987,57.58
"11",11,"=","FUN.","We Are Young f/Janel...",6992,"-51",-564,"+59",48.538,"-0.066",138,"21",1,14439,2738,110.772
"12",12,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",6373,"+103",769,"+62",41.314,"+0.591",72,"29",12,6373,1254,41.314
"13",13,"=","DEMI LOVATO","Give Your Heart A Br...",6336,"+92",1164,"-86",43.359,"+0.533",131,"15",13,6336,1250,43.359
"14",14,"+1","GYM CLASS HEROES","Fighter f/Ryan Tedde...",5829,"+3",-4,"-35",34.406,"-0.227",70,"17",13,5862,1441,35.394
"15",15,"+1","ONE DIRECTION","One Thing",5209,"+62",288,"-32",29.287,"+0.164",64,"30",15,5209,975,29.287
"16",16,"+1","PITBULL","Back In Time",4869,"-188",-928,"-84",31.531,"-1.293",102,"20",14,6235,925,42.751
"17",17,"+1","HAVANA BROWN","We Run The Night f/P...",4644,"+59",453,"+12",34.118,"+0.047",148,"41",17,4644,544,34.118
"18",18,"+1","CHER LLOYD","Want U Back",4613,"+46",648,"-52",30.331,"+0.076",58,"11",18,4613,1103,30.331
"19",19,"+1","JUSTIN BIEBER","Boyfriend",4389,"-155",-1359,"+37",23.138,"-0.741",105,"26",9,7937,4726,51.515
"20",20,"+1","KARMIN","Broken Hearted",4084,"-117",-970,"+65",29.29,"-0.203",141,"35",10,7320,936,47.276
"21",21,"+1","RITA ORA","How We Do (Party)",3401,"+27",114,"+14",16.252,"+0.078",74,"73",21,3401,620,16.512
"22",22,"+2","OWL CITY & CARLY RAE...","Good Time",3200,"+140",1350,"-142",22.43,"+0.444",13,"7",22,3200,1961,22.43
