"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","CHARLI XCX","Boom Clap",16630,"-3",342,"-102",106.816,"+0.857",90,"16",1,16743,2210,106.816
2,"=","MEGHAN TRAINOR","All About That Bass",15136,"+331",2713,"-104",90.517,"+2.666",66,"1",2,15136,3030,90.517
3,"=","MAROON 5","Maps",14278,"+84",1027,"-112",78.022,"+0.661",88,"7",2,14278,4866,78.022
4,"=","TAYLOR SWIFT","Shake It Off",12545,"+236",1663,"-43",81.95,"+1.341",25,"2",4,12545,9016,81.95
5,"=","ARIANA GRANDE","Break Free f/Zedd",12461,"+191",1364,"+5",78.893,"+1.072",69,"10",5,12461,2327,78.893
6,"=","SAM SMITH","Stay With Me",11811,"-308",-2048,"-46",72.346,"-1.628",123,"13",1,17277,2202,112.938
7,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",11566,"-17",673,"-270",69.536,"-0.552",106,"9",7,11591,1590,71.22
8,"=","IGGY AZALEA","Black Widow f/Rita Ora",11232,"+122",1467,"-134",75.017,"+0.892",75,"6",8,11232,1601,75.017
9,"=","MAGIC!","Rude",9513,"-265",-1993,"+138",59.768,"-2.324",149,"24",1,17959,2371,118.65
10,"=","SIA","Chandelier",9324,"-26",-15,"-59",60.245,"-1.104",145,"11",10,9423,1217,63.413
11,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",8966,"+39",395,"-42",65.866,"-0.413",110,"23",11,8966,1299,66.786
12,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",8850,"+125",741,"+102",55.809,"+2.161",45,"3",12,8850,4716,55.809
13,"=","NICO & VINZ","Am I Wrong",8258,"-225",-1636,"-18",55.153,"-0.964",164,"52",1,17731,2409,119.274
14,"=","JEREMIH","Don't Tell 'Em f/YG",7159,"+162",1390,"-46",47.829,"+0.617",54,"15",14,7159,1458,47.829
15,"=","ECHOSMITH","Cool Kids",5988,"+135",695,"+56",31.806,"+0.717",96,"12",15,5988,978,31.806
16,"=","TOVE LO","Habits (Stay High)",5791,"+71",746,"-88",32.768,"+0.750",81,"19",16,5791,1161,32.768
17,"=","KATY PERRY","This Is How We Do",5721,"+7",621,"-84",29.091,"-0.110",37,"26",17,5721,1638,29.201
18,"=","ED SHEERAN","Don't",5495,"+67",758,"-60",29.038,"+0.507",61,"18",18,5495,947,29.038
19,"+1","KIESZA","Hideaway",5199,"+23",126,"-11",27.689,"-0.444",75,"44",17,5280,788,31.241
20,"+1","ARIANA GRANDE","Problem f/Iggy Azalea",5040,"-81",-906,"+163",33.321,"-0.618",135,"34",1,17403,2576,116.283
21,"-2","DEMI LOVATO","Really Don't Care f/Cher Lloyd",4895,"-357",-2280,"+0",33.347,"-2.513",110,"60",7,9530,1152,57.524
22,"=","5 SECONDS OF SUMMER","Amnesia",4844,"+21",151,"-15",21.734,"-0.011",58,"27",18,4898,912,21.852
23,"=","COLDPLAY","A Sky Full Of Stars",4350,"+28",457,"-84",29.432,"-0.354",75,"29",23,4350,918,29.786
24,"=","INGRID MICHAELSON","Girls Chase Boys",3498,"+14",180,"+7",14.672,"+0.010",96,"61",24,3542,499,14.906
25,"=","TINASHE","2 On f/Schoolboy Q",3107,"+33",323,"+13",17.154,"+0.593",95,"81",25,3107,403,17.154
26,"=","PITBULL","Fireball f/John Ryan",2905,"+29",425,"+3",15.713,"+0.193",40,"20",26,2905,739,15.713
27,"=","NICKI MINAJ","Anaconda",2648,"+30",308,"-42",12.076,"+0.491",38,"5/65",27,2648,974,12.076
28,"=","MR PROBZ","Waves",2258,"+160",847,"+73",15.014,"+0.946",61,"47",28,2258,847,15.014
29,"=","JASON DERULO","Trumpets",2173,"+83",737,"-8",9.621,"+0.335",18,"25",28,2173,746,9.621
30,"=","ONEREPUBLIC","Love Runs Out",1646,"-58",-667,"+114",9.799,"-0.335",133,"51",9,8849,1336,45.354
31,"=","THE 1975","Girls",1638,"+40",131,"+6",4.523,"+0.097",53,"93",31,1638,385,4.601
32,"=","JAKE MILLER","First Flight Home",1353,"+11",122,"-8",3.775,"+0.050",46,"--",32,1353,212,3.775
33,"=","STEVE AOKI, C. LAKE & TUJAMO","Delirious (Boneless) f/Kid Ink",1286,"-22",-41,"-42",7.261,"-0.114",61,"78",33,1359,337,7.57
34,"=","MKTO","American Dream",1139,"+33",134,"+13",4.469,"+0.120",30,"--",34,1139,259,4.469
35,"+1","KIM CESARION","Undressed",1086,"+2",121,"-25",4.333,"+0.006",32,"148",35,1088,217,4.333
36,"+1","LIL JON","Bend Ova f/Tyga",1036,"+10",242,"-24",4.192,"-0.011",27,"147",36,1036,306,4.203
37,"+1","RIXTON","Wait On Me",979,"+1",103,"-30",3.103,"+0.019",21,"--",37,979,352,3.103
38,"+1","CHILDISH GAMBINO","V. 3005",921,"-5",136,"-39",5.072,"-0.285",36,"--",38,926,190,5.803
39,"+1","BEBE REXHA","Can't Stop Drinking About You",916,"+0",161,"-33",3.033,"-0.068",21,"--",39,916,292,3.101
40,"-5","RITA ORA","I Will Never Let You Down",916,"-175",-1289,"-17",4.604,"-0.463",110,"162",20,3585,643,15.988
