"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS","When I Was Your M...",15994,63,529,-26,105.765,0.468,82,"1",1,15994,2737,105.765
"2",2,"=","RIHANNA","Stay f/Mikky Ekko",13543,270,1860,85,91.426,1.924,70,"6",2,13543,1860,91.426
"3",3,"=","MAROON 5","Daylight",12941,-134,-935,120,77.553,-0.847,135,"25",1,14639,1641,96.697
"4",4,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",12413,-277,-1590,-272,79.965,-1.488,140,"13/16",1,15012,2020,109.652
"5",5,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",12308,4,58,-91,72.976,-0.066,83,"7",4,12353,6457,74.223
"6",6,"=","CALVIN HARRIS","Sweet Nothing f/F...",10791,-82,-590,-8,69.456,-1.525,143,"47",4,11639,1126,84.444
"7",7,"=","PITBULL","Feel This Moment",10380,101,847,-21,73.721,1.586,91,"11",7,10380,1516,73.721
"8",8,"=","PINK","Just Give Me A Re...",9187,189,1865,-67,60.203,1.833,46,"2",8,9187,1948,60.203
"9",9,"=","TAYLOR SWIFT","I Knew You Were T...",8670,-239,-1156,-172,68.416,-2.39,139,"34",1,16073,2452,126.481
"10",10,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",8422,-129,-625,34,54.404,-0.505,210,"59",1,14704,1905,116.982
"11",11,"+1","DEMI LOVATO","Heart Attack",7573,132,763,2,45.416,0.742,38,"12",11,7573,2482,45.416
"12",12,"-1","IMAGINE DRAGONS","It's Time",7487,-184,-647,-190,44.553,-1.174,196,"40",10,8287,983,50.249
"13",13,"=","OLLY MURS","Troublemaker f/Fl...",7138,13,265,-90,39.614,-0.193,111,"21",12,7138,1121,39.807
"14",14,"=","KREWELLA","Alive",6641,46,194,10,42.509,0.962,59,"43",14,6641,1026,42.509
"15",15,"=","WILL.I.AM & BRITN...","Scream And Shout",6350,-158,-1390,-12,42.576,-1.115,133,"29",3,13157,2182,99.406
"16",16,"=","MUMFORD & SONS","I Will Wait",6001,-18,-42,-18,35.569,-0.303,92,"36",14,6076,747,37.093
"17",17,"=","TAYLOR SWIFT","22",5893,71,647,-2,30.278,0.145,35,"19",17,5893,2327,30.278
"18",18,"=","OF MONSTERS AND M...","Little Talks",5033,-26,-82,-66,30.301,-0.137,140,"42",17,5184,655,31.534
"19",19,"+1","ICONA POP","I Love It f/Charl...",4970,183,691,145,30.058,0.648,58,"9",19,4970,818,30.058
"20",20,"-1","FUN.","Carry On",4893,-11,261,-125,26.66,-0.227,89,"17",19,4921,935,26.887
"21",21,"=","FALL OUT BOY","My Songs Know Wha...",4754,67,467,-23,23.343,0.714,56,"15",20,4754,1015,23.343
"22",22,"=","JUSTIN BIEBER","All Around The Wo...",4574,10,918,-195,24.446,0.08,49,"97",22,4574,1137,24.446
"23",23,"=","JUSTIN TIMBERLAKE","Mirrors",4019,279,2124,16,28.261,1.945,16,"10",23,4019,2124,28.261
"24",24,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",3767,308,1414,203,28.87,2.205,24,"3",23,3767,1414,28.87
"25",25,"=","MUSE","Madness",2920,24,141,-23,12.722,-0.033,113,"26",23,2920,385,12.907
"26",26,"=","EMELI SANDE","Next To Me",2856,74,498,19,17.31,0.55,50,"49",25,2856,498,17.31
"27",27,"+1","WILL.I.AM F/JUSTI...","#thatpower",2347,257,1271,108,11.779,1.259,14,"46",27,2347,1271,11.779
"28",28,"-1","CHER LLOYD","With Ur Love f/Ju...",2208,39,108,21,10.897,0.162,56,"111",27,2208,571,11.029
"29",29,"=","AFROJACK & CHRIS ...","As Your Friend",1953,-62,-68,-120,9.179,-0.263,66,"163",28,2097,437,9.977
"30",30,"=","LITTLE MIX","Wings",1821,45,222,-41,10.276,0.227,43,"90",29,1821,335,10.276
"31",31,"=","ZEDD","Clarity f/Foxes",1312,-3,179,-56,9.949,0.078,21,"74",31,1315,350,9.949
"32",32,"=","FLORIDA-GEORGIA L...","Cruise",1273,95,482,42,7.04,0.504,12,"--",32,1273,660,7.04
"33",33,"=","CARLY RAE JEPSEN","Tonight I'm Getti...",1260,88,153,76,4.217,0.421,35,"--",32,1260,257,4.217
"34",34,"=","AVICII VS NICKY R...","I Could Be The On...",1177,38,129,-3,7.174,0.171,22,"131",34,1177,478,7.174
"35",35,"+1","ED SHEERAN","Lego House",1120,25,156,11,7.059,0.168,28,"109",35,1120,254,7.059
"36",36,"-1","KE$HA","C'mon",1072,-40,-621,76,5.988,-0.14,112,"116",9,8228,1547,54.334
"37",37,"=","ONEREPUBLIC","If I Lose Myself",1065,-16,-24,-76,3.241,-0.134,61,"80",34,1094,318,3.479
"38",38,"=","ARIANA GRANDE","The Way f/Mac Mil...",1055,118,673,15,7.6,1.016,7,"23",38,1055,673,7.6
"39",39,"=","BENNY BENASSI","Cinema f/Gary Go",818,-8,-26,-23,3.412,0.072,56,"273",38,849,164,4.68
"40",40,"+2","HOT CHELLE RAE","Hung Up",806,14,121,15,2.573,0.015,41,"--",40,806,137,2.573
"41",41,"-1","RIHANNA","Pour It Up",783,-16,8,-32,4.526,0.001,24,"48",40,801,193,4.526
"42",42,"-1","ALICIA KEYS","Girl On Fire",773,-26,-294,31,7.851,0.094,166,"68",9,7658,1171,50.899
"43",43,"=","ANNA KENDRICK","Cups (Pitch Perfe...",738,27,180,11,3.558,0.167,10,"255",43,738,198,3.558
"44",44,"=","STEFANO","Yes To Love",663,-12,18,-27,1.103,0.01,46,"--",42,675,142,1.103
"45",45,"+5","CALVIN HARRIS F/E...","I Need Your Love",581,105,373,72,3.213,0.57,2,"320",45,581,373,3.213
"46",46,"-1","NE-YO","Forever Now",535,-22,-391,118,2.171,-0.04,72,"--",32,1428,269,11.68
"47",47,"=","MKTO","Thank You",526,11,66,-3,1.331,-0.014,7,"--",47,526,87,1.345
"48",48,"+1","LUPE FIASCO","Battle Scars f/Gu...",522,19,61,29,3.427,0.07,11,"65",48,529,75,3.427
"49",49,"-1","DRAKE","Started From The ...",514,8,18,7,2.217,-0.02,7,"164",46,514,47,2.261
"50",50,"-4","MIGUEL","Adorn",511,-19,-141,13,3.149,-0.128,147,"305",33,1329,248,9.94
