"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",18204,"-6",-39,"-46",121.015,"+0.004",93,3,1,18337,3126,121.149
"2",2,"=","ED SHEERAN","Thinking Out Loud",16348,"+75",1797,"-400",102.575,"+0.140",66,2,2,16348,3319,102.575
"3",3,"=","HOZIER","Take Me To Church",14653,"-30",395,"-162",91.048,"-0.101",121,4,2,14683,2004,91.149
"4",4,"=","MEGHAN TRAINOR","Lips Are Movin",13391,"+92",224,"+3",74.746,"-0.143",114,16,4,13391,1988,75.882
"5",5,"=","TAYLOR SWIFT","Blank Space",12722,"-85",-630,"+43",90.446,"-0.668",106,11,1,18014,3248,118.647
"6",6,"=","SAM SMITH","I'm Not The Only One",10257,"-348",-2088,"-125",57.615,"-1.478",139,9,4,14636,2111,89.299
"7",7,"=","NICK JONAS","Jealous",9584,"-267",-2301,"+167",65.966,"-2.433",153,48,1,16139,1846,98.442
"8",8,"=","PITBULL","Time Of Our Lives f/Ne-Yo",9464,"+177",1339,"-98",60.306,"+0.860",75,19,8,9464,1573,60.306
"9",9,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",8874,"+68",879,"-133",59.074,"+0.300",101,44,9,8874,1413,59.074
"10",10,"=","TAYLOR SWIFT","Style",8750,"+265",1799,"+24",62.776,"+2.168",37,7,10,8750,1993,62.776
"11",11,"=","MAROON 5","Sugar",8002,"+232",1640,"+5",51.34,"+1.358",31,6,11,8002,2223,51.34
"12",12,"=","ELLA HENDERSON","Ghost",7580,"+26",493,"-82",40.289,"+0.206",153,28,11,7580,1207,40.289
"13",13,"=","FALL OUT BOY","Centuries",7327,"+7",469,"-59",37.612,"+0.091",147,20,12,7327,756,38.114
"14",14,"+1","ARIANA GRANDE & THE WEEKND","Love Me Harder",6439,"-140",-2296,"+485",41.352,"-1.166",127,56,3,15619,1751,93.102
