"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","PITBULL","Timber f/Ke$ha",16004,"-62",-719,"+58",109.058,"-0.498",108,"11",1,16901,2001,117.778
"2",2,"=","ONEREPUBLIC","Counting Stars",15449,"-150",-530,"-154",109.277,"-0.523",110,"16",1,16524,2609,113.696
"3",3,"+1","ELLIE GOULDING","Burn",13471,"+152",930,"+62",90.723,"+0.245",116,"27",3,13471,1574,90.723
"4",4,"-1","EMINEM","The Monster f/Rihanna",13188,"-391",-2106,"-204",92.382,"-2.208",93,"24/97",1,16414,2904,117.022
"5",5,"=","KATY PERRY","Dark Horse",13029,"+329",1924,"+95",93.224,"+2.625",69,"1",5,13029,2297,93.224
"6",6,"=","ONE DIRECTION","Story Of My Life",11115,"+153",747,"+56",76.24,"+0.142",92,"19",6,11115,1292,76.24
"7",7,"=","PASSENGER","Let Her Go",9615,"-65",41,"-86",57.612,"-0.507",123,"4",7,9680,1223,59.781
"8",8,"+1","LORDE","Team",9260,"+106",646,"+12",64.929,"+1.318",68,"12",8,9260,1348,64.929
"9",9,"-1","ZEDD","Stay The Night f/H. Williams",9236,"-296",-817,"-270",59.391,"-1.196",123,"68",5,10105,1238,64.483
"10",10,"+1","A GREAT BIG WORLD","Say Something w/C. Aguilera",8982,"+102",629,"+13",58.486,"+0.191",69,"8/80",10,8982,1506,58.486
"11",11,"-1","LADY GAGA","Do What U Want f/R. Kelly",8573,"-365",-1261,"-289",43.354,"-2.959",93,"60",7,9983,1408,60.79
"12",12,"=","BASTILLE","Pompeii",7286,"+154",703,"+98",48.252,"+1.311",83,"7",12,7286,1030,48.252
"13",13,"=","IMAGINE DRAGONS","Demons",6472,"-292",-1813,"-24",43.194,"-1.630",151,"23",1,14595,1982,96.313
"14",14,"+1","BRUNO MARS","Young Girls",5778,"+67",663,"-36",32.853,"+0.520",48,"66",14,5778,938,32.853
"15",15,"+1","JOHN NEWMAN","Love Me Again",5734,"+87",405,"+16",32.551,"+0.707",118,"41",15,5734,697,32.551
"16",16,"-2","MACKLEMORE & RYAN LEWIS","White Walls f/ScHoolboy Q",5703,"-223",-1270,"-117",29.143,"-1.274",138,"33",12,7258,764,39.457
"17",17,"+1","JASON DERULO","Talk Dirty f/2 Chainz",5327,"+365",1806,"+209",39.736,"+2.157",32,"3",17,5327,1806,39.736
"18",18,"-1","BEYONCE","XO",5003,"-46",1,"-95",26.705,"-0.393",41,"51",16,5121,1464,29.475
"19",19,"=","MILEY CYRUS","Adore You",4957,"+88",691,"+3",24.352,"+0.361",35,"18",18,4957,1542,24.352
"20",20,"=","ZENDAYA","Replay",3790,"+54",105,"-26",13.148,"+0.230",105,"48",20,3790,472,13.148
"21",21,"=","DEMI LOVATO","Neon Lights",3734,"+40",385,"-75",20.638,"+0.084",63,"71",21,3734,671,20.86
"22",22,"=","CASH CASH","Take Me Home f/Bebe Rexha",3556,"+136",436,"+64",23.418,"+0.654",74,"99",22,3556,836,23.418
"23",23,"=","MILEY CYRUS","Wrecking Ball",3299,"-51",-425,"+72",17.753,"-0.730",141,"54",1,15459,2954,107.57
"24",24,"=","SARA BAREILLES","Brave",3234,"+38",205,"+58",17.747,"+0.319",151,"17",21,3234,380,19.453
"25",25,"=","CALVIN HARRIS","Thinking About You",3082,"+26",133,"-12",20.323,"-0.153",90,"170",23,3082,605,20.476
"26",26,"=","AVICII","Hey Brother",2717,"+92",532,"+57",15.476,"+0.493",56,"28",26,2717,532,15.476
"27",27,"+2","PHARRELL WILLIAMS","Happy",2577,"+301",1522,"+150",23.424,"+2.358",12,"2",27,2577,1522,23.424
"28",28,"-1","SHAKIRA F/RIHANNA","Can't Remember To Forget You",2551,"+72",981,"-130",15.879,"+0.060",17,"77",27,2551,1848,20.193
"29",29,"-1","THE 1975","Chocolate",2391,"+31",114,"+10",10.799,"+0.113",67,"118",26,2391,389,10.799
"30",30,"=","AMERICAN AUTHORS","Best Day Of My Life",2032,"+47",331,"+41",10.2,"+0.288",52,"26",29,2032,394,10.2
"31",31,"=","ALOE BLACC","The Man",1775,"+190",1313,"+58",10.602,"+1.159",8,"13",31,1775,1313,10.602
"32",32,"=","MARTIN GARRIX","Animals",1438,"+0",149,"-39",12.166,"+0.181",60,"56",31,1438,402,12.166
"33",33,"=","CHRIS WALLACE","Keep Me Crazy",1370,"-1",79,"-19",3.148,"+0.022",148,"--",31,1371,138,3.148
"34",34,"=","MKTO","Classic",1273,"+41",179,"+20",3.395,"+0.072",60,"116",33,1273,179,3.395
"35",35,"=","KID INK","Show Me f/Chris Brown",1264,"+61",347,"+24",8.236,"+0.718",25,"36",35,1264,347,8.236
"36",36,"=","NONONO","Pumpin Blood",1122,"+14",197,"-13",4.221,"+0.067",51,"--",36,1122,237,4.221
"37",37,"=","NAUGHTY BOY","La La La f/Sam Smith",1029,"+37",202,"-15",3.511,"+0.199",18,"--",37,1029,389,3.511
"38",38,"=","FLO RIDA","How I Feel",782,"-75",-1295,"+127",3.556,"-0.330",83,"146",23,2794,547,12.521
"39",39,"+1","DJ SNAKE & LIL JON","Turn Down For What",735,"+14",132,"-22",3.019,"+0.069",11,"21",39,735,353,3.019
"40",40,"+1","CAMRYN","LoveSick",697,"+9",95,"+5",0.815,"-0.001",37,"--",40,697,125,0.944
