"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MAGIC!","Rude",17224,"-52",-538,"+39",110.216,"-1.060",117,"3",1,17959,2371,118.65
"2",2,"=","SAM SMITH","Stay With Me",17155,"+90",768,"-113",111.644,"+1.170",91,"5",2,17155,2202,111.644
"3",3,"=","NICO & VINZ","Am I Wrong",15944,"-125",-739,"-84",101.554,"-1.232",132,"17",1,17731,2409,119.274
"4",4,"=","DISCLOSURE","Latch f/Sam Smith",15420,"-41",501,"-170",90.512,"-0.066",190,"23",4,15461,1542,91.17
"5",5,"=","CHARLI XCX","Boom Clap",12058,"+237",1591,"+86",78.632,"+1.750",58,"8",5,12058,1942,78.632
"6",6,"+1","MAROON 5","Maps",11042,"+37",603,"-25",62.402,"+0.492",56,"9",6,11042,4866,62.402
"7",7,"-1","ARIANA GRANDE","Problem f/Iggy Azalea",10953,"-175",-1874,"+92",70.022,"-1.240",103,"15",1,17403,2576,116.283
"8",8,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",9219,"+72",343,"+26",53.563,"+0.515",78,"40",8,9219,1152,53.563
"9",9,"=","ONEREPUBLIC","Love Runs Out",8657,"-33",-152,"-37",43.711,"-0.524",101,"24",9,8849,1336,45.354
"10",10,"+1","ARIANA GRANDE","Break Free f/Zedd",8173,"+73",728,"-72",51.008,"+0.307",37,"12",10,8173,2327,51.008
"11",11,"+1","CLEAN BANDIT","Rather Be f/Jess Glynne",8038,"+13",1100,"-225",53.645,"+0.710",74,"7",11,8038,1429,53.645
"12",12,"-2","IGGY AZALEA","Fancy f/Charlie XCX",7894,"-214",-1325,"-98",52.517,"-1.594",143,"18/45",1,17156,2440,116.166
"13",13,"+1","SIA","Chandelier",7432,"+104",550,"-3",45.507,"+0.511",113,"6",13,7432,1217,45.507
"14",14,"-1","CALVIN HARRIS","Summer",7404,"-121",-1735,"+124",47.149,"-1.046",143,"42",3,14953,1917,95.785
"15",15,"=","IGGY AZALEA","Black Widow f/Rita Ora",6866,"+149",1085,"+21",39.26,"+0.574",43,"11",15,6866,1492,39.26
"16",16,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",6553,"+121",910,"-33",54.5,"+0.382",78,"27",16,6553,1299,54.5
"17",17,"=","PHARRELL WILLIAMS","Come Get It Bae",5975,"-208",-865,"-184",24.341,"-1.060",80,"58",12,6864,993,29
"18",18,"=","BECKY G","Shower",5432,"+21",257,"+3",23.571,"+0.413",87,"13",16,5432,853,23.571
"19",19,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",5149,"+168",1050,"-444",33.705,"+0.763",13,"2",19,5149,4716,37.498
"20",20,"=","MEGHAN TRAINOR","All About That Bass",4462,"+193",1536,"+22",24.836,"+1.144",34,"1",20,4462,1549,24.836
"21",21,"=","RITA ORA","I Will Never Let You Down",3421,"+27",255,"+19",15.429,"+0.106",78,"81",21,3421,643,15.429
"22",22,"=","KIESZA","Hideaway",3375,"+59",177,"+41",22.934,"+0.440",43,"49",20,3375,714,23.338
"23",23,"+2","ECHOSMITH","Cool Kids",2933,"+143",724,"+99",15.517,"+0.848",64,"26",23,2933,724,15.517
"24",24,"-1","5 SECONDS OF SUMMER","Amnesia",2880,"+41",535,"-110",13.285,"+0.099",26,"34",23,2880,912,13.285
"25",25,"-1","ED SHEERAN","Don't",2877,"+40",397,"-96",13.636,"+0.557",29,"46",23,2877,795,13.636
"26",26,"=","FLORIDA-GEORGIA LINE","This Is How We Roll f/J.Derulo",2562,"+28",213,"-44",12.382,"+0.200",25,"52",26,2562,1589,12.382
"27",27,"=","INGRID MICHAELSON","Girls Chase Boys",2533,"+136",499,"+118",11.123,"+0.895",64,"44",27,2533,499,11.123
"28",28,"=","TINASHE","2 On f/Schoolboy Q",2242,"+57",141,"-39",11.978,"+0.286",63,"56",28,2242,403,11.978
"29",29,"=","MADDEN BROTHERS","We Are Done",2018,"-25",70,"-60",5.771,"-0.111",59,"--",29,2089,424,6.103
"30",30,"+1","JEREMIH","Don't Tell 'Em f/YG",1955,"+157",787,"+96",16.56,"+1.233",22,"29",30,1955,787,16.56
"31",31,"+1","COLDPLAY","A Sky Full Of Stars",1840,"+56",316,"+56",10.976,"+0.915",43,"36",31,1840,318,10.976
"32",32,"-2","TIESTO","Wasted",1811,"-190",-1338,"-43",7.779,"-0.777",90,"77",19,3825,775,19.749
"33",33,"=","TOVE LO","Habits (Stay High)",1637,"+0",212,"-37",7.76,"+0.094",49,"99",33,1637,249,7.76
"34",34,"=","KONGOS","Come With Me Now",1258,"-166",-1449,"+18",5.705,"-0.629",115,"21",14,5298,652,21.39
"35",35,"=","JASON DERULO","Wiggle f/Snoop Dogg",1151,"-85",-614,"+65",4.845,"-0.721",94,"41",10,7555,1666,36.719
"36",36,"+1","STEVE AOKI, C. LAKE & TUJAMO","Delirious (Boneless) f/Kid Ink",1122,"+2",108,"+13",7.182,"-0.021",29,"76",36,1122,337,7.203
"37",37,"-1","ED SHEERAN","Sing",1122,"-72",-196,"-123",5.3,"-0.715",125,"89",6,10622,2778,57.807
