"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PITBULL Give Me Everything f/Ne-Yo",13548,"+43",293,"-68",93.025,"-0.024",51,1,13548,1811,93.049
"2",2,"=","ADELE Rolling In The Deep",13204,"-105",-625,"-20",90.081,"-0.706",51,1,14295,2273,96.15
"3",3,"=","LADY GAGA The Edge Of Glory",11020,"+69",720,"-85",63.22,"+0.654",51,3,11020,2193,63.22
"4",4,"=","LMFAO Party Rock Anthem",10380,"+234",1545,"-32",69.888,"+1.239",51,4,10380,1859,69.888
"5",5,"=","KATY PERRY E.T.",9113,"-263",-917,"-146",67.996,"-1.956",51,1,14624,0,96.745
"6",6,"=","BLACK EYED PEAS Just Can't Get Enough",8696,"-265",-1221,"-165",61.408,"-1.086",51,2,13366,715,84.474
"7",7,"+1","LUPE FIASCO The Show Goes On",8657,"+66",341,"+13",53.259,"-0.139",51,7,8657,1043,53.459
"8",8,"-1","BRUNO MARS Lazy Song",8500,"-226",-2023,"+46",40.955,"-1.078",51,3,11422,1054,61.587
"9",9,"=","KATY PERRY Last Friday Night (T.G.I.F.)",8253,"+345",2080,"+108",53.335,"+2.298",34,9,8253,2124,53.335
"10",10,"=","JASON DERULO Don't Wanna Go Home",6846,"+22",254,"-61",36.518,"+0.327",49,10,6846,1463,37.039
"11",11,"+1","NICKI MINAJ Super Bass",6485,"+170",1018,"+40",39.307,"+1.121",51,11,6485,1188,39.307
"12",12,"+1","HOT CHELLE RAE Tonight Tonight",6315,"+51",542,"-74",32.102,"+0.330",51,12,6315,838,32.102
"13",13,"-2","BRITNEY SPEARS Till The World Ends",6304,"-174",-1408,"+29",41.752,"-0.763",51,3,11896,966,75.819
"14",14,"=","ONEREPUBLIC Good Life",6247,"+128",809,"+48",35.475,"+1.186",51,14,6247,809,35.475
"15",15,"=","JENNIFER LOPEZ F/PITBULL On The Floor",4953,"-104",-1456,"+153",35.49,"-0.633",51,5,10169,668,65.118
"16",16,"=","WIZ KHALIFA Roll Up",4289,"-167",-599,"-132",19.718,"-0.859",51,14,5043,725,26.478
