"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"17",17,"=","SELENA GOMEZ & THE SCENE Who Says",4006,"-172",-456,"-142",19.393,"-1.619",51,17,4559,707,27.282
"18",18,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3835,"-13",38,"-23",20.682,"-0.391",49,18,3879,864,21.943
"19",19,"=","NICOLE SCHERZINGER Right There",3748,"+84",639,"-32",19.27,"+0.216",35,19,3748,720,19.27
"20",20,"+1","BRITNEY SPEARS I Wanna Go",3529,"+222",1763,"-5",25.504,"+1.719",17,20,3529,1768,25.504
"21",21,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",3518,"-119",-468,"-117",21.127,"-0.453",51,18,4031,605,23.761
"22",22,"+2","RIHANNA California King Bed",3302,"+81",328,"+74",14.617,"+0.105",46,22,3302,616,14.846
"23",23,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3265,"+94",465,"+45",15.84,"+0.390",51,23,3265,525,15.84
"24",24,"-2","TAYLOR SWIFT The Story Of Us",3254,"-36",4,"-69",16.439,"-0.173",51,21,3295,587,17.303
"25",25,"+1","THE BAND PERRY If I Die Young",3230,"+61",419,"-10",16.762,"+0.209",51,24,3230,655,16.762
"26",26,"-3","TINIE TEMPAH Written In The Stars",3110,"-118",-1087,"+61",19.326,"-0.397",51,7,8819,756,54.175
"27",27,"+1","BEYONCE Best Thing I Never Had",2671,"+80",742,"-22",13.984,"+0.445",23,27,2671,856,13.984
"28",28,"-1","JEREMIH Down On Me f/50 Cent",2520,"-77",-432,"-22",16.197,"-0.220",51,10,8052,153,44.2
"29",29,"=","MAROON 5 Never Gonna Leave This Bed",2295,"+30",242,"+7",9.83,"+0.076",51,28,2295,312,9.83
"30",30,"=","CHRIS BROWN She Ain't You",1940,"+91",439,"+56",9.614,"+0.306",40,30,1940,439,9.614
"31",31,"=","LADY GAGA Born This Way",1755,"-14",-14,"-13",11.784,"+0.036",51,19,3651,0,20.436
"32",32,"=","LIL WAYNE How To Love",1735,"+88",492,"+31",9.416,"+0.471",26,32,1735,492,9.416
"33",33,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1537,"+46",419,"-32",7.849,"+0.463",26,33,1537,502,7.849
"34",34,"=","T-PAIN Best Love Song f/Chris Brown",1356,"+18",76,"-9",6.632,"+0.207",49,34,1356,260,6.632
"35",35,"=","AVRIL LAVIGNE Smile",1269,"+44",225,"+21",4.349,"+0.152",33,35,1269,226,4.349
"36",36,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1113,"-53",-495,"+16",6.874,"-0.237",51,17,4096,331,21.342
"37",37,"+1","IYAZ Pretty Girls",971,"+19",44,"-4",3.592,"+0.080",26,37,971,271,3.592
"38",38,"-1","CHRIS BROWN Look At Me Now",966,"-10",-238,"+35",7.187,"+0.069",51,28,1861,229,12.746
"39",39,"=","CEE LO GREEN Bright Lights Bigger City",947,"+18",140,"+5",3.254,"-0.024",32,39,947,170,3.32
"40",40,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",916,"+26",247,"-10",3.372,"+0.221",17,40,916,257,3.372
"41",41,"+1","BIG SEAN My Last f/Chris Brown",783,"+17",142,"-1",3.095,"+0.158",26,41,783,169,3.095
"42",42,"-1","ALL TIME LOW I Feel Like Dancin�",781,"-14",140,"-60",2.256,"-0.057",12,41,795,294,2.313
"43",43,"=","COLDPLAY Every Teardrop Is A Waterfall",697,"+34",416,"-30",3.068,"+0.321",6,43,697,446,3.068
"44",44,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",569,"+52",377,"+8",2.673,"+0.275",5,44,569,377,2.673
"45",45,"-1","TRAIN Save Me San Francisco",543,"+2",37,"-8",2.087,"+0.020",31,44,543,92,2.155
"46",46,"=","AFROJACK Take Over Control f/Eva Simons",542,"+28",199,"+4",6.023,"+0.186",11,45,542,199,6.023
"47",47,"=","ANDY GRAMMER Keep Your Head Up",443,"+41",156,"+22",1.453,"+0.131",5,47,443,156,1.453
"48",48,"+1","CODY SIMPSON On My Mind",408,"+15",78,"+9",1.32,"+0.007",12,47,408,89,1.32
"49",49,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",399,"+21",190,"-21",1.705,"+0.023",2,49,399,211,1.705
"50",50,"--","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",376,"--",19,"--",1.171,"--",10,48,376,66,1.171
