"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KE$HA","Die Young",15607,16,549,-123,121.911,0.46,72,"16",1,15607,3842,121.911
"2",2,"=","BRUNO MARS","Locked Out Of Heaven",14194,153,1955,-116,109.171,0.933,66,"1",2,14194,2790,109.171
"3",3,"=","RIHANNA","Diamonds",12825,102,1183,-106,96.209,-0.013,71,"5",3,12825,2812,96.222
"4",4,"=","MAROON 5","One More Night",12250,-155,-1354,-74,95.254,-0.889,141,"17",1,15401,1593,119.954
"5",5,"=","NE-YO","Let Me Love You",12234,9,552,-28,90.124,0.087,119,"34",4,12234,1345,90.124
"6",6,"=","FUN.","Some Nights",10048,-150,-1819,58,71.961,-1.016,179,"18",2,13297,1295,93.147
"7",7,"=","FLO RIDA","I Cry",9424,66,780,-144,69.792,1.136,82,"10",7,9424,1268,69.792
"8",8,"=","ALEX CLARE","Too Close",7837,-171,-2052,76,48.831,-1.905,191,"58",4,11973,1328,81.998
"9",9,"=","LUMINEERS","Ho Hey",7777,266,1827,68,60.182,1.756,81,"3",9,7777,1827,60.182
"10",10,"=","PHILLIP PHILLIPS","Home",7470,133,591,76,50.067,0.618,148,"7",10,7470,1033,50.067
"11",11,"=","JUSTIN BIEBER","Beauty And A Beat f/...",7025,108,872,-7,53.385,0.714,49,"6",11,7025,1998,53.385
"12",12,"=","CHRIS BROWN","Don't Wake Me Up",6609,-219,-1777,36,45.868,-1.572,172,"87",6,10385,1456,75.301
"13",13,"=","NICKI MINAJ","Va Va Voom",6290,25,150,15,45.151,-0.301,48,"35",13,6290,1566,45.452
"14",14,"+1","PINK","Try",5958,142,1121,-16,38.748,1.146,39,"13",14,5958,1515,38.748
"15",15,"+1","ED SHEERAN","The A Team",5831,92,522,-37,48.869,0.686,109,"26",15,5831,868,48.869
"16",16,"-2","TAYLOR SWIFT","We Are Never Ever Ge...",5710,-264,-2281,71,38.41,-1.859,114,"43",2,13523,4592,90.881
"17",17,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",5095,90,617,38,42.054,0.805,88,"23",17,5095,904,42.054
"18",18,"=","ONEREPUBLIC","Feel Again",3930,-41,-167,-39,23.539,-0.314,91,"29",18,4153,813,25.014
"19",19,"+1","TAYLOR SWIFT","I Knew You Were Trou...",3870,265,2327,-22,28.251,1.786,17,"4",19,3870,2349,28.251
"20",20,"-1","PITBULL","Don't Stop The Party",3737,71,503,38,25.088,0.208,60,"27",19,3737,554,25.088
"21",21,"=","THE SCRIPT","Hall Of Fame f/will....",3250,73,218,54,16.782,0.173,81,"31",20,3250,493,16.782
"22",22,"=","KELLY CLARKSON","Catch My Breath",3066,68,516,31,17.872,0.186,41,"55",22,3066,767,17.872
"23",23,"=","IMAGINE DRAGONS","It's Time",2589,21,245,-30,18.145,0.111,74,"32",23,2589,446,18.145
"24",24,"=","BRIDGIT MENDLER","Ready Or Not",2567,19,105,19,15.483,-0.08,94,"123",23,2567,336,15.584
"25",25,"=","ELLIE GOULDING","Anything Could Happe...",2404,-41,-20,-42,14.042,0.011,74,"49",25,2455,455,14.156
"26",26,"=","CALVIN HARRIS","Sweet Nothing f/Flor...",2342,71,802,-73,23.107,0.874,21,"47",26,2342,875,23.107
"27",27,"=","PSY","Gangnam Style",2209,-31,-505,79,14.725,-0.282,88,"9",10,7746,1695,59.817
"28",28,"+1","ALICIA KEYS","Girl On Fire",2141,53,432,-11,20.395,0.893,44,"11/51",28,2141,474,20.395
"29",29,"-1","CHER LLOYD","Oath f/Becky G",2114,6,108,-18,10.412,-0.086,60,"110",28,2114,343,11.061
"30",30,"=","ONE DIRECTION","Little Things",2083,107,741,15,14.026,0.813,18,"71",30,2083,789,14.026
"31",31,"=","LUDACRIS F/USHER/DAV...","Rest Of My Life",1978,2,312,-73,15.293,-0.135,24,"158",31,1978,615,15.428
"32",32,"+2","MAROON 5","Daylight",1891,132,1032,-7,10.732,1.013,13,"92",32,1891,1039,10.732
"33",33,"=","HUNTER HAYES","Wanted",1873,43,218,21,10.239,0.313,53,"38",31,1873,368,10.239
"34",34,"-2","ENRIQUE IGLESIAS","Finally Found You f/...",1660,-208,-1729,53,11.854,-0.725,99,"166",12,7155,1803,47.652
"35",35,"=","TRAIN","50 Ways To Say Goodb...",1510,-42,-585,52,9.645,-0.111,124,"75",16,4812,717,29.769
"36",36,"+2","WILL.I.AM & BRITNEY ...","Scream And Shout",1483,100,863,-4,11.558,1.481,11,"2",36,1483,867,11.558
"37",37,"-1","CHRIS WALLACE","Remember When (Push ...",1480,-1,73,-13,5.961,0.024,116,"--",32,1481,131,5.961
"38",38,"-1","ONE DIRECTION","Live While We're You...",1344,-101,-650,-29,7.558,-0.496,77,"104",15,5363,2151,28.68
"39",39,"+1","MIGUEL","Adorn",1284,22,117,12,8.147,0.031,53,"108",37,1284,248,9.94
"40",40,"-1","MEGAN & LIZ","Bad For Me",1284,3,-31,-47,3.931,-0.017,88,"--",33,1330,313,4.799
"41",41,"=","THE READY SET","Give Me Your Hand",1223,12,83,-10,4.017,0.082,39,"--",39,1223,324,4.017
"42",42,"+1","OF MONSTERS AND MEN","Little Talks",932,35,189,22,3.722,0.153,18,"50",42,932,189,3.722
"43",43,"-1","THE WANTED","I Found You",905,-22,-16,-36,7.11,-0.397,55,"149",42,931,173,7.507
"44",44,"=","CARLY RAE JEPSEN","This Kiss",789,-88,-337,-70,3.544,-0.497,55,"264",36,1149,234,5.767
"45",45,"=","MACKLEMORE & RYAN LE...","Thrift Shop f/Wanz",773,21,145,7,8.152,-0.032,18,"15",45,773,160,8.184
"46",46,"=","CONOR MAYNARD","Turn Around f/Ne-Yo",759,23,62,24,2.688,-0.037,29,"--",44,759,281,2.803
"47",47,"+1","THE CAB","Endlessly",380,4,29,4,1.19,0.021,9,"--",47,380,52,1.19
"48",48,"+2","JONN HART","Who Booty f/French M...",377,13,103,-17,1.839,0.063,3,"312",48,377,120,1.839
"49",49,"=","SAM AND THE WOMP","Bom Bom",377,7,35,4,1.285,0.061,6,"--",48,377,73,1.285
"50",50,"-3","KANYE WEST","Clique f/Big Sean & ...",376,-8,-60,-6,1.83,-0.125,30,"46",47,466,94,3.286
