"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18866,"-3",-48,"+37",123.397,"-0.152",71,"3",1,19000,4103,123.696
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",17974,"+165",1032,"+57",115.779,"+0.860",90,"4",2,17974,2702,115.779
"3",3,"=","THE WEEKND","In The Night",15603,"-59",-14,"-8",83.112,"-0.402",93,"42",3,15760,3011,89.68
"4",4,"=","JUSTIN BIEBER","Sorry",13720,"-120",-475,"-116",103.288,"-0.536",114,"12",1,19494,3902,127.324
"5",5,"=","THE CHAINSMOKERS","Roses f/Rozes",13683,"+64",518,"-7",80.599,"-0.234",139,"14",5,13683,2023,81.081
"6",6,"+1","FLO RIDA","My House",11022,"+260",1590,"+55",64.423,"+1.637",117,"1",6,11022,1978,64.423
"7",7,"-1","ALESSIA CARA","Here",10984,"-412",-2883,"-106",66.435,"-2.223",209,"44",1,17621,1489,109.076
"8",8,"=","DAYA","Hide Away",10724,"+1",289,"-99",60.888,"+0.098",181,"25",7,10724,883,60.888
"9",9,"+1","DNCE","Cake By The Ocean",9948,"+95",902,"-68",54.968,"+0.920",136,"15",9,9948,1111,54.968
"10",10,"-1","SELENA GOMEZ","Same Old Love",9581,"-326",-1922,"-58",64.08,"-2.311",151,"48",1,18836,1774,120.08
"11",11,"=","SELENA GOMEZ","Hands To Myself",8919,"+154",948,"-4",55.806,"+1.573",41,"13",11,8919,1952,55.806
"12",12,"=","TAYLOR SWIFT","Out Of The Woods",8185,"-39",-75,"-85",44.708,"-0.430",41,"61",12,8338,2806,46.244
"13",13,"=","ADELE","When We Were Young",8147,"+2",287,"-30",41.217,"+0.540",59,"19",12,8147,1962,41.217
"14",14,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",7674,"-234",-840,"-215",36.683,"-1.466",81,"22",10,8533,1989,43.062
"15",15,"+1","CHARLIE PUTH","One Call Away",7080,"+59",673,"+28",35.73,"+0.454",96,"9",15,7080,819,35.73
"16",16,"-1","ADELE","Hello",6936,"-258",-1620,"-6",50.773,"-2.066",113,"6",1,19167,4705,124.831
"17",17,"=","G-EAZY","Me Myself And I f/Bebe Rexha",6933,"+230",1263,"+62",40.007,"+1.104",37,"7/98",17,6933,1836,40.007
"18",18,"=","ELLIE GOULDING","Something In The Way You Move",6241,"+38",612,"-81",31.442,"+0.215",36,"77",17,6241,1673,31.442
"19",19,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",5495,"-16",350,"-173",29.549,"-0.064",78,"69",19,5511,1193,29.613
"20",20,"=","RIHANNA","Work f/Drake",5374,"+195",1753,"-72",31.388,"+0.864",17,"2",20,5374,3999,33.644
"21",21,"=","JASON DERULO","Get Ugly",4852,"-15",90,"-60",17.651,"-0.265",62,"40",19,4867,1110,19.08
"22",22,"=","ZAYN","Pillowtalk",4841,"+343",2437,"+411",28.435,"+2.070",15,"5/74",22,4841,2441,28.435
"23",23,"=","MIKE POSNER","I Took A Pill In Ibiza",4383,"+180",1177,"+48",28.749,"+0.720",29,"20",23,4383,1205,28.749
"24",24,"=","TORI KELLY","Hollow",3880,"+18",39,"+8",13.26,"+0.063",97,"221",22,3898,501,13.353
"25",25,"=","RACHEL PLATTEN","Stand By You",3321,"+25",93,"-1",16.453,"-0.275",106,"23",25,3321,493,16.884
"26",26,"=","TRAVI$ SCOTT","Antidote",2803,"-196",-535,"-174",10.928,"-0.704",76,"66",24,3360,545,13.354
"27",27,"=","DAVID GUETTA","Bang My Head f/Sia",2517,"-15",-105,"+11",11.329,"-0.249",65,"165",27,2648,395,12.851
"28",28,"=","TROYE SIVAN","Youth",2216,"+28",183,"-40",7.179,"+0.010",41,"119",28,2216,501,7.193
"29",29,"=","DJ SNAKE","Middle f/Bipolar Sunshine",2119,"+52",428,"-18",13.356,"+0.055",27,"82",29,2119,511,13.356
"30",30,"+1","BORNS","Electric Love",1948,"-27",58,"-41",6.105,"-0.097",76,"140",30,2006,225,6.287
"31",31,"-1","DEMI LOVATO","Confident",1931,"-113",-1147,"+74",15.383,"-0.747",135,"95",9,9049,1761,48.443
"32",32,"+1","SHAWN HOOK","Sound Of Your Heart",1851,"+8",119,"-44",5.913,"-0.028",34,"396",32,1851,576,5.941
"33",33,"-1","ONE DIRECTION","Perfect",1799,"-106",-956,"+35",11.39,"-0.855",118,"78",10,8635,1211,42.552
"34",34,"+1","LUKAS GRAHAM","7 Years",1750,"+58",366,"+22",7.781,"+0.507",27,"8",34,1750,388,7.781
"35",35,"-1","JUSTIN TIMBERLAKE","Drink You Away",1687,"-35",-115,"-43",5.834,"-0.168",57,"102",33,1819,390,6.581
"36",36,"=","ALESSIA CARA","Wild Things",1461,"+97",525,"+9",7.528,"+0.209",13,"232",36,1461,635,7.528
"37",37,"+1","ZARA LARSSON & MNEK","Never Forget You",1335,"+137",655,"+52",9.06,"+0.404",10,"135",37,1335,655,9.06
"38",38,"-1","DIPLO & SLEEPY TOM","Be Right There",1090,"-110",-548,"-73",4.453,"-0.444",82,"368",33,1769,271,10.721
"39",39,"+1","ONE DIRECTION","History",1088,"+22",274,"-26",3.144,"+0.064",13,"124",39,1088,559,3.144
"40",40,"-1","POST MALONE","White Iverson",966,"-106",-722,"-42",4.306,"-0.369",90,"59",27,2470,451,8.408
"41",41,"=","FALL OUT BOY","Irresistible f/Demi Lovato",950,"-40",-619,"+111",4.838,"-0.124",108,"128",21,4199,560,17.263
"42",42,"=","R. CITY","Make Up f/Chloe Angelides",899,"-88",-715,"-18",4.614,"-0.387",69,"283",31,1899,348,9.56
"43",43,"=","DRAKE & FUTURE","Jumpman",875,"-21",-56,"-24",2.947,"-0.002",22,"49",42,933,339,3.134
"44",44,"=","FETTY WAP","679 f/Remy Boyz...",857,"-21",-178,"+20",6.264,"-0.065",160,"52",19,5210,769,28.742
"45",45,"=","PITBULL","El Taxi f/Sensato & O. Garcia",849,"-25",-88,"-28",5.612,"-0.063",29,"400",42,937,219,6.285
"46",46,"+1","KYGO","Stole The Show f/Parson James",771,"+59",221,"+50",3.967,"+0.244",10,"250",46,771,221,3.967
"47",47,"-1","EMPIRE OF THE SUN","Walking On A Dream",744,"-2",173,"-52",3.994,"-0.171",8,"208",46,746,369,4.284
"48",48,"=","NATHAN SYKES","Over And Over Again f/A.Grande",719,"+14",126,"-21",2.253,"+0.059",18,"505",47,719,243,2.253
"49",49,"=","COLDPLAY","Adventure Of A Lifetime",695,"+37",230,"+19",4.421,"+0.522",27,"10",47,695,230,4.421
"50",50,"--","ZENDAYA","Something New f/Chris Brown",603,"--",470,"--",3.045,"--",1,"122",50,603,470,3.045
