"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY","Roar",15328,"+331",2579,"-138",109.201,"+1.680",38,"2",1,15328,6098,109.201
"2",2,"=","CAPITAL CITIES","Safe And Sound",13601,"+52",1035,"-205",86.941,"+0.206",150,"19",2,13601,1309,86.941
"3",3,"=","LANA DEL REY","Summertime Sadnes...",12169,"+164",970,"-25",81.241,"+0.983",77,"18/32",3,12169,1923,81.241
"4",4,"=","ZEDD","Clarity f/Foxes",11275,"-426",-1877,"-199",71.506,"-2.951",185,"26",2,14188,1183,92.157
"5",5,"=","ROBIN THICKE","Blurred Lines f/P...",11090,"-325",-2145,"-8",70.409,"-2.161",132,"15",1,16771,2544,113.5
"6",6,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",10664,"-125",-498,"-109",65.23,"-0.456",117,"29",5,11178,1815,71.324
"7",7,"+1","AVICII","Wake Me Up",10535,"+312",1748,"+58",73.391,"+2.174",53,"7",7,10535,2103,73.391
"8",8,"-1","CALVIN HARRIS F/E...","I Need Your Love",10262,"-211",-545,"-192",60.78,"-1.148",166,"71",5,10846,1386,72.137
"9",9,"=","JAY Z","Holy Grail f/Just...",8945,"+117",1030,"-60",58.364,"+1.207",76,"12",9,8945,2095,58.364
"10",10,"+2","LORDE","Royals",8463,"+319",1728,"+70",59.687,"+1.969",37,"3",10,8463,2237,59.687
"11",11,"=","LADY GAGA","Applause",8333,"+154",1417,"-110",55.411,"+1.688",37,"8",11,8333,3922,55.411
"12",12,"-2","MAROON 5","Love Somebody",8283,"-288",-2955,"+270",55.823,"-1.643",126,"74",2,13931,1278,87.913
"13",13,"=","MILEY CYRUS","We Can't Stop",7062,"-209",-1834,"+7",38.19,"-1.762",105,"16",9,9405,1276,55.184
"14",14,"=","DRAKE","Hold On We're Goi...",6066,"+183",1288,"-17",36.524,"+1.358",38,"9",14,6066,1610,36.524
"15",15,"=","PARAMORE","Still Into You",5314,"+107",579,"+66",32.605,"+0.811",132,"27",15,5314,711,32.605
"16",16,"=","ONE DIRECTION","Best Song Ever",4923,"-100",-312,"-80",22.691,"-0.571",60,"31",16,5307,1660,25.473
"17",17,"=","BRUNO MARS","Treasure",4636,"-172",-1259,"+27",27.797,"-1.163",130,"63",5,11434,2114,69.467
"18",18,"=","TAYLOR SWIFT","Everything Has .....",4519,"+54",152,"+77",23.627,"+0.607",66,"44",18,4519,990,23.627
"19",19,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",4369,"-31",-8,"-66",22.591,"-0.269",113,"47",19,4407,462,24.14
"20",20,"=","ROBIN THICKE","Give It 2 U f/Ken...",4280,"+126",1193,"-72",26.333,"+0.823",45,"34",20,4280,1340,26.333
"21",21,"=","SELENA GOMEZ","Slow Down",4078,"+79",1013,"-102",24.791,"+0.524",31,"55",21,4078,1167,24.791
"22",22,"=","EMINEM","Berzerk",3430,"+98",677,"-54",18.457,"+0.215",22,"10/87",22,3430,1757,18.457
"23",23,"=","BONNIE MCKEE","American Girl",3075,"-85",-42,"-125",13.876,"-0.313",73,"97",23,3167,740,15.059
"24",24,"+1","AWOLNATION","Sail",2864,"+33",102,"+21",13.287,"+0.259",118,"20",24,2864,299,13.287
"25",25,"-1","JUSTIN TIMBERLAKE","Take Back The Nig...",2825,"-322",-2247,"+46",13.865,"-1.635",68,"91",13,6823,3722,40.113
"26",26,"+1","TEGAN & SARA","Closer",2725,"+11",422,"-66",13.372,"+0.283",94,"228",26,2725,570,13.372
"27",27,"-1","ENRIQUE IGLESIAS","Turn The Night Up",2573,"-231",-1293,"-140",10.085,"-1.185",58,"130",21,4111,2260,24.628
"28",28,"+1","BRUNO MARS","Gorilla",2505,"+241",1857,"+69",17.674,"+1.886",9,"62",28,2505,1857,17.674
"29",29,"-1","PINK","True Love f/Lily ...",2422,"+40",195,"+39",11.432,"+0.068",59,"92",28,2422,503,11.432
"30",30,"=","MILEY CYRUS","Wrecking Ball",2227,"+348",1838,"+237",21.073,"+2.633",7,"1",30,2227,1838,21.073
"31",31,"=","NEIGHBOURHOOD","Sweater Weather",1893,"+28",166,"+13",6.774,"+0.136",81,"51",30,1893,262,6.774
"32",32,"+3","BRITNEY SPEARS","Work Bitch",1830,"+318",1830,"+318",17.981,"+2.356",3,"5",32,1830,1830,17.981
"33",33,"-1","FIFTH HARMONY","Miss Movin' On",1816,"+2",156,"-48",7.945,"+0.098",71,"156",31,1816,324,7.945
"34",34,"-1","KREWELLA","Live For The Nigh...",1816,"+7",135,"+6",7.618,"-0.031",58,"297",32,1816,288,7.649
"35",35,"-1","CODY SIMPSON","Pretty Brown Eyes",1525,"-26",15,"-12",4.885,"-0.093",68,"187",34,1551,328,5.087
"36",36,"=","ARMIN VAN BUUREN","This Is What It F...",1508,"+18",236,"-13",12.633,"+0.188",55,"121",35,1508,249,12.633
"37",37,"=","FLO RIDA","Can't Believe It ...",1017,"-57",-183,"-51",3.569,"-0.394",45,"167",36,1206,479,5.365
"38",38,"+1","FALL OUT BOY","Alone Together",926,"+53",229,"+38",4.425,"+0.227",30,"--",38,926,229,4.425
"39",39,"-1","J. COLE","Crooked Smile f/T...",918,"+37",180,"+17",3.322,"+0.086",30,"146",37,918,213,3.322
"40",40,"=","IMAGINE DRAGONS","Demons",892,"+59",338,"+5",5.61,"+0.314",17,"38",40,892,338,5.61
"41",41,"=","ICONA POP","All Night",836,"+24",142,"+4",2.871,"+0.115",31,"--",39,836,207,2.871
"42",42,"+1","JASON DERULO","Marry Me",757,"+100",553,"+63",3.165,"+0.406",4,"--",42,757,553,3.165
"43",43,"-1","DAFT PUNK","Lose Yourself To ...",755,"+25",48,"+24",2.235,"+0.088",21,"259",41,755,249,2.235
"44",44,"=","THE WANTED","We Own The Night",619,"+8",59,"+17",2.569,"+0.038",24,"--",42,619,193,2.686
"45",45,"=","MIKA","Popular Song f/Ar...",597,"-8",-13,"-11",1.195,"-0.080",31,"272",41,610,210,1.399
"46",46,"=","SARA BAREILLES","Brave",551,"+4",88,"-27",2.383,"-0.011",17,"35",45,551,147,2.394
"47",47,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",548,"+21",184,"-3",2.371,"+0.071",4,"134",47,548,187,2.371
"48",48,"=","CHRIS WALLACE","Keep Me Crazy",500,"+22",73,"+27",0.864,"+0.042",16,"--",47,500,92,0.864
"49",49,"=","NEW POLITICS","Harlem",497,"+20",82,"+11",1.453,"+0.126",14,"--",47,497,105,1.492
"50",50,"--","CHRIS BROWN","Love More f/Nicki...",396,"--",45,"--",1.562,"--",2,"64",50,396,57,1.562
