"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"+1","SAM SMITH","Stay With Me",17198,"+43",594,"-174",112.268,"+0.624",92,"6",1,17198,2202,112.268
"2",2,"-1","MAGIC!","Rude",17171,"-53",-540,"-2",109.319,"-0.897",118,"5",1,17959,2371,118.65
"3",3,"=","NICO & VINZ","Am I Wrong",15732,"-212",-826,"-87",100.016,"-1.538",133,"24",1,17731,2409,119.274
"4",4,"=","DISCLOSURE","Latch f/Sam Smith",15407,"-13",308,"-193",90.703,"+0.191",191,"31",4,15461,1542,91.17
"5",5,"=","CHARLI XCX","Boom Clap",12338,"+280",1656,"+65",80.675,"+2.043",59,"15",5,12338,1942,80.675
"6",6,"=","MAROON 5","Maps",11118,"+76",631,"+28",63.084,"+0.682",57,"16",6,11118,4866,63.084
"7",7,"=","ARIANA GRANDE","Problem f/Iggy Azalea",10684,"-269",-1839,"+35",68.192,"-1.830",104,"18",1,17403,2576,116.283
"8",8,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",9286,"+67",368,"+25",54.457,"+0.894",79,"41",8,9286,1152,54.457
"9",9,"=","ONEREPUBLIC","Love Runs Out",8546,"-111",-209,"-57",42.837,"-0.874",102,"26",9,8849,1336,45.354
"10",10,"=","ARIANA GRANDE","Break Free f/Zedd",8218,"+45",629,"-99",51.807,"+0.799",38,"13",10,8218,2327,51.807
"11",11,"=","CLEAN BANDIT","Rather Be f/Jess Glynne",8216,"+178",1087,"-13",54.771,"+1.126",75,"8",11,8216,1429,54.771
"12",12,"=","IGGY AZALEA","Fancy f/Charlie XCX",7659,"-235",-1321,"+4",50.712,"-1.805",144,"27/56",1,17156,2440,116.166
"13",13,"=","SIA","Chandelier",7560,"+128",621,"+71",46.062,"+0.555",114,"10",13,7560,1217,46.062
"14",14,"=","CALVIN HARRIS","Summer",7188,"-216",-1632,"+103",46.216,"-0.933",144,"50",3,14953,1917,95.785
"15",15,"=","IGGY AZALEA","Black Widow f/Rita Ora",6888,"+22",844,"-241",39.917,"+0.657",44,"12",15,6888,1492,39.917
"16",16,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",6695,"+142",898,"-12",55.019,"+0.519",79,"34",16,6695,1299,55.019
"17",17,"=","PHARRELL WILLIAMS","Come Get It Bae",5714,"-261",-1086,"-221",22.841,"-1.500",81,"74",12,6864,993,29
"18",18,"=","BECKY G","Shower",5396,"-36",217,"-40",23.559,"-0.012",88,"17",16,5432,853,23.571
"19",19,"=","JESSIE J/A. GRANDE/N. MINAJ","Bang Bang",5388,"+239",666,"-384",34.882,"+1.177",14,"4",19,5388,4716,37.498
"20",20,"=","MEGHAN TRAINOR","All About That Bass",4796,"+334",1666,"+130",26.563,"+1.727",35,"3",20,4796,1666,26.563
"21",21,"+1","KIESZA","Hideaway",3431,"+56",199,"+22",22.771,"-0.163",44,"54",20,3431,714,23.338
"22",22,"-1","RITA ORA","I Will Never Let You Down",3411,"-10",230,"-25",15.555,"+0.126",79,"92",21,3421,643,15.555
"23",23,"=","ECHOSMITH","Cool Kids",3015,"+82",711,"-13",15.812,"+0.295",65,"25",23,3015,724,15.812
"24",24,"=","5 SECONDS OF SUMMER","Amnesia",3005,"+125",592,"+57",14.181,"+0.896",27,"36",23,3005,912,14.181
"25",25,"=","ED SHEERAN","Don't",2933,"+56",339,"-58",13.893,"+0.257",30,"51",23,2933,795,13.893
"26",26,"=","FLORIDA-GEORGIA LINE","This Is How We Roll f/J.Derulo",2590,"+28",186,"-27",12.543,"+0.161",26,"68",26,2590,1589,12.543
"27",27,"=","INGRID MICHAELSON","Girls Chase Boys",2560,"+27",467,"-32",11.278,"+0.155",65,"52",27,2560,499,11.278
"28",28,"=","TINASHE","2 On f/Schoolboy Q",2278,"+36",174,"+33",12.037,"+0.059",64,"64",28,2278,403,12.037
"29",29,"+1","JEREMIH","Don't Tell 'Em f/YG",2086,"+131",864,"+77",17.398,"+0.838",23,"33",29,2086,864,17.398
"30",30,"-1","MADDEN BROTHERS","We Are Done",1985,"-33",-30,"-100",5.66,"-0.111",60,"--",29,2089,424,6.103
"31",31,"=","COLDPLAY","A Sky Full Of Stars",1882,"+42",330,"+14",11.498,"+0.522",44,"44",31,1882,330,11.498
"32",32,"+1","TOVE LO","Habits (Stay High)",1688,"+51",230,"+18",8.134,"+0.374",50,"101",32,1688,249,8.134
"33",33,"-1","TIESTO","Wasted",1627,"-184",-1345,"-7",7.163,"-0.616",91,"85",19,3825,775,19.749
"34",34,"+4","KATY PERRY","This Is How We Do",1269,"+160",899,"+113",7.135,"+0.780",6,"94",34,1269,899,7.135
"35",35,"-1","KONGOS","Come With Me Now",1204,"-54",-1188,"+261",5.459,"-0.246",116,"28",14,5298,652,21.39
"36",36,"=","STEVE AOKI, C. LAKE & TUJAMO","Delirious (Boneless) f/Kid Ink",1162,"+40",155,"+47",7.425,"+0.243",30,"82",36,1162,337,7.425
"37",37,"+2","THE 1975","Girls",1123,"+23",207,"-22",2.856,"+0.043",22,"--",37,1123,385,2.856
"38",38,"-3","JASON DERULO","Wiggle f/Snoop Dogg",1123,"-28",-532,"+82",4.756,"-0.089",95,"49",10,7555,1666,36.719
"39",39,"-2","ED SHEERAN","Sing",1104,"-18",-189,"+7",5.133,"-0.167",126,"106",6,10622,2778,57.807
"40",40,"=","FIFTH HARMONY","BO$$",1102,"+13",78,"+6",3.585,"+0.063",23,"78",38,1102,398,3.658
"41",41,"+3","PITBULL","Fireball f/John Ryan",985,"+64",372,"+18",8.168,"+0.190",9,"45",41,985,386,8.168
"42",42,"=","USHER","She Came To Give It To You",968,"+8",25,"+17",2.603,"+0.020",16,"--",41,968,498,3.003
"43",43,"=","AJR","I'm Ready",841,"-81",-804,"+100",3.128,"-0.168",123,"61",24,2537,461,8.111
"44",44,"+1","JAKE MILLER","First Flight Home",817,"+21",146,"-5",2.637,"+0.124",15,"--",44,817,212,2.637
"45",45,"-4","NICKI MINAJ","Anaconda",739,"-237",331,"-643",4.65,"-4.210",7,"19",41,976,974,8.86
"46",46,"=","MR PROBZ","Waves",703,"+11",105,"+5",4.368,"+0.130",30,"112",46,703,116,4.368
"47",47,"=","G.R.L.","Ugly Heart",593,"-3",38,"-9",1.391,"-0.040",36,"--",45,596,134,1.757
"48",48,"=","CHILDISH GAMBINO","V. 3005",525,"+12",71,"-6",2.937,"-0.041",5,"--",48,525,94,3.016
"49",49,"--","KIM CESARION","Undressed",433,"--",181,"--",1.595,"--",1,"--",49,433,181,1.595
"50",50,"-1","DILLON FRANCIS & DJ SNAKE","Get Low",420,"-24",-102,"-23",1.243,"-0.044",18,"--",47,552,204,1.622
