"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MAROON 5","One More Night",13722,54,247,24,97.628,0.641,86,"4",1,13722,1593,97.628
"2",2,"=","PINK","Blow Me (One Last Ki...",11942,-259,-789,-264,85.249,-1.651,100,"37",1,12762,2737,90.315
"3",3,"=","JUSTIN BIEBER","As Long As You Love ...",11805,54,400,-104,78.797,0.687,99,"14",3,11805,1300,78.797
"4",4,"=","TAYLOR SWIFT","We Are Never Ever Ge...",11072,198,1186,89,72.26,0.897,59,"7",4,11072,4592,72.26
"5",5,"=","FUN.","Some Nights",10776,160,1158,60,70.61,1.076,124,"5",5,10776,1295,70.61
"6",6,"=","OWL CITY & CARLY RAE...","Good Time",10561,-24,-6,-36,70.77,-0.442,108,"20",4,10627,1961,71.832
"7",7,"=","NEON TREES","Everybody Talks",9176,-209,-961,-70,53.663,-0.615,186,"27",3,10891,1632,66.269
"8",8,"=","ALEX CLARE","Too Close",9145,88,753,-20,60.005,-0.211,136,"9",8,9145,1328,60.216
"9",9,"=","FLO RIDA","Whistle",7582,-233,-1726,49,47.041,-1.426,129,"19",1,12179,1412,76.089
"10",10,"=","CHRIS BROWN","Don't Wake Me Up",7217,158,824,90,50.921,1.098,117,"22",10,7217,982,50.921
"11",11,"=","ELLIE GOULDING","Lights",6434,-133,-692,13,49.431,-0.985,245,"31",1,13999,1482,101.262
"12",12,"=","PSY","Gangnam Style",6207,156,916,8,48.263,0.956,33,"2",12,6207,1695,48.263
"13",13,"+1","KE$HA","Die Young",5762,170,1726,-98,43.17,0.973,17,"6",13,5762,3842,43.17
"14",14,"-1","ENRIQUE IGLESIAS","Finally Found You f/...",5617,2,252,-64,35.14,0.026,44,"33",13,5646,1803,35.324
"15",15,"=","NE-YO","Let Me Love You",5559,91,791,-12,45.009,1.605,64,"15",14,5559,834,45.009
"16",16,"=","KATY PERRY","Wide Awake",4847,-47,-1147,75,33.602,-0.224,143,"62",1,14124,2824,100.029
"17",17,"=","NICKI MINAJ","Pound The Alarm",4608,-218,-1374,-16,29.044,-1.21,88,"54",11,6583,1036,45.522
"18",18,"=","RIHANNA","Diamonds",4571,164,1972,-170,32.642,1.25,16,"8",18,4571,2812,32.642
"19",19,"=","ONE DIRECTION","Live While We're You...",4356,57,572,-56,24.911,0.02,22,"11",19,4356,2151,24.911
"20",20,"=","TRAIN","50 Ways To Say Goodb...",4203,55,198,15,22.575,0.145,69,"17",17,4203,717,22.575
"21",21,"+1","DAVID GUETTA","I Can Only Imagine f...",3757,-2,178,-10,23.679,-0.164,75,"64",19,3759,589,23.843
"22",22,"+1","CHRISTINA AGUILERA","Your Body",3723,-25,272,-74,22.195,0.103,28,"42",21,3748,2059,22.195
"23",23,"-2","KARMIN","Hello",3552,-341,-937,-357,18.799,-1.407,66,"61",16,4491,1012,25.698
"24",24,"=","USHER","Numb",3514,-26,263,-88,19.396,0.09,40,"88",22,3540,1028,19.396
"25",25,"=","BRUNO MARS","Locked Out Of Heaven",3059,310,1329,2,22.606,1.538,11,"26",25,3059,2790,23.292
"26",26,"=","LINKIN PARK","Burn It Down",2698,-15,72,-44,12.585,0.104,128,"90",23,2714,475,12.585
"27",27,"=","PHILLIP PHILLIPS","Home",2439,77,301,31,15.106,0.61,93,"12",27,2439,327,15.106
"28",28,"=","ONEREPUBLIC","Feel Again",2222,30,6,2,11.44,0.073,36,"45",26,2256,813,11.472
"29",29,"+1","FLO RIDA","I Cry",1871,68,413,8,11.598,0.684,27,"25",29,1871,492,11.598
"30",30,"+1","ED SHEERAN","The A Team",1809,9,189,-40,14.046,0.416,54,"32",29,1809,276,14.046
"31",31,"-2","CHER LLOYD","Want U Back",1749,-97,-531,24,10.365,-0.427,153,"47",9,8069,1103,45.503
"32",32,"=","TREY SONGZ","2 Reasons f/T.I.",1645,23,171,-8,9.511,0.186,54,"97",31,1645,243,9.511
"33",33,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1539,24,213,3,5.878,-0.073,40,"128",33,1539,352,6.184
"34",34,"=","ADELE","Skyfall",1211,60,1151,0,12.23,0.103,7,"3",34,1211,1151,12.23
"35",35,"=","THE SCRIPT","Hall Of Fame f/will....",1087,17,69,25,4.449,0.049,26,"49",34,1087,468,4.449
"36",36,"=","CHRIS WALLACE","Remember When (Push ...",1018,14,30,12,3.029,0.053,61,"--",35,1018,122,3.036
"37",37,"=","BRIDGIT MENDLER","Ready Or Not",991,33,96,22,4.604,0.334,39,"93",37,991,218,4.604
"38",38,"+3","ELLIE GOULDING","Anything Could Happe...",803,68,285,33,5.463,0.218,19,"59",38,803,406,5.463
"39",39,"+1","MEGAN & LIZ","Bad For Me",781,2,17,-9,2.93,0.013,33,"--",39,801,313,3.348
"40",40,"-1","ZEDD","Spectrum f/Matthew K...",756,-52,-265,-11,4.366,-0.278,52,"225",33,1198,305,6.722
"41",41,"-3","AUSTIN MAHONE","Say Somethin",738,-72,-324,-44,2.932,-0.31,70,"298",35,1121,195,4.861
"42",42,"+1","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",721,25,151,2,4.208,0.125,33,"86",42,721,169,4.208
"43",43,"-1","IMAGINE DRAGONS","It's Time",704,7,106,-9,2.543,0.044,19,"29",42,704,230,2.543
"44",44,"+1","LUMINEERS","Ho Hey",634,48,189,32,3.421,0.574,26,"21",44,634,189,3.421
"45",45,"-1","BOYS LIKE GIRLS","Be Your Everything",614,18,33,10,2.097,0.037,19,"--",43,614,199,2.097
"46",46,"+1","CHER LLOYD","Oath f/Becky G",516,45,270,2,2.712,0.292,5,"135",46,516,270,2.712
"47",47,"-1","CONOR MAYNARD","Vegas Girl",483,-57,-874,107,2.193,-0.147,76,"270",27,1870,280,8.839
"48",48,"=","PITBULL","Don't Stop The Party",471,53,255,42,2.787,0.213,5,"273",48,471,255,2.787
"49",49,"=","WONDER GIRLS","Like Money f/Akon",391,-4,24,-14,1.936,0.005,21,"--",47,403,59,1.948
"50",50,"=","THE WANTED","I Found You",311,20,76,11,1.734,0.095,2,"--",50,311,76,1.734
