"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
18,"+1","TROYE SIVAN","Youth",5367,"-25",6,"-11",22.184,"-0.029",109,"45",17,5443,660,22.213
19,"+1","ALESSIA CARA","Wild Things",5275,"+68",376,"+36",22.324,"+0.587",81,"52",19,5275,814,22.324
20,"-2","RIHANNA","Work f/Drake",5143,"-271",-2254,"+221",31.68,"-1.919",85,"19",8,11661,3999,67.246
21,"=","JASON DERULO","If It Ain't Love",4596,"+129",1342,"-132",20.604,"+0.737",20,"92",21,4596,2192,20.604
22,"=","JAMES BAY","Let It Go",3954,"+85",374,"-2",19.949,"+0.689",60,"13",21,3954,885,19.949
23,"=","IGGY AZALEA","Team",3311,"+83",418,"+86",12.24,"-0.151",32,"61",23,3311,1132,12.565
24,"=","RUTH B.","Lost Boy",3165,"+36",396,"-57",14.287,"+0.319",66,"14",24,3165,530,14.287
25,"=","GWEN STEFANI","Make Me Like You",2792,"-193",-436,"-155",9.43,"-0.370",63,"102",23,3265,1040,10.548
26,"+1","DRAKE","One Dance f/Wizkid & Kyla",2696,"+288",1752,"+110",20.053,"+1.905",11,"2",26,2696,1752,20.053
27,"-1","RIHANNA","Kiss It Better",2579,"+91",1016,"-48",11.944,"+0.662",15,"71",26,2579,1133,11.944
28,"+1","GRACE","You Don't Own Me f/G-Eazy",2071,"+78",529,"+37",8.981,"+0.268",34,"44",28,2071,529,8.981
29,"+1","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",1936,"+81",513,"-151",9.512,"+0.130",13,"51",29,1936,1675,13.913
30,"-2","TAYLOR SWIFT","New Romantics",1892,"-115",-1462,"+175",8.478,"-0.417",57,"37",17,5862,2558,28.461
31,"+4","PINK","Just Like Fire",1817,"+344",1817,"+344",14.286,"+1.697",6,"11",31,1817,1817,14.286
32,"-1","ROBIN SCHULZ","Sugar f/Francesco Yates",1766,"-44",-375,"+21",13.841,"-0.374",146,"180",13,7836,1193,44.484
33,"-1","FLUME","Never Be Like You f/Kai",1737,"+39",332,"-3",8.459,"+0.139",37,"60",32,1737,345,8.459
34,"-1","PANIC! AT THE DISCO","Victorious",1611,"+1",-18,"+13",4.602,"-0.013",54,"90",29,1641,273,4.676
35,"-1","SIA","Cheap Thrills",1509,"+14",227,"-21",5.926,"+0.142",44,"55",34,1509,248,5.926
36,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1409,"+13",35,"-4",3.754,"-0.005",49,"155",32,1409,560,3.761
37,"=","MAJOR LAZER","Light It Up f/Nyla",1384,"-1",-8,"-7",4.676,"-0.016",50,"146",32,1418,288,5.389
38,"+2","TWENTY ONE PILOTS","Ride",1176,"+109",477,"+67",3.679,"+0.418",11,"56",38,1176,477,3.679
39,"=","JEREMIH","Oui",1133,"+31",242,"-6",3.097,"+0.181",32,"42",39,1133,248,3.097
40,"+1","HALSEY","Colors",1076,"+10",87,"-13",2.982,"+0.055",46,"190",38,1076,304,2.982
41,"-3","SHAWN HOOK","Sound Of Your Heart",1074,"-158",-1432,"+26",3.783,"-0.317",102,"226",22,3274,576,10.588
42,"=","DAYA","Sit Still, Look Pretty",1029,"+19",114,"-9",3.424,"+0.127",25,"88",40,1029,242,3.424
43,"=","MELANIE MARTINEZ","Pity Party",956,"+14",102,"-12",2.545,"+0.037",23,"213",43,956,316,2.545
44,"=","BEBE REXHA","No Broken Hearts f/Nicki Minaj",753,"+53",270,"+24",2.858,"+0.244",6,"267",44,753,270,2.858
45,"=","ELLE KING","America's Sweetheart",659,"+10",64,"-3",1.627,"+0.042",22,"58",44,659,345,1.627
46,"=","BELLY","Might Not f/The Weeknd",648,"+27",130,"+19",2.537,"+0.104",10,"85",46,648,246,2.537
47,"=","ANDRA DAY","Rise Up",565,"-14",-88,"+9",1.213,"-0.075",39,"162",42,736,124,1.77
48,"=","TRYON","Somebody To Love Me",553,"+1",37,"-13",0.738,"+0.000",10,"--",48,553,95,0.748
49,"--","DESIIGNER","Panda",532,"--",139,"--",4.597,"--",1,"3/49",49,532,139,4.597
50,"=","ALAN WALKER","Faded",526,"+8",191,"-19",3.74,"+0.027",3,"98",50,526,210,3.74
