"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ZAYN","Pillowtalk",16180,"+221",1347,"+74",93.425,"+1.587",83,"18",1,16180,2441,93.425
2,"=","DNCE","Cake By The Ocean",15491,"-228",314,"-354",90.387,"-1.652",204,"16",2,15763,1185,92.576
3,"=","G-EAZY","Me Myself And I f/Bebe Rexha",15399,"-288",-843,"-335",93.369,"-1.311",105,"28",1,16250,1836,97.757
4,"=","MIKE POSNER","I Took A Pill In Ibiza",15174,"+196",1268,"-35",91.86,"+1.581",97,"7/96",4,15174,1578,91.86
5,"=","LUKAS GRAHAM","7 Years",14384,"+335",2060,"+55",86.626,"+1.974",95,"1",5,14384,2060,86.626
6,"=","JUSTIN BIEBER","Love Yourself",13175,"-204",-945,"-144",91.648,"-1.277",139,"22",1,19000,4103,124.28
7,"=","MEGHAN TRAINOR","NO",12478,"-74",468,"-256",69.033,"-0.616",48,"4",7,12552,5498,69.649
8,"=","FLO RIDA","My House",12357,"-193",-1226,"-43",74.505,"-1.286",185,"9",1,18123,2285,104.909
9,"=","FIFTH HARMONY","Work From Home",11459,"+132",982,"-3",65.272,"+0.836",55,"6",9,11459,4059,65.272
10,"=","TWENTY ONE PILOTS","Stressed Out",10548,"-110",-1381,"+200",78.264,"-1.185",158,"23",1,19140,2702,124.646
11,"=","ZARA LARSSON & MNEK","Never Forget You",10273,"+73",555,"+57",61.961,"+0.232",78,"10",11,10273,1534,61.961
12,"=","SELENA GOMEZ","Hands To Myself",8914,"-306",-3439,"+427",52.507,"-2.068",109,"57",1,16291,1952,91.457
13,"=","ARIANA GRANDE","Dangerous Woman",8568,"+116",825,"-72",49.466,"+1.145",41,"8",13,8568,4214,49.466
14,"=","DJ SNAKE","Middle f/Bipolar Sunshine",8218,"+16",248,"-75",43.804,"+0.599",95,"25",13,8218,1239,43.804
15,"=","THE CHAINSMOKERS","Don't Let Me Down f/Daya",7248,"+200",1794,"-112",45.085,"+1.533",39,"5",15,7248,1906,45.085
16,"+1","NICK JONAS","Close f/Tove Lo",6332,"+131",500,"+32",31.231,"+0.484",27,"12",16,6332,3392,31.231
17,"-1","JUSTIN BIEBER","Company",6228,"-132",-258,"-176",30.598,"-0.228",53,"83",16,6486,2006,31.446
