"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FUN. We Are Young f/Janelle Monae",13872,111,562,41,105.979,0.297,58,"4",1,13872,2738,105.979
"2",2,"=","WANTED Glad You Came",13628,-34,-84,-37,101.608,-0.354,103,"8",1,13712,1363,101.962
"3",3,"=","KATY PERRY Part Of Me",11822,54,168,-17,76.351,-0.224,67,"18",3,11822,3625,77.218
"4",4,"+1","FLO RIDA Wild Ones f/Sia",10952,192,1876,-54,78.406,0.66,76,"7",4,10952,1940,78.406
"5",5,"-1","KELLY CLARKSON Stronger (What Doesn't Ki...",10533,-273,-1328,-162,79.477,-1.825,103,"23",1,13549,2321,99.332
"6",6,"+2","NICKI MINAJ Starships",8062,137,757,47,63.135,0.563,66,"13/49",6,8062,1834,63.135
"7",7,"=","CALVIN HARRIS Feel So Close",8000,33,297,-57,54.652,-0.037,71,"22",7,8000,1329,55.352
"8",8,"+2","ONE DIRECTION What Makes You Beautiful",7980,166,801,81,52.126,0.96,51,"6",8,7980,1579,52.126
"9",9,"-3","DAVID GUETTA Turn Me On f/Nicki Minaj",7842,-256,-1598,-63,57.467,-0.804,131,"56",2,12506,1674,92.019
"10",10,"+1","JUSTIN BIEBER Boyfriend",7759,54,594,-61,50.649,0.028,25,"3",10,7759,4726,51.492
"11",11,"-2","GYM CLASS HEROES Ass Back Home",7574,-316,-1945,2,56.809,-1.76,148,"63",4,11001,1379,73.574
"12",12,"=","DRAKE Take Care f/Rihanna",7460,-64,-150,-92,59.727,-0.363,104,"31",8,7620,1220,60.618
"13",13,"=","ADELE Rumour Has It",7187,149,1040,-36,46.099,1.56,47,"24",13,7187,1514,46.099
"14",14,"=","GOTYE Somebody That I Used To Know",7130,241,1421,76,50.877,2.138,50,"2",14,7130,1560,50.877
"15",15,"=","KARMIN Broken Hearted",5411,36,340,8,32.841,0.375,61,"26",15,5411,936,32.841
"16",16,"+1","CARLY RAE JEPSEN Call Me Maybe",5296,110,1064,-22,35.589,0.754,40,"5",16,5296,1298,35.589
"17",17,"+1","TRAIN Drive By",5221,57,410,3,30.555,0.155,96,"9",17,5221,601,30.555
"18",18,"-2","ADELE Set Fire To The Rain",5134,-150,-1048,28,36.423,-1.144,147,"37",1,13928,2301,95.946
"19",19,"=","B.O.B So Good",4638,-5,294,-68,31.719,-0.159,48,"14",18,4643,1013,31.923
"20",20,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4270,62,879,-83,28.093,0.506,21,"21",20,4270,2243,28.093
"21",21,"=","TAYLOR SWIFT Eyes Open",3879,48,473,-47,22.303,0.082,26,"15",21,3879,1442,22.303
"22",22,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3162,-114,-851,42,21.029,-0.869,148,"33",10,7182,1174,48.863
"23",23,"=","PITBULL Back In Time",2344,57,682,-58,12.262,0.566,22,"61",23,2344,916,12.262
"24",24,"=","CHRIS BROWN Turn Up The Music",2185,-98,-893,24,17.902,-0.481,79,"62",17,4894,987,33.507
"25",25,"=","ELLIE GOULDING Lights",2098,24,247,-44,11.91,0.29,70,"47",24,2098,431,11.91
"26",26,"=","DRAKE The Motto f/Lil Wayne",1907,41,268,17,18.276,0.225,61,"27",26,1907,321,18.276
"27",27,"+1","DEMI LOVATO Give Your Heart A Break",1710,20,197,-36,11.363,0.041,51,"70",27,1710,362,11.363
"28",28,"-1","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1686,-32,172,-73,9.007,-0.147,47,"--",27,1740,461,9.538
"29",29,"=","HAVANA BROWN We Run The Night f/Pitbull",1611,29,161,23,11.588,0.145,68,"120",27,1611,237,11.588
"30",30,"+3","MAROON 5 Payphone f/Wiz Khalifa",1557,540,1557,540,11.432,3.567,4,"1",30,1557,1557,11.432
"31",31,"-1","NEON HITCH F U Betta",1281,11,104,-12,4.249,-0.082,47,"470",30,1281,215,4.331
"32",32,"=","CHRIS RENE Young Homie",1251,17,126,-5,4.74,0.104,40,"113",32,1251,213,4.74
"33",33,"-2","RIHANNA Talk That Talk f/Jay Z",1205,-36,-539,92,7.419,-0.102,73,"86",24,2226,339,12.882
"34",34,"+2","HOT CHELLE RAE Honestly",867,10,150,-30,3.218,-0.018,19,"290",34,867,284,3.236
"35",35,"=","USHER Climax",860,-9,-5,-7,3.105,-0.176,33,"28",34,905,348,3.895
"36",36,"-2","CHRISTINA PERRI A Thousand Years",860,-18,-225,45,4.354,-0.091,106,"50",23,2055,280,9.423
"37",37,"=","WALLPAPER F**king Best Song Everrr",802,-55,-106,-70,3.266,-0.204,35,"--",34,908,262,3.847
"38",38,"=","DAVID GUETTA Titanium f/Sia",801,68,475,28,6.006,0.346,12,"84",37,801,475,6.006
"39",39,"=","SEAN PAUL She Doesn't Mind",558,-2,29,-6,2.043,-0.047,40,"236",38,560,158,2.09
"40",40,"+1","DEV & ENRIQUE IGLESIAS Naked",531,-1,-157,44,5.007,0.094,90,"--",28,1524,318,8.497
"41",41,"-1","MADONNA Girl Gone Wild",523,-13,61,-25,1.257,-0.078,19,"594",39,537,245,1.342
"42",42,"+1","RIHANNA Where Have You Been",493,73,391,39,5.98,0.525,5,"212",42,493,391,5.98
"43",43,"-1","RIHANNA Birthday Cake",463,2,52,-16,1.593,-0.023,19,"42",41,463,116,1.616
"44",44,"=","KIRKO BANGZ Drank In My Cup",396,1,131,-11,3.126,-0.146,17,"65",42,400,184,3.45
"45",45,"=","NEON TREES Everybody Talks",377,32,136,7,1.025,0.087,11,"46",45,377,136,1.025
"46",46,"=","FAR EAST MOVEMENT Live My Life f/Justin ...",300,-18,-42,-15,1.007,-0.078,29,"570",43,418,80,1.436
"47",47,"=","J. COLE Can't Get Enough f/Trey Songz",278,-34,-144,-26,0.973,-0.159,40,"281",39,562,156,3.809
"48",48,"=","JASON MRAZ I Won't Give Up",273,2,112,-16,1.296,0.005,5,"--",48,273,129,1.296
"49",49,"=","NICKI MINAJ Right By My Side f/Chris Bro...",243,6,48,-5,0.916,0.031,5,"111",47,248,92,0.916
"50",50,"=","THE CAB La La",239,2,7,4,0.328,-0.008,15,"618",46,240,82,0.356
