"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","TAYLOR SWIFT","Blank Space",17088,"+45",-401,"+74",110.399,"+0.010",70,"3",1,18014,3248,118.647
"2",2,"=","NICK JONAS","Jealous",14399,"+1",78,"-172",84.924,"-0.150",117,"12",2,14461,1846,86.277
"3",3,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",13895,"+118",251,"+16",81.986,"+1.012",91,"23",3,13895,1751,81.986
"4",4,"=","SAM SMITH","I'm Not The Only One",12414,"+28",337,"-95",76.631,"-0.131",103,"10",4,12414,1806,77.418
"5",5,"=","MAROON 5","Animals",11081,"-174",-735,"-95",77.872,"-0.857",105,"18",1,17381,3186,114.705
"6",6,"=","CALVIN HARRIS","Blame f/John Newman",10589,"-112",-503,"+20",66.681,"-0.408",120,"74",3,13993,1988,88.09
"7",7,"=","MR PROBZ","Waves",10317,"-170",-822,"-198",65.941,"-0.944",177,"38",5,12307,1264,83.219
"8",8,"=","HOZIER","Take Me To Church",10289,"+57",272,"-37",63.92,"+0.497",85,"5",8,10289,1600,64.59
"9",9,"=","MARK RONSON","Uptown Funk f/Bruno Mars",9896,"+95",708,"-80",61.546,"+0.991",57,"2",9,9896,2689,61.546
"10",10,"=","SELENA GOMEZ","The Heart Wants What It Wants",9062,"+50",48,"-91",57.566,"+0.033",61,"13",10,9109,2058,57.914
"11",11,"=","MEGHAN TRAINOR","Lips Are Movin",8128,"+91",335,"+82",44.216,"+0.132",78,"6",11,8128,1423,44.216
"12",12,"=","ALESSO","Heroes",6575,"+9",46,"+16",40.776,"+0.064",120,"34",12,7022,896,41.958
"13",13,"=","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",5660,"+62",418,"-119",36.932,"+0.368",29,"20/65",13,5660,2403,36.932
"14",14,"=","IGGY AZALEA","Beg For It f/MØ",5284,"-183",-1169,"-112",25.944,"-0.584",74,"46",11,7303,2920,38.689
"15",15,"=","TAYLOR SWIFT","Shake It Off",4962,"-61",-50,"-118",34.245,"-0.418",141,"8",1,17531,9016,110.142
"16",16,"=","FALL OUT BOY","Centuries",4768,"-64",-16,"-127",22.125,"-0.242",111,"9",16,4945,679,23.3
"17",17,"=","ED SHEERAN","Thinking Out Loud",4558,"+50",488,"-51",32.247,"+0.506",30,"4",17,4558,1634,32.247
"18",18,"=","ELLA HENDERSON","Ghost",4385,"-18",168,"-94",18.429,"-0.059",117,"21",18,4403,827,18.488
"19",19,"=","ONE DIRECTION","Night Changes",3762,"+41",16,"-5",13.782,"+0.080",52,"24",19,3792,1221,14.561
"20",20,"=","FIFTH HARMONY","Sledgehammer",3721,"+34",295,"+16",15.677,"+0.292",52,"28",20,3721,800,15.677
"21",21,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",3593,"+38",336,"-9",29.543,"+0.450",65,"90",21,3593,753,29.543
"22",22,"=","ONEREPUBLIC","I Lived",3456,"+90",364,"+104",17.092,"+0.212",53,"41",22,3456,934,17.403
"23",23,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",3426,"+112",700,"+88",23.236,"+0.331",33,"125",23,3426,1304,23.236
"24",24,"+1","PITBULL","Time Of Our Lives f/Ne-Yo",3223,"+62",407,"+8",16.383,"+0.087",39,"30",24,3223,918,16.383
"25",25,"-1","NICO & VINZ","In Your Arms",3098,"-135",-376,"-143",13.013,"-0.417",104,"145",20,3920,1121,18.903
"26",26,"=","DAVID GUETTA","Dangerous f/Sam Martin",2262,"+6",-39,"+8",13.008,"-0.096",92,"85",22,3486,1540,19.376
"27",27,"=","I LOVE MAKONNEN","Tuesday f/Drake",2230,"+12",141,"-18",8.533,"-0.056",47,"37",27,2230,445,8.589
"28",28,"=","CHARLI XCX","Break The Rules",1999,"+1",-83,"+68",5.916,"+0.027",97,"184",24,2872,609,10.469
"29",29,"=","BIG SEAN","I Don't F**k With You f/E-40",1862,"+9",24,"+0",9.203,"-0.010",58,"230",29,1978,340,10.221
"30",30,"=","MILKY CHANCE","Stolen Dance",1828,"-1",-13,"-4",10.43,"-0.015",73,"52",30,1959,256,11.849
"31",31,"=","HOODIE ALLEN","All About It f/Ed Sheeran",1826,"+29",162,"+13",8.272,"+0.249",43,"167",31,1826,444,8.272
"32",32,"+1","VANCE JOY","Riptide",1715,"+23",86,"-1",7.986,"+0.003",70,"29",32,1715,214,8.532
"33",33,"-1","EDEN XO","Too Cool To Dance",1701,"-8",-88,"-18",6.04,"+0.037",65,"838",31,1936,410,6.7
"34",34,"=","JASON DERULO","Trumpets",1472,"-35",-135,"-3",9.136,"-0.307",134,"42",9,8686,1238,46.628
"35",35,"=","5 SECONDS OF SUMMER","What I Like About You",1468,"+29",217,"-12",4.919,"+0.083",27,"615",35,1468,400,4.919
"36",36,"=","USHER","I Don't Mind f/Juicy J",1165,"+28",118,"+7",10.057,"+0.276",30,"40",36,1165,257,10.057
"37",37,"+1","BECKY G","Can't Stop Dancin'",1013,"+52",191,"+41",4.073,"+0.071",42,"244",37,1013,191,4.073
"38",38,"-1","CHRIS BROWN","New Flame f/Usher & Rick Ross",983,"-18",-92,"+7",4.846,"-0.132",91,"152",26,2399,357,13.19
"39",39,"=","CALVIN HARRIS","Outside f/Ellie Goulding",924,"+28",242,"+12",7.039,"+0.232",17,"160",39,924,267,7.039
"40",40,"=","JESSIE J","Burnin' Up f/2 Chainz",807,"-23",-174,"-14",2.339,"-0.120",78,"141",28,2372,516,11.703
"41",41,"=","THE SCRIPT","Superheroes",773,"-9",15,"-14",2.649,"-0.001",52,"181",41,865,191,2.945
"42",42,"=","PRIORY","Weekend",629,"+9",9,"-7",1.683,"-0.018",38,"1120",42,629,156,1.808
"43",43,"=","NE-YO","She Knows f/Juicy J",570,"+12",133,"-15",2.755,"+0.066",9,"94",43,570,168,2.755
"44",44,"+1","SHAWN MENDES","Something Big",513,"+0",0,"-8",1.061,"-0.027",44,"82",44,670,130,1.881
"45",45,"-1","BEA MILLER","Young Blood",491,"-24",-50,"-33",1.08,"-0.017",81,"198",37,1207,232,3.412
"46",46,"=","FERGIE","L.A.LOVE (la la)",428,"-1",67,"-9",2.236,"-0.004",87,"43",19,4267,1105,18.09
"47",47,"=","DJ EARWORM","United State Of Pop 2014",422,"-2",90,"-13",1.762,"+0.090",3,"--",47,428,136,1.762
"48",48,"=","NATALIE LA ROSE","Somebody f/Jeremih",354,"+13",32,"+8",2.44,"+0.057",2,"--",48,354,32,2.44
"49",49,"=","FLO RIDA","GDFR f/Sage The Gemini",331,"+3",23,"+0",0.707,"-0.021",2,"44",49,331,23,0.728
"50",50,"--","TAYLOR SWIFT","Style",325,"--",150,"--",3.041,"--",1,"26",50,325,150,3.041
