"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",16695,"-10",-29,"-19",112.659,"+0.072",95,"1",1,16771,2544,113.5
"2",2,"=","IMAGINE DRAGONS","Radioactive",13971,"-46",-448,"+29",89.35,"-0.605",121,"5",2,14606,2069,92.777
"3",3,"=","ZEDD","Clarity f/Foxes",12982,"-9",386,"-214",89.002,"+0.234",148,"15",3,13005,1183,89.002
"4",4,"=","MAROON 5","Love Somebody",12770,"+12",766,"-142",86.605,"+0.157",89,"19",4,12770,1278,86.605
"5",5,"+1","BRUNO MARS","Treasure",11267,"-50",-90,"-88",68.01,"-0.018",93,"18/56",5,11434,2114,69.467
"6",6,"-1","DAFT PUNK","Get Lucky",11117,"-275",-1986,"-124",67.375,"-1.779",112,"9",2,14968,2173,99.686
"7",7,"=","JASON DERULO","The Other Side",10846,"-150",-458,"-210",61.734,"-1.260",115,"25",5,11323,2399,66.105
"8",8,"=","CALVIN HARRIS F/E...","I Need Your Love",10145,"+98",319,"+84",71.716,"+0.611",129,"29",8,10145,1386,71.716
"9",9,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",9706,"+40",804,"-1",66.146,"+0.640",80,"12",9,9706,1815,66.146
"10",10,"=","ANNA KENDRICK","Cups (Pitch Perfe...",9217,"+46",620,"-33",58.432,"+0.401",137,"8",10,9217,992,58.432
"11",11,"=","CAPITAL CITIES","Safe And Sound",8737,"+69",565,"+19",56.192,"-0.131",113,"10",11,8737,1083,56.323
"12",12,"=","MILEY CYRUS","We Can't Stop",8386,"+59",350,"+4",48.17,"+0.086",68,"3",12,8386,1276,48.17
"13",13,"+1","JUSTIN TIMBERLAKE","Take Back The Nig...",6526,"-2",553,"-90",39.782,"-0.126",31,"58",13,6528,3722,40.113
"14",14,"+1","JUSTIN TIMBERLAKE","Mirrors",5623,"-141",-1070,"+27",43.221,"-0.830",143,"35",1,16201,3114,111.865
