"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"30",30,"=","NICOLE SCHERZINGER Right There",2248,"+103",689,"+32",12.517,"+0.400",19,30,2248,697,12.517
"31",31,"+1","THE BAND PERRY If I Die Young",2055,"+69",631,"-24",9.519,"+0.409",35,31,2055,655,9.519
"32",32,"-1","LADY GAGA Born This Way",1946,"-53",-517,"-7",10.619,"-0.405",35,19,3651,0,20.436
"33",33,"=","MAROON 5 Never Gonna Leave This Bed",1779,"+33",121,"+4",6.994,"+0.099",35,31,1779,312,6.994
"34",34,"=","SHONTELLE Say Hello To Goodbye",1653,"-39",-120,"-46",5.526,"-0.063",35,29,1775,174,5.629
"35",35,"=","CHRIS BROWN Look At Me Now",1310,"-6",-126,"+44",9.714,"+0.206",35,28,1861,229,12.746
"36",36,"=","CHRIS BROWN She Ain't You",1147,"+42",280,"+4",6.418,"+0.085",24,36,1147,280,6.418
"37",37,"=","NEON TREES Your Surrender",1008,"-16",-83,"-24",2.427,"-0.030",35,36,1091,173,2.732
"38",38,"=","T-PAIN Best Love Song f/Chris Brown",973,"+32",114,"+18",4.848,"+0.224",33,38,973,151,4.848
"39",39,"+2","BEYONCE Best Thing I Never Had",953,"+130",668,"+68",7.812,"+0.011",7,39,953,668,7.812
"40",40,"=","STEVEN TYLER (It) Feels So Good",903,"+4",64,"-4",3.354,"-0.003",24,40,903,326,3.408
"41",41,"-2","THE READY SET Young Forever",852,"-49",-172,"-42",1.994,"-0.127",35,35,1045,107,2.59
"42",42,"=","AVRIL LAVIGNE Smile",822,"+29",155,"+14",2.194,"+0.038",17,41,822,226,2.194
"43",43,"=","LIL WAYNE How To Love",770,"+29",304,"-19",2.936,"+0.058",10,42,770,337,2.936
"44",44,"+1","CEE LO GREEN Bright Lights Bigger City",660,"+20",97,"+16",2.393,"+0.022",16,44,660,125,2.435
"45",45,"+1","IYAZ Pretty Girls",642,"+37",247,"-12",2.016,"+0.041",10,45,642,262,2.016
"46",46,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",616,"+30",189,"+15",4.031,"+0.014",10,46,616,189,4.031
"47",47,"-3","DR. DRE I Need A Doctor f/Eminem",614,"-35",-349,"-5",4.139,"-0.368",35,20,3521,0,21.933
"48",48,"=","TRAIN Save Me San Francisco",499,"-10",0,"-19",2.087,"-0.056",17,45,509,92,2.155
"49",49,"--","BRITNEY SPEARS I Wanna Go",462,"--",390,"--",4.524,"--",1,49,462,390,4.524
"50",50,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",445,"+43",214,"+25",2.105,"+0.150",3,50,445,214,2.105
