"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Rolling In The Deep",14196,"-53",-30,"-75",92.864,"-0.837",35,1,14295,2273,96.15
"2",2,"=","PITBULL Give Me Everything f/Ne-Yo",11770,"+248",1680,"+5",82.47,"+1.176",35,2,11770,1811,82.47
"3",3,"=","KATY PERRY E.T.",11265,"-142",-1284,"-24",76.941,"-0.440",35,1,14624,0,96.745
"4",4,"=","BLACK EYED PEAS Just Can't Get Enough",11243,"-158",-932,"+25",75.377,"-0.402",35,2,13366,715,84.474
"5",5,"=","BRUNO MARS Lazy Song",11222,"-58",-143,"-188",60.748,"-0.531",35,4,11422,1054,61.587
"6",6,"=","BRITNEY SPEARS Till The World Ends",9518,"-241",-1333,"-74",61.873,"-1.912",35,3,11896,966,75.819
"7",7,"+1","LADY GAGA The Edge Of Glory",8616,"+260",1742,"+31",52.478,"+2.039",35,7,8616,2193,52.478
"8",8,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",8308,"-188",-1209,"-42",52.98,"-0.981",35,5,10169,668,65.118
"9",9,"=","LUPE FIASCO The Show Goes On",7542,"+78",520,"-45",44.337,"+0.190",35,9,7542,1043,44.337
"10",10,"=","LMFAO Party Rock Anthem",6578,"+262",1542,"+63",47.793,"+1.686",35,10,6578,1542,47.793
"11",11,"=","TINIE TEMPAH Written In The Stars",5827,"-182",-1397,"+22",31.616,"-0.731",35,7,8819,756,54.175
"12",12,"=","JASON DERULO Don't Wanna Go Home",5735,"+50",661,"-156",33.237,"+0.685",33,12,5735,1463,33.237
"13",13,"=","HOT CHELLE RAE Tonight Tonight",5040,"+84",511,"+21",25.369,"+0.396",35,13,5040,643,25.369
"14",14,"=","WIZ KHALIFA Roll Up",4943,"+13",244,"-19",26.261,"-0.042",35,14,4943,725,26.433
"15",15,"=","RIHANNA S&M",4785,"-47",-618,"+93",29.175,"-0.882",35,5,10081,0,64.524
"16",16,"+1","ONEREPUBLIC Good Life",4690,"+54",573,"-20",24.324,"+0.537",35,16,4690,593,24.324
"17",17,"-1","KE$HA Blow",4631,"-116",-918,"+46",27.576,"-0.842",35,4,10135,0,56.264
"18",18,"=","SELENA GOMEZ & THE SCENE Who Says",4420,"+9",-7,"-11",25.462,"+0.251",35,17,4450,707,26.291
"19",19,"=","THE SCRIPT For The First Time",4203,"-152",-735,"+28",25.733,"-0.511",35,11,6229,433,33.625
"20",20,"+2","NICKI MINAJ Super Bass",4130,"+148",1099,"+32",25.294,"+0.998",35,20,4130,1099,25.294
"21",21,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3980,"-8",222,"-26",22.024,"+0.267",35,21,3988,605,22.024
"22",22,"-2","JESSIE J Price Tag f/B.O.B",3860,"-200",-1386,"+26",20.73,"-0.726",35,12,5959,582,30.453
"23",23,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",3824,"+323",2001,"+101",24.093,"+2.198",18,23,3824,2001,24.093
"24",24,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3578,"+60",397,"-11",20.321,"+0.196",33,24,3578,864,20.321
"25",25,"-2","JEREMIH Down On Me f/50 Cent",3526,"-78",-610,"+112",21.367,"-0.450",35,10,8052,153,44.2
"26",26,"=","TAYLOR SWIFT The Story Of Us",3146,"+56",166,"+41",16.331,"+0.410",35,24,3146,587,16.331
"27",27,"=","NEW BOYZ Back Seat f/Cataracs & Dev",2743,"-201",-1132,"-97",15.649,"-1.084",35,17,4096,331,21.342
"28",28,"=","RIHANNA California King Bed",2527,"+35",361,"-33",13.061,"+0.137",30,28,2527,616,13.061
"29",29,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2316,"+35",330,"-28",11.327,"+0.125",35,29,2316,525,11.327
