"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JUSTIN BIEBER","Sorry",18490,-348,-999,-343,117.815,-2.624,71,"3",1,19494,3902,127.324
2,"=","SELENA GOMEZ","Same Old Love",17424,-263,-640,-274,106.022,-2.417,108,"8",2,18064,1774,111.646
3,"=","ADELE","Hello",16699,-389,-1444,-281,107.337,-3.216,70,"1",1,19167,4705,124.831
4,"=","ALESSIA CARA","Here",15158,-280,-492,-333,92.336,-2.572,166,"14",4,15650,1467,98.324
5,"+1","MEGHAN TRAINOR","Like I'm Gonna Lose You",12900,-319,-835,-373,74.072,-2.064,186,"20",5,13735,1275,83.171
6,"-1","ELLIE GOULDING","On My Mind",12895,-326,-1437,-365,76.041,-1.452,106,"15",4,14332,3457,82.642
7,"=","THE WEEKND","In The Night",11045,-87,-142,-175,64.836,-0.959,50,"31",7,11187,3011,67.098
8,"=","SHAWN MENDES","Stitches",9252,-209,-827,-235,67.236,-2.164,224,"10",1,17999,2130,108.715
9,"=","DEMI LOVATO","Confident",8422,-153,-598,-124,44.495,-0.745,92,"18",9,9049,1761,47.803
10,"+1","THE CHAINSMOKERS","Roses f/Rozes",8030,-20,-155,-40,44.08,0.047,96,"11",10,8185,1619,44.567
11,"-1","ONE DIRECTION","Perfect",8027,-123,-403,-113,38.857,-0.85,75,"16",10,8440,1211,41.357
12,"+1","DAYA","Hide Away",7784,-78,66,-181,40.991,-0.589,138,"22",12,7862,851,41.58
13,"-1","TWENTY ONE PILOTS","Stressed Out",7755,-113,301,-283,44.014,-0.921,47,"4",12,7868,1684,44.935
14,"=","DRAKE","Hotline Bling",7700,-70,-986,125,46.813,-0.646,109,"6",2,16016,2377,99.499
15,"=","JUSTIN BIEBER","Love Yourself",7526,-111,535,-288,52.228,-0.357,28,"2",15,7637,2930,52.585
16,"=","TAYLOR SWIFT","Wildest Dreams",6786,-154,-659,-168,45.503,-1.529,127,"30",1,18848,3531,112.715
17,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",6106,-102,-229,-180,29.346,-0.659,38,"24",17,6335,1989,31.644
18,"=","THE WEEKND","The Hills",5543,-85,-546,-56,44.229,-0.75,152,"33",2,17451,2705,105.256
19,"=","JUSTIN BIEBER","What Do You Mean?",5200,29,-568,162,46.286,-0.414,126,"12",1,18691,5900,114.523
20,"=","ELLE KING","Ex's and Oh's",4989,-152,-1268,-25,30.546,-0.89,140,"5",7,12070,1468,71.394
21,"=","GWEN STEFANI","Used To Love You",4788,-121,-436,-160,19.661,-0.373,64,"46",19,5224,1038,22.087
22,"=","DNCE","Cake By The Ocean",4727,-26,-13,-30,21.333,0.042,93,"13",22,4784,613,21.333
23,"=","CHARLIE PUTH","One Call Away",3886,-89,-59,-119,16.156,-0.479,53,"9",23,3975,819,17.475
24,"=","FALL OUT BOY","Irresistible f/Demi Lovato",3750,50,-35,61,16.009,0.367,65,"66/97",23,3796,560,16.657
25,"=","ADELE","When We Were Young",3668,147,1079,29,21.54,-0.267,16,"35",25,3668,1461,21.807
26,"=","FLO RIDA","My House",2979,-4,-60,-35,11.498,0.064,74,"7",26,3039,666,12.364
27,"=","HALSEY","New Americana",2887,-31,-153,-11,8.494,-0.216,96,"72",25,3060,537,9.352
28,"=","TORI KELLY","Hollow",2795,-25,22,-41,9.823,-0.151,54,"80",27,2820,501,10.502
29,"=","JASON DERULO","Get Ugly",2646,17,388,-45,11.647,0.205,19,"45",29,2646,1110,11.647
30,"=","ONE DIRECTION","Drag Me Down",2589,0,-297,-6,18.027,0.357,154,"28",5,10402,3358,53.211
31,"=","NELLY","The Fix f/Jeremih",2144,-43,-263,-55,7.478,-0.292,76,"75",30,2407,341,9.703
32,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",2127,25,89,26,11.671,0.057,35,"233",32,2127,451,11.778
33,"=","POST MALONE","White Iverson",2089,6,117,-1,7.148,-0.064,47,"37",33,2089,451,7.296
34,"+1","X AMBASSADORS","Renegades",2032,56,-272,133,10.703,0.234,144,"71",8,9986,1573,48.866
35,"-1","CHRIS BROWN","Zero",2017,30,143,32,8.019,-0.015,66,"211",33,2025,391,8.043
36,"=","TINASHE","Player f/Chris Brown",1773,-14,102,-63,6.481,-0.073,47,"506",36,1787,366,6.736
37,"+1","FETTY WAP","679 f/Remy Boyz...",1738,105,-169,161,9.286,0.781,117,"23",19,5210,769,28.742
38,"-1","RACHEL PLATTEN","Stand By You",1614,-33,-57,-31,6.909,-0.235,63,"17",36,1673,227,7.365
39,"=","TRAVI$ SCOTT","Antidote",1611,-2,31,-14,8.102,-0.06,33,"41",39,1613,308,8.162
40,"=","R. CITY","Make Up f/Chloe Angelides",1578,9,219,5,9.328,0.122,26,"148",40,1578,348,9.35
41,"=","DAVID GUETTA","Bang My Head f/Sia",1354,4,82,-42,6.848,0.137,22,"412",41,1371,379,6.848
42,"=","DIPLO & SLEEPY TOM","Be Right There",1337,48,126,44,8.923,0.202,39,"259",42,1337,207,8.923
43,"+1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",1324,63,8,72,15.636,0.656,159,"105",14,7390,1033,48.997
44,"-1","BORNS","Electric Love",1255,-20,-12,-28,3.523,-0.107,33,"325",43,1275,225,3.63
45,"=","ANDY GRAMMER","Good To Be Alive (Hallelujah)",1183,-8,-71,-1,3.04,-0.064,80,"26",42,1261,177,3.294
46,"=","JUSTIN TIMBERLAKE","Drink You Away",996,-20,-32,-17,3.969,-0.166,14,"115",46,1031,390,4.491
47,"=","PENTATONIX","Can't  Sleep Love",929,-62,-420,-35,2.843,-0.241,85,"141",35,1487,266,5.792
48,"=","ADAM LAMBERT","Another Lonely Night",914,-24,-44,-20,2.741,-0.134,24,"--",48,962,129,2.993
49,"=","DAWIN","Dessert",884,6,-64,37,3.279,-0.098,39,"77",46,989,118,4.548
50,"=","ARIANA GRANDE","Focus",853,68,-646,281,4.328,0.571,63,"49",13,8129,5117,41.927
