"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13228,"-66",-220,"-22",93.929,"-0.646",82,"10",1,13549,2321,99.332
"2",2,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",12330,"-71",-176,"-66",91.472,"+0.074",110,"25",2,12506,1674,92.019
"3",3,"=","WANTED Glad You Came",12236,"+213",1343,"+42",86.579,"+1.687",82,"8",3,12236,1343,86.579
"4",4,"=","GYM CLASS HEROES Ass Back Home",10975,"+41",334,"+7",70.84,"+0.198",127,"33",4,10975,1379,73.574
"5",5,"+1","FUN. We Are Young f/Janelle Monae",10321,"+349",2331,"-33",84.982,"+2.087",37,"2",5,10321,2738,84.982
"6",6,"+1","KATY PERRY Part Of Me",10045,"+150",769,"+77",68.834,"+1.064",46,"12",6,10045,3625,68.834
"7",7,"-2","ADELE Set Fire To The Rain",9764,"-352",-1871,"-183",73.085,"-2.509",126,"20",1,13928,2301,95.946
"8",8,"=","DRAKE Take Care f/Rihanna",7206,"-21",165,"-89",55.887,"-0.089",83,"24",8,7245,1220,56.44
"9",9,"=","JESSIE J Domino",7131,"-88",-1075,"+139",49.154,"-1.700",196,"46",2,12024,1524,67.403
"10",10,"=","PITBULL F/CHRIS BROWN International Love",6880,"-184",-1275,"+1",47.305,"-1.930",148,"35",5,9155,1086,62.67
"11",11,"=","CALVIN HARRIS Feel So Close",6733,"+44",393,"-26",48.109,"+0.071",50,"14",11,6733,1329,48.109
"12",12,"=","FLO RIDA Good Feeling",6591,"-78",-700,"-2",52.386,"-1.265",187,"38",1,13154,1657,85.747
"13",13,"+2","FLO RIDA Wild Ones f/Sia",6493,"+196",1090,"+88",46.926,"+1.351",55,"4",13,6493,1182,46.926
"14",14,"-1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",6316,"-211",-783,"-167",41.184,"-1.250",127,"18",10,7182,1174,48.863
"15",15,"-1","RIHANNA We Found Love f/Calvin Harris",6217,"-115",-391,"-91",54.603,"-0.397",187,"56",1,14238,2184,95.593
"16",16,"=","NICKI MINAJ Starships",6077,"+101",450,"+17",42.554,"+0.496",45,"7/44",16,6077,1834,42.554
"17",17,"=","OUTASIGHT Tonight Is The Night",5750,"-101",-230,"-122",34.669,"-1.021",150,"54",13,6035,572,36.649
"18",18,"=","ONE DIRECTION What Makes You Beautiful",5588,"+125",1234,"-85",34.25,"+0.818",30,"6",18,5588,1579,34.25
"19",19,"=","CHRIS BROWN Turn Up The Music",4711,"-26",-183,"-45",30.6,"-0.266",58,"28",18,4894,987,33.507
"20",20,"=","KARMIN Broken Hearted",4369,"+50",386,"-25",24.908,"+0.441",40,"17",19,4369,936,24.908
"21",21,"=","TRAIN Drive By",3923,"+72",284,"+32",21.418,"+0.203",75,"11",20,3923,527,21.418
"22",22,"=","B.O.B So Good",3522,"+88",704,"-28",24.013,"+0.385",27,"13",22,3522,1013,24.013
"23",23,"=","ADELE Rumour Has It",3472,"+170",1224,"+29",18.406,"+1.101",26,"32",23,3472,1224,18.406
"24",24,"=","GOTYE Somebody That I Used To Know",3067,"+166",922,"+55",23.905,"+1.331",29,"3",24,3067,922,23.905
"25",25,"+2","JUSTIN BIEBER Boyfriend",2525,"+632",2525,"+632",21.716,"+5.341",4,"1",25,2525,2525,21.716
"26",26,"-1","RIHANNA Talk That Talk f/Jay Z",2183,"+19",256,"+3",12.157,"-0.015",52,"47",25,2183,339,12.882
"27",27,"+1","CARLY RAE JEPSEN Call Me Maybe",2045,"+194",950,"+127",12.992,"+1.356",19,"5",27,2045,950,12.992
"28",28,"-2","CHRISTINA PERRI A Thousand Years",1883,"-42",-172,"-53",9.272,"+0.002",85,"36",23,2055,280,9.423
"29",29,"=","DEV & ENRIQUE IGLESIAS Naked",1460,"-10",-49,"+12",8.497,"+0.109",69,"168",28,1524,318,8.497
"30",30,"+1","ELLIE GOULDING Lights",1368,"+41",226,"+30",6.628,"+0.237",49,"79",30,1368,226,6.628
"31",31,"+2","DRAKE The Motto f/Lil Wayne",1315,"+5",130,"-22",15.428,"-0.219",40,"21",31,1315,237,15.761
"32",32,"=","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1301,"-24",209,"-38",7.856,"-0.148",26,"135",32,1325,461,8.004
"33",33,"+1","HAVANA BROWN We Run The Night f/Pitbull",1259,"+7",116,"-1",10.024,"-0.117",47,"91",33,1259,237,10.526
"34",34,"-4","JASON DERULO Breathing",1246,"-103",-288,"-84",5.276,"-0.405",55,"209",28,1573,432,6.812
"35",35,"=","COLDPLAY Princess Of China",1111,"-98",-691,"+31",4.856,"-0.427",125,"80",24,2042,363,10.812
"36",36,"+3","TAYLOR SWIFT Eyes Open",1081,"+222",922,"+158",7.906,"+0.962",5,"9",36,1081,922,7.906
"37",37,"-1","JAY Z & KANYE WEST N***** In Paris",1061,"-21",-252,"+32",8.511,"-0.054",145,"63",15,5155,785,36.602
"38",38,"-1","NEON HITCH F U Betta",981,"+25",186,"+5",2.896,"+0.092",26,"631",36,981,215,2.896
"39",39,"-1","DEMI LOVATO Give Your Heart A Break",928,"+30",155,"+26",5.956,"+0.056",30,"119",38,928,155,5.956
"40",40,"+3","CHRIS RENE Young Homie",825,"+37",191,"+15",2.796,"+0.154",19,"92",40,825,191,2.796
"41",41,"+1","WALLPAPER F**king Best Song Everrr",809,"+21",200,"-20",3.537,"-0.006",14,"--",40,809,262,3.563
"42",42,"-1","ALL-AMERICAN REJECTS Beekeeper's Daughte...",801,"+1",1,"-2",2.431,"-0.037",41,"--",38,804,204,2.758
"43",43,"-3","TYGA Rack City",777,"-31",-262,"+13",3.044,"+0.014",63,"29",32,1257,287,8.937
"44",44,"=","USHER Climax",729,"+10",99,"-13",3.413,"+0.062",12,"34",42,729,348,3.413
"45",45,"=","SEAN PAUL She Doesn't Mind",516,"+7",18,"+16",1.71,"+0.064",19,"338",45,516,158,1.821
"46",46,"=","AVICII Levels",504,"+0",37,"-2",5.691,"+0.277",85,"106",33,1352,260,9.722
"47",47,"=","J. COLE Can't Get Enough f/Trey Songz",500,"+0",-55,"+5",3.233,"-0.169",19,"112",43,562,156,3.809
"48",48,"=","FAR EAST MOVEMENT Live My Life f/Justin ...",359,"+3",48,"-7",1.277,"-0.066",8,"290",48,359,61,1.343
"49",49,"=","CADY GROVES This Little Girl",318,"-29",-140,"-6",0.59,"-0.052",36,"699",44,553,89,1.158
"50",50,"--","PITBULL Back In Time",316,"--",316,"--",3.452,"--",1,"40",50,316,316,3.452
