"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",14075,"-15",67,"-140",92.138,"-0.301",93,"4",1,14127,1893,93.336
2,"=","ADELE Someone Like You",12520,"+136",1453,"-257",86.127,"+0.582",64,"1",2,12520,2614,86.127
3,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",12217,"+95",705,"-57",76.274,"+0.805",103,"6",2,12217,1685,76.274
4,"=","FOSTER THE PEOPLE Pumped Up Kicks",11892,"+50",666,"-136",68.164,"+0.342",88,"2",3,11892,1356,68.164
5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",10219,"+98",975,"-59",62.605,"-0.087",118,"8",5,10219,1097,62.692
6,"=","BAD MEETS EVIL Lighters f/Bruno Mars",9124,"-110",-1162,"-61",60.648,"-0.399",106,"28",2,11835,1599,78.403
7,"=","LMFAO Party Rock Anthem",7741,"-72",-364,"-38",50.468,"-0.377",152,"10",1,14043,1859,94.193
8,"=","LADY GAGA You And I",7647,"+7",230,"-38",43.631,"-0.004",62,"9",8,7647,1553,43.894
9,"+1","DAVID GUETTA Without You f/Usher",7333,"+52",558,"-142",45.869,"+0.519",44,"7",9,7333,1586,45.869
10,"+1","DEV In The Dark",7093,"+31",275,"-116",48.062,"+0.053",73,"15",10,7107,1224,48.062
11,"-2","BRITNEY SPEARS I Wanna Go",7088,"-196",-1152,"-59",45.997,"-1.091",118,"50",1,12853,1768,82.422
12,"=","PITBULL Give Me Everything f/Ne-Yo",6809,"-61",-403,"-71",44.718,"-0.348",152,"33",1,14233,1811,95.596
13,"+1","NICKI MINAJ Super Bass",6565,"-60",-586,"+117",45.352,"-0.215",152,"20",3,12009,1188,73.23
14,"-1","KATY PERRY Last Friday Night (T.G.I.F.)",6467,"-241",-1387,"-221",35.808,"-1.165",135,"39",1,14935,2322,96.531
15,"+1","LMFAO Sexy And I Know It",5561,"+151",994,"-128",34.482,"+1.351",44,"3",15,5561,1530,34.482
16,"-1","RIHANNA Cheers (Drink To That)",5347,"-232",-1845,"-146",28.02,"-1.053",74,"12",10,8085,1594,43.942
17,"=","JASON DERULO It Girl",5293,"+49",290,"-2",26.045,"+0.199",53,"11",16,5293,1048,26.045
18,"=","KELLY CLARKSON Mr. Know It All",4526,"+34",347,"-53",24.166,"+0.312",36,"18",18,4526,1093,24.166
19,"=","ALEXANDRA STAN Mr. Saxobeat",4365,"+1",275,"-136",36.668,"+0.118",78,"25",19,4367,673,36.668
20,"=","THE SCRIPT Nothing",4306,"+57",348,"+5",20.408,"+0.029",72,"27",18,4306,722,20.408
21,"=","RIHANNA We Found Love f/Calvin Harris",4077,"+253",2137,"-47",29.015,"+0.980",15,"5",21,4077,2184,29.015
22,"=","ANDY GRAMMER Keep Your Head Up",3111,"-8",139,"-30",12.791,"+0.065",106,"88",22,3119,355,12.791
23,"=","LIL WAYNE How To Love",2934,"-63",-433,"-69",18.744,"-0.677",127,"22",9,8047,1328,45.275
24,"=","NEW BOYZ Better With The Lights Off",2752,"-5",131,"-71",10.217,"-0.176",66,"35",23,2777,423,10.454
25,"=","PATRICK STUMP This City f/Lupe Fiasco",2046,"+100",184,"+80",8.768,"+0.675",43,"114",25,2046,386,8.768
26,"=","SELENA GOMEZ & THE SCENE Love You Like A...",1865,"+6",258,"-25",8.772,"+0.053",48,"29",26,1865,306,8.772
27,"+1","NICKI MINAJ Fly f/Rihanna",1761,"+57",396,"-25",8.008,"+0.222",22,"44",27,1761,643,8.008
28,"-1","AFROJACK Take Over Control f/Eva Simons",1744,"-41",-527,"+65",17.281,"-0.310",112,"64",24,2836,435,23.455
29,"+1","BRITNEY SPEARS Criminal",1687,"+71",476,"+7",8.14,"+0.267",19,"222",29,1687,596,8.14
30,"-1","LLOYD Dedication To My Ex...",1626,"+4",212,"-40",6.038,"+0.082",37,"170",29,1626,315,6.038
31,"+1","GAVIN DEGRAW Not Over You",1336,"+28",116,"-4",5.043,"+0.193",46,"45",31,1336,310,5.043
32,"-1","THE BAND PERRY If I Die Young",1335,"-30",-228,"-26",9.97,"+0.042",152,"32",11,6052,768,32.555
33,"+1","FLO RIDA Good Feeling",1303,"+67",448,"-33",6.408,"+0.395",15,"53",33,1303,501,6.408
34,"-1","MATT NATHANSON Faster",1244,"+6",-21,"+3",4.428,"-0.026",90,"103",32,1277,166,4.717
35,"+2","BRUNO MARS It Will Rain",1195,"+142",851,"+67",8.167,"+0.481",7,"65",35,1195,851,8.167
36,"-1","JESSIE J Domino",1144,"+19",144,"-21",4.979,"+0.170",24,"116",35,1144,335,4.979
37,"-1","NICOLE SCHERZINGER Don't Hold Your Breat...",1143,"+65",388,"+30",2.752,"+0.254",14,"491",36,1143,446,2.752
38,"+1","DEMI LOVATO Skyscraper",993,"-8",-79,"-2",5.579,"-0.036",59,"43",35,1122,194,7.038
39,"+3","HOT CHELLE RAE I Like It Like That f/New...",884,"+38",322,"-9",2.958,"+0.270",10,"16",39,884,407,2.958
40,"=","WIZ KHALIFA No Sleep",857,"-51",-218,"-57",2.874,"-0.175",57,"113",34,1093,246,3.907
41,"+2","NICKELBACK When We Stand Together",848,"+33",342,"-23",3.041,"+0.086",8,"86",41,848,457,3.041
42,"-4","IYAZ Pretty Girls",834,"-205",-1342,"-47",3.621,"-0.973",127,"52",17,4770,659,22.767
43,"+1","LADY ANTEBELLUM Just A Kiss",824,"+23",171,"+10",3.289,"+0.053",19,"26",43,824,235,3.289
44,"+1","BREATHE CAROLINA Blackout",820,"+22",127,"+18",2.387,"+0.136",46,"257",40,820,136,2.387
45,"+1","SEAN PAUL Got 2 Luv U f/Alexis Jordan",813,"+16",59,"+17",2.852,"+0.029",29,"93",41,813,196,3.118
46,"+1","ENRIQUE IGLESIAS I Like How It Feels",752,"+46",307,"+23",4.282,"+0.065",8,"63",46,752,307,4.282
47,"+3","KATY PERRY The One That Got Away",608,"+56",347,"+33",3.981,"+0.379",3,"400",47,608,347,3.981
48,"--","T-PAIN 5 O'clock f/Wiz Khalifa",570,"--",256,"--",6.709,"--",2,"19",48,570,256,6.709
49,"=","WE THE KINGS Say You Like Me",564,"+8",70,"+9",1.277,"+0.008",21,"--",45,564,320,1.277
50,"--","JENNIFER LOPEZ Papi",501,"--",170,"--",2.759,"--",2,"66",50,501,244,2.759
