"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"+1","ONEREPUBLIC","Counting Stars",16409,157,1262,66,112.989,0.754,92,"4",1,16409,2609,112.989
"2",2,"-1","EMINEM","The Monster f/Rih...",16302,-37,780,-114,116.49,0.216,75,"9/48",1,16414,2904,117.022
"3",3,"=","PITBULL","Timber f/Ke$ha",16179,190,1380,117,109.315,1.859,90,"2",3,16179,2001,109.315
"4",4,"=","IMAGINE DRAGONS","Demons",11589,-321,-1202,-151,74.779,-2.728,133,"12",1,14595,1982,96.313
"5",5,"=","ELLIE GOULDING","Burn",10429,117,1491,-12,75.227,0.556,98,"13",5,10429,1574,75.227
"6",6,"=","ZEDD","Stay The Night f/...",9920,65,477,-48,63.366,-0.137,105,"41",5,9920,1238,64.445
"7",7,"=","LADY GAGA","Do What U Want f/...",9710,-37,921,-258,58.249,0.416,75,"34",7,9747,1408,58.249
"8",8,"=","ONE DIRECTION","Story Of My Life",9185,101,1085,-9,58.455,1.415,74,"10",8,9185,1292,58.455
"9",9,"+1","PASSENGER","Let Her Go",8879,72,703,-69,50.907,0.895,105,"5",9,8879,1223,50.907
"10",10,"-1","AVICII","Wake Me Up",8750,-170,-728,-97,68.433,-1.417,169,"17",1,17010,2103,116.977
"11",11,"=","NEIGHBOURHOOD","Sweater Weather",8121,-67,72,-158,45.398,0.09,197,"22",7,8300,869,45.553
"12",12,"=","KATY PERRY","Dark Horse",8010,365,2235,33,56.373,3.095,51,"1",12,8010,2235,56.373
"13",13,"+1","LORDE","Team",7129,90,1011,-51,47.468,0.92,50,"8",13,7129,1348,47.468
"14",14,"-1","MACKLEMORE & RYAN...","White Walls f/ScH...",7111,19,447,-57,38.155,0.291,120,"24",12,7111,764,38.155
"15",15,"=","A GREAT BIG WORLD","Say Something w/C...",6902,144,1077,56,44.867,0.965,51,"3/78",15,6902,1506,44.867
"16",16,"=","LORDE","Royals",5995,-126,-643,-35,40.075,-1.021,153,"11",1,16495,2817,112.509
"17",17,"=","MILEY CYRUS","Wrecking Ball",5731,-237,-866,-302,35.454,-1.482,123,"21",1,15459,2954,107.57
"18",18,"=","BASTILLE","Pompeii",5527,3,710,-131,35.165,0.487,65,"7",18,5527,1030,35.165
"19",19,"=","DRAKE","Hold On We're Goi...",5309,-42,-266,-14,34.61,-0.242,154,"43",4,11961,1610,74.25
"20",20,"=","JOHN NEWMAN","Love Me Again",4347,55,299,2,22.356,0.779,100,"23",20,4347,570,22.356
"21",21,"=","BEYONCE","XO",4094,103,1222,-53,26.351,0.494,23,"59",21,4094,1464,26.351
"22",22,"=","BRUNO MARS","Young Girls",3691,49,747,-137,22.206,0.289,30,"132",22,3691,884,22.206
"23",23,"=","ZENDAYA","Replay",3206,52,205,96,10.42,0.184,87,"26",23,3347,472,12.61
"24",24,"=","SARA BAREILLES","Brave",2932,21,97,36,17.364,0.053,133,"25",24,3095,380,19.453
"25",25,"+1","FLO RIDA","How I Feel",2703,17,83,-16,11.628,-0.098,65,"76",25,2708,547,12.521
"26",26,"-1","FALL OUT BOY","Alone Together",2649,-62,-342,-9,13.738,-0.178,146,"72",22,3296,471,18.251
"27",27,"+1","CALVIN HARRIS","Thinking About Yo...",2505,90,410,96,15.814,0.643,72,"196",27,2505,410,15.814
"28",28,"+1","DEMI LOVATO","Neon Lights",2471,61,442,-46,15.281,0.822,45,"86",28,2471,488,15.281
"29",29,"-2","BRITNEY SPEARS","Perfume",2367,-75,-462,-23,9.302,-0.616,64,"143",22,3580,896,17.467
"30",30,"=","MILEY CYRUS","Adore You",2273,215,994,182,12.101,0.805,17,"30",30,2273,994,12.101
"31",31,"+2","CASH CASH","Take Me Home f/Be...",1985,100,643,-37,12.706,0.253,56,"123",31,1985,680,12.706
"32",32,"-1","SELENA GOMEZ","Slow Down",1937,-85,-567,30,11.636,-0.069,147,"119",7,9868,1167,57.795
"33",33,"-1","KATY PERRY","Unconditionally",1896,-125,-1258,84,8.862,-0.818,85,"32",8,8987,3384,51.293
"34",34,"=","THE 1975","Chocolate",1847,73,292,28,7.136,0.47,49,"135",33,1847,387,7.136
"35",35,"=","JUSTIN TIMBERLAKE","TKO",1697,-67,-282,-44,7.075,-0.23,110,"159",11,6739,1724,32.813
"36",36,"=","AVICII","Hey Brother",1676,17,281,-43,11.021,0.365,38,"31",35,1676,388,11.021
