"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",16174,-96,-389,-11,109.429,-1.061,106,"2/95",1,16771,2544,113.5
"2",2,"=","MAROON 5","Love Somebody",13906,70,744,-22,87.913,0.299,100,"32",2,13906,1278,87.913
"3",3,"=","ZEDD","Clarity f/Foxes",13847,62,644,-11,90.278,-0.031,159,"15",3,13847,1183,90.309
"4",4,"=","IMAGINE DRAGONS","Radioactive",12290,-232,-1362,-127,83.224,-0.983,132,"9",2,14606,2069,92.777
"5",5,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",10497,17,538,-93,70.971,-0.353,91,"14",5,10497,1815,71.324
"6",6,"=","CALVIN HARRIS F/E...","I Need Your Love",10488,74,292,96,67.876,1.045,140,"37",6,10488,1386,72.137
"7",7,"+1","CAPITAL CITIES","Safe And Sound",10007,87,821,-45,68.762,1.076,124,"10",7,10007,1083,68.762
"8",8,"-1","BRUNO MARS","Treasure",9946,-225,-1155,-97,55.39,-1.69,104,"20/70",5,11434,2114,69.467
"9",9,"=","ANNA KENDRICK","Cups (Pitch Perfe...",9609,75,193,57,57.576,-0.265,148,"13",9,9609,992,59.103
"10",10,"=","MILEY CYRUS","We Can't Stop",8902,76,401,21,51.685,0.469,79,"8",10,8902,1276,51.685
"11",11,"=","LANA DEL REY","Summertime Sadnes...",8193,213,1837,-86,56.377,2.264,51,"12/23",11,8193,1923,56.377
"12",12,"=","JASON DERULO","The Other Side",7738,-238,-2202,113,45.828,-1.139,126,"47",5,11323,2399,66.105
"13",13,"=","DAFT PUNK","Get Lucky",7434,-219,-2056,154,52.585,-1.527,123,"16",2,14968,2173,99.686
"14",14,"=","KATY PERRY","Roar",7342,200,2187,-736,50.033,0.838,12,"1",14,7342,6098,53.27
"15",15,"=","JUSTIN TIMBERLAKE","Take Back The Nig...",6822,9,183,19,37.396,-0.4,42,"85",13,6822,3722,40.113
"16",16,"=","JAY Z","Holy Grail f/Just...",5537,133,984,-15,35.54,1.067,50,"6",16,5537,2095,35.54
"17",17,"=","ONE DIRECTION","Best Song Ever",4647,62,365,49,21.936,0.425,34,"17",17,4647,1660,21.936
"18",18,"=","LADY GAGA","Applause",4509,219,2212,-320,30.274,0.296,11,"5",18,4509,3922,34.077
"19",19,"+1","AVICII","Wake Me Up",4313,181,1559,-11,32.763,1.203,27,"3",19,4313,1602,32.763
"20",20,"+1","PHILLIP PHILLIPS","Gone, Gone, Gone",4157,26,264,-69,23.414,0.189,87,"24",19,4157,462,23.414
"21",21,"-2","SELENA GOMEZ","Come & Get It",4141,-85,-347,49,27.217,-0.303,136,"49",1,14547,2034,86.045
"22",22,"+1","ENRIQUE IGLESIAS","Turn The Night Up",3884,65,571,-6,21.221,0.136,32,"63",22,3884,2260,24.628
"23",23,"-1","PARAMORE","Still Into You",3852,5,223,-45,20.015,0.115,106,"26",20,3852,711,20.015
"24",24,"=","TAYLOR SWIFT","Everything Has .....",3650,76,499,35,20.864,0.012,40,"52",24,3650,990,20.864
"25",25,"=","LABRINTH","Beneath Your Beau...",2756,-43,61,6,10.503,-0.21,98,"34",25,2799,485,13.99
"26",26,"=","BONNIE MCKEE","American Girl",2755,32,311,2,14.002,0.065,47,"105",26,2755,740,14.002
"27",27,"+1","AWOLNATION","Sail",2317,-28,76,-68,10.461,-0.08,92,"25",27,2365,299,10.706
"28",28,"-1","NIKKI WILLIAMS","Glowing",2291,-285,-1305,-162,10.02,-0.895,138,"183",20,3997,427,19.002
"29",29,"=","PINK","True Love f/Lily ...",2200,-2,320,-62,10.686,-0.042,33,"69",29,2202,503,10.728
"30",30,"=","RIHANNA","Right Now f/David...",1851,-223,-2389,213,10.934,-0.776,89,"238",15,6098,1144,35.227
"31",31,"=","LORDE","Royals",1768,206,1028,125,13.666,1.463,11,"4",31,1768,1028,13.666
"32",32,"+2","DRAKE","Hold On We're Goi...",1508,108,797,-17,8.567,0.67,12,"--",32,1508,872,8.567
"33",33,"-1","NEIGHBOURHOOD","Sweater Weather",1457,26,167,14,5.392,0.153,55,"71",32,1457,262,5.392
"34",34,"-1","ARIANA GRANDE","The Way f/Mac Mil...",1404,-13,-206,14,12.655,0.034,145,"66",11,7681,1373,40.497
"35",35,"=","TEGAN & SARA","Closer",1354,8,95,6,5.525,-0.017,68,"259",34,1354,188,5.575
"36",36,"=","KREWELLA","Live For The Nigh...",1353,19,263,-4,5.483,0.003,32,"285",35,1353,288,5.545
"37",37,"=","CODY SIMPSON","Pretty Brown Eyes",1349,22,301,-27,3.835,0.015,42,"177",37,1349,328,3.835
"38",38,"=","ROBIN THICKE","Give It 2 U f/Ken...",1335,47,355,1,8.455,0.102,19,"165",38,1335,476,8.455
"39",39,"=","JONAS BROTHERS","First Time",1157,-35,-109,-39,4.214,-0.145,48,"--",35,1367,404,5.278
"40",40,"=","FIFTH HARMONY","Miss Movin' On",1089,0,18,4,4.295,0.04,45,"74",40,1092,310,4.803
"41",41,"=","FLO RIDA","Can't Believe It ...",1083,20,155,27,4.951,-0.007,19,"88",41,1083,479,5
"42",42,"+1","DEMI LOVATO","Made In The USA",1025,10,98,-1,4.336,0.017,30,"178",42,1025,271,4.373
"43",43,"-1","EMBLEM3","Chloe (You're The...",922,-113,-1270,56,3.728,-0.361,117,"134",24,2668,382,8.721
"44",44,"+1","ARMIN VAN BUUREN","This Is What It F...",850,16,130,0,7.912,0.231,29,"216",44,850,225,7.912
"45",45,"-1","KE$HA","Crazy Kids",833,-85,-1012,87,4.167,-0.337,113,"188",18,4518,529,22.983
"46",46,"=","SELENA GOMEZ","Slow Down",742,110,444,67,4.155,0.487,5,"97",46,742,444,4.155
"47",47,"=","MIKA","Popular Song f/Ar...",506,12,154,-10,1.328,0.002,5,"136",46,506,210,1.328
"48",48,"=","FALL OUT BOY","Alone Together",438,4,148,-21,1.239,0.021,4,"--",48,438,170,1.239
"49",49,"=","ICONA POP","All Night",426,6,62,-15,0.933,0.014,5,"297",48,426,96,0.94
"50",50,"=","J. COLE","Crooked Smile f/T...",409,10,37,-14,1.475,0.04,4,"--",49,409,68,1.475
