"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Rolling In The Deep",14150,"+102",457,"+2",95.338,"+0.723",26,1,14150,2273,95.338
"2",2,"=","KATY PERRY E.T.",12764,"-101",-499,"-68",87.83,"-0.392",26,1,14624,0,96.745
"3",3,"=","BLACK EYED PEAS Just Can't Get Enough",12564,"-109",-640,"-31",79.717,"-0.305",26,2,13366,715,84.474
"4",4,"=","BRITNEY SPEARS Till The World Ends",11111,"-48",-434,"+58",72.485,"+0.134",26,3,11896,966,75.819
"5",5,"=","BRUNO MARS Lazy Song",11094,"+222",771,"+246",60.913,"+0.819",26,5,11094,1054,60.913
"6",6,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9799,"-53",-272,"-25",60.548,"-0.142",26,5,10169,668,65.118
"7",7,"=","PITBULL Give Me Everything f/Ne-Yo",9620,"+182",1235,"+106",69.931,"+1.315",26,7,9620,1811,69.931
"8",8,"=","TINIE TEMPAH Written In The Stars",7613,"-69",-724,"-23",42.493,"+0.115",26,7,8819,756,54.175
"9",9,"=","LUPE FIASCO The Show Goes On",6741,"+91",911,"+12",41.323,"+0.486",26,9,6741,1005,41.323
"10",10,"=","LADY GAGA The Edge Of Glory",6431,"+253",1178,"+126",39.138,"+1.940",26,10,6431,2193,39.138
"11",11,"=","KE$HA Blow",5861,"-20",-608,"+194",36.364,"+0.020",26,4,10135,0,56.264
"12",12,"+1","RIHANNA S&M",5624,"+31",-604,"+225",37.369,"-0.056",26,5,10081,0,64.524
"13",13,"-1","JESSIE J Price Tag f/B.O.B",5623,"-45",-159,"-46",27.581,"-0.181",26,12,5959,582,30.453
"14",14,"=","THE SCRIPT For The First Time",5323,"-99",-573,"-47",29.683,"-0.152",26,11,6229,433,33.625
"15",15,"+1","JASON DERULO Don't Wanna Go Home",4723,"+107",1005,"-47",25.749,"+0.689",24,15,4723,1463,25.749
"16",16,"+2","LMFAO Party Rock Anthem",4668,"+187",985,"+93",33.945,"+1.431",26,16,4668,985,33.945
"17",17,"=","WIZ KHALIFA Roll Up",4617,"+78",335,"+29",25.596,"+0.210",26,16,4617,725,25.596
"18",18,"-3","JEREMIH Down On Me f/50 Cent",4485,"-152",-951,"+27",25.503,"-0.901",26,10,8052,153,44.2
"19",19,"=","SELENA GOMEZ & THE SCENE Who Says",4398,"+42",302,"+19",26.291,"+0.371",26,17,4398,707,26.291
"20",20,"=","HOT CHELLE RAE Tonight Tonight",4388,"+125",576,"+96",21.252,"+0.394",26,19,4388,643,21.252
"21",21,"=","NEW BOYZ Back Seat f/Cataracs & Dev",4039,"-9",-31,"+12",21.327,"+0.045",26,17,4096,331,21.342
"22",22,"=","ONEREPUBLIC Good Life",4002,"+51",325,"-73",20.851,"+0.164",26,21,4002,580,20.851
"23",23,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3738,"+49",354,"-59",20.882,"-0.212",26,23,3738,605,21.932
"24",24,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3025,"+169",673,"+51",19.448,"+0.791",24,24,3025,864,19.448
"25",25,"-1","TAYLOR SWIFT The Story Of Us",2915,"+58",247,"+13",14.488,"+0.305",26,24,2915,587,14.488
"26",26,"=","NICKI MINAJ Super Bass",2847,"+54",532,"-85",15.992,"+0.484",26,26,2847,834,15.992
"27",27,"=","LADY GAGA Born This Way",2547,"+26",-13,"+56",13.418,"+0.097",26,19,3651,0,20.436
"28",28,"=","RIHANNA California King Bed",2039,"+54",445,"-31",9.99,"+0.240",21,28,2039,616,9.99
"29",29,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1881,"+70",324,"+44",8.413,"+0.236",26,29,1881,525,8.413
"30",30,"=","SHONTELLE Say Hello To Goodbye",1754,"+24",120,"-54",5.48,"+0.152",26,29,1754,174,5.48
"31",31,"+1","MAROON 5 Never Gonna Leave This Bed",1590,"+34",242,"+26",6.065,"+0.186",26,31,1590,312,6.065
"32",32,"-1","CHRIS BROWN Look At Me Now",1533,"-39",-237,"-75",9.649,"-0.287",26,28,1861,229,12.746
"33",33,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",1442,"+151",817,"+94",9.7,"+0.662",9,33,1442,817,9.7
"34",34,"-1","NICOLE SCHERZINGER Right There",1436,"+128",697,"+57",8.823,"+0.421",10,33,1436,697,8.823
