"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","SWEDISH HOUSE MAFIA","Don't You Worry Child",14155,-157,-457,-142,105.237,-1.659,180,"28",1,14704,1905,116.982
"2",2,"+1","MACKLEMORE & RYAN LEWI...","Thrift Shop f/Wanz",14012,138,583,34,104.18,1.054,110,"3",2,14012,2020,104.18
"3",3,"-1","TAYLOR SWIFT","I Knew You Were Troubl...",13652,-368,-1227,-283,112.558,-1.405,109,"13",1,16073,2452,126.481
"4",4,"=","MAROON 5","Daylight",12446,-21,706,-188,92.986,0.117,105,"15",4,12467,1308,92.986
"5",5,"=","WILL.I.AM & BRITNEY SP...","Scream And Shout",12295,-155,-689,-83,90.875,-0.712,103,"11",3,13157,2182,99.406
"6",6,"=","CALVIN HARRIS","Sweet Nothing f/Floren...",10308,109,479,94,79.474,0.832,113,"32",6,10308,1126,79.474
"7",7,"=","BRUNO MARS","When I Was Your Man",9232,164,1182,7,70.944,0.585,52,"1",7,9232,1738,70.944
"8",8,"=","BRUNO MARS","Locked Out Of Heaven",8569,-128,-869,6,71.883,-0.965,158,"14",1,15928,2790,124.488
"9",9,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY Z",8539,235,988,169,62.518,1.305,53,"7",9,8539,6457,62.518
"10",10,"=","LUMINEERS","Ho Hey",7976,-93,-248,25,59.748,-0.99,173,"24",2,13545,1921,101.636
"11",11,"=","IMAGINE DRAGONS","It's Time",7374,-6,28,-102,48.729,-0.146,166,"34",11,7383,983,48.875
"12",12,"+1","RIHANNA","Stay f/Mikky Ekko",7104,152,1241,-48,58.322,0.993,40,"2",12,7104,1617,58.322
"13",13,"-1","KE$HA","C'mon",7048,-250,-1026,-172,36.892,-1.474,82,"52",9,8228,1547,54.334
"14",14,"=","KELLY CLARKSON","Catch My Breath",6775,34,-95,-27,43.817,-0.23,133,"36",13,6870,767,44.758
"15",15,"=","PITBULL","Feel This Moment",6735,79,772,-82,51.535,0.931,61,"6",15,6735,1516,51.535
"16",16,"=","JUSTIN BIEBER","Beauty And A Beat f/N....",6126,-120,-975,-24,45.244,-1.079,141,"66",2,12731,1998,87.772
"17",17,"=","OLLY MURS","Troublemaker f/Flo Rid...",4971,50,189,16,33.225,-0.062,81,"25",17,4971,766,33.287
"18",18,"=","PINK","Try",4702,-127,-987,55,35.19,-1.041,131,"45",6,9909,1515,66.33
"19",19,"=","MUMFORD & SONS","I Will Wait",4634,102,561,10,32.633,1.133,62,"18",19,4634,747,32.633
"20",20,"=","ONE DIRECTION","Kiss You",4515,11,260,-11,22.464,-0.309,45,"67",19,4515,1186,22.924
"21",21,"=","OF MONSTERS AND MEN","Little Talks",4187,49,296,36,27.467,0.299,110,"20",20,4187,655,27.467
"22",22,"+1","KREWELLA","Alive",3636,52,760,-90,28.949,0.288,29,"68",22,3636,918,28.949
"23",23,"-1","THE SCRIPT","Hall Of Fame f/will.i....",3606,-306,-1617,-197,20.442,-1.896,173,"38",16,5672,564,31.748
"24",24,"+1","FALL OUT BOY","My Songs Know What You...",3162,67,785,-69,15.261,0.391,26,"23",24,3162,1015,15.261
"25",25,"-1","ALICIA KEYS","Girl On Fire",2972,-136,-792,45,21.16,-0.094,136,"37",9,7658,1171,50.899
"26",26,"=","CHRIS WALLACE","Remember When (Push Re...",2850,-18,75,-2,14.779,-0.09,208,"134",24,2872,332,15.148
"27",27,"=","FUN.","Carry On",2659,19,357,-31,15.668,0.284,59,"19",27,2659,495,15.668
"28",28,"=","NELLY","Hey Porsche",2461,-17,1,-9,14.526,-0.205,49,"39",26,2524,673,14.908
"29",29,"+2","PINK","Just Give Me A Reason",2362,196,1228,30,16.621,1.612,16,"5",29,2362,1228,16.621
"30",30,"-1","ICONA POP","I Love It f/Charli XCX",2273,39,397,-68,18.96,0.329,28,"40",29,2273,675,18.96
"31",31,"+1","DEMI LOVATO","Heart Attack",2163,261,1663,65,22.711,1.665,8,"10",31,2163,1663,22.711
"32",32,"-2","HUNTER HAYES","Wanted",2135,-80,-448,3,13.743,-0.284,145,"44",23,3020,368,18.605
"33",33,"=","MUSE","Madness",1817,36,385,35,7.398,0.338,83,"43",32,1817,385,7.398
"34",34,"=","BRITT NICOLE","Gold",1649,-10,94,-16,6.381,-0.023,82,"91",29,1659,314,6.424
