"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+2","BRUNO MARS","When I Was Your M...",14653,"+287",2288,"-97",94.318,"+2.063",69,"3",1,14653,2737,94.318
2,"-1","MAROON 5","Daylight",14639,"+22",549,"-411",88.114,"-0.472",122,"21",1,14639,1641,96.697
3,"-1","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",14452,"-57",-560,"-243",92.377,"-0.585",127,"5/25",1,15012,2020,109.652
4,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",11960,"+80",1133,"-281",71.585,"+0.034",70,"2/94",4,11960,6457,72.032
5,"=","CALVIN HARRIS","Sweet Nothing f/F...",11499,"+0",-28,"-285",77.278,"+0.181",130,"36",4,11639,1126,84.444
6,"=","TAYLOR SWIFT","I Knew You Were T...",10721,"-144",-1273,"-149",81.881,"-1.070",126,"22",1,16073,2452,126.481
7,"+1","RIHANNA","Stay f/Mikky Ekko",10351,"+132",1206,"-203",75.046,"+0.962",57,"4",7,10351,1617,75.046
8,"-1","SWEDISH HOUSE MAF...","Don't You Worry C...",10085,"-144",-1764,"-81",63.184,"-1.450",197,"43",1,14704,1905,116.982
9,"=","WILL.I.AM & BRITN...","Scream And Shout",8984,"-335",-2195,"-348",59.61,"-1.806",120,"18",3,13157,2182,99.406
10,"=","PITBULL","Feel This Moment",8721,"+135",763,"-53",57.293,"+0.607",78,"6",10,8721,1516,57.91
11,"=","IMAGINE DRAGONS","It's Time",8240,"+20",46,"-112",46.225,"+0.274",183,"34",10,8287,983,50.249
12,"=","OLLY MURS","Troublemaker f/Fl...",6536,"+69",746,"-132",37.162,"+0.805",98,"19",12,6536,1121,37.162
13,"=","DEMI LOVATO","Heart Attack",6261,"+131",909,"-153",37.573,"+0.994",25,"10",13,6261,2482,37.573
14,"=","PINK","Just Give Me A Re...",5851,"+250",1388,"-15",37.237,"+1.620",33,"1",14,5851,1553,37.237
15,"+1","KREWELLA","Alive",5683,"+124",849,"-32",33.846,"+0.700",46,"52",15,5683,968,33.846
16,"-1","MUMFORD & SONS","I Will Wait",5638,"+75",387,"+9",34.313,"+0.337",79,"24",14,5638,747,36.633
17,"=","OF MONSTERS AND M...","Little Talks",5029,"-21",367,"-131",30.539,"-0.172",127,"26",17,5050,655,30.711
18,"=","TAYLOR SWIFT","22",4626,"+227",1378,"-117",23.999,"+0.583",22,"33",18,4626,2327,23.999
19,"+2","FUN.","Carry On",4168,"+59",657,"-107",22.103,"+0.428",76,"17",19,4168,935,22.103
20,"+2","FALL OUT BOY","My Songs Know Wha...",4008,"+28",331,"-63",18.218,"+0.176",43,"11",20,4008,1015,18.218
21,"-2","KELLY CLARKSON","Catch My Breath",4002,"-225",-1825,"-194",28.029,"-0.556",150,"47",12,6870,767,44.758
22,"+1","ICONA POP","I Love It f/Charl...",3604,"+50",400,"-42",23.412,"+0.268",45,"15",22,3604,707,23.927
23,"+1","PINK","Try",2890,"-67",-408,"-39",19.153,"-0.492",148,"46",6,9909,1515,66.33
24,"+1","JUSTIN BIEBER","All Around The Wo...",2850,"+76",793,"+41",18.692,"+0.373",36,"117",24,2850,793,18.692
25,"+2","MUSE","Madness",2467,"+42",242,"-7",11.406,"+0.088",100,"29",25,2467,385,11.406
26,"+2","KE$HA","C'mon",2241,"-116",-1207,"+216",10.599,"-0.701",99,"61",9,8228,1547,54.334
27,"-1","ONE DIRECTION","Kiss You",2231,"-231",-1577,"-127",9.442,"-0.857",62,"74",19,4542,1186,22.924
