"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Set Fire To The Rain",13248,-111,-551,-73,88.216,-0.496,105,"10",1,13928,2301,91.812
2,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13224,74,780,-93,84.63,0.515,61,"5",2,13224,2321,84.63
3,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11856,81,615,-82,72.744,0.956,89,"15",3,11856,1674,72.744
4,"=","JESSIE J Domino",11157,-169,-677,-87,61.158,-0.821,175,"30",2,12024,1524,67.403
5,"+1","GYM CLASS HEROES Ass Back Home",9130,156,677,66,58.838,0.681,106,"19",5,9130,1379,58.838
6,"-1","PITBULL F/CHRIS BROWN International Love",9124,-5,-2,-48,56.314,0.577,127,"23",5,9129,1086,56.669
7,"=","FLO RIDA Good Feeling",8809,-123,-1213,16,59.665,-1.166,166,"25",1,13154,1657,85.747
8,"=","WANTED Glad You Came",8805,183,1138,-7,53.634,1.294,61,"2",8,8805,1330,53.634
9,"=","RIHANNA We Found Love f/Calvin Harris",7769,-168,-1133,-148,54.611,-1.051,166,"38",1,14238,2184,95.593
10,"=","KATY PERRY Part Of Me",7366,121,1181,-69,45.48,1.16,25,"7",10,7366,3625,45.48
11,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7024,83,328,44,43.642,0.256,106,"12",10,7024,1174,43.642
12,"=","BRUNO MARS It Will Rain",6043,-62,-147,53,33.51,-0.819,158,"52",1,13635,2024,86.477
13,"+1","DRAKE Take Care f/Rihanna",5951,92,490,39,44.45,0.596,62,"13",13,5951,1220,44.45
14,"-1","GAVIN DEGRAW Not Over You",5751,-120,-773,-59,32.733,-1.161,197,"40",10,7039,547,37.933
15,"=","OUTASIGHT Tonight Is The Night",5579,51,227,38,29.639,0.289,129,"41",15,5579,572,29.639
16,"=","KATY PERRY The One That Got Away",4921,-142,-923,12,29.91,-0.873,154,"98",1,13402,1631,80.623
17,"=","CALVIN HARRIS Feel So Close",4836,190,1172,25,34.055,1.111,29,"20",17,4836,1328,34.055
18,"=","CHRIS BROWN Turn Up The Music",4303,34,645,-105,24.563,0.102,37,"22",18,4303,987,24.563
