"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",15886,-105,-523,-67,105.728,-1.279,110,"5",1,16771,2544,113.5
"2",2,"=","ZEDD","Clarity f/Foxes",14182,35,676,-93,92.157,0.312,163,"21",2,14182,1183,92.157
"3",3,"=","MAROON 5","Love Somebody",13869,-41,100,-194,86.999,-0.325,104,"46",2,13931,1278,87.913
"4",4,"=","IMAGINE DRAGONS","Radioactive",11372,-125,-1657,131,78.714,-0.732,136,"16",2,14606,2069,92.777
"5",5,"=","CALVIN HARRIS F/E...","I Need Your Love",10660,31,377,-8,70.486,0.806,144,"37",5,10667,1386,72.137
"6",6,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",10506,30,152,-131,69.632,-0.654,95,"9",5,10548,1815,71.324
"7",7,"=","CAPITAL CITIES","Safe And Sound",10487,157,789,34,71.222,0.834,128,"14",7,10487,1083,71.222
"8",8,"=","ANNA KENDRICK","Cups (Pitch Perfe...",9669,-36,167,-74,56.046,-0.362,152,"26",8,9705,992,59.103
"9",9,"+1","MILEY CYRUS","We Can't Stop",9245,138,540,53,53.509,0.47,83,"6",9,9245,1276,53.509
"10",10,"-1","BRUNO MARS","Treasure",9154,-290,-1460,-100,50.277,-1.233,108,"24/78",5,11434,2114,69.467
"11",11,"=","LANA DEL REY","Summertime Sadnes...",8990,185,1564,-116,64.471,1.74,55,"18/28",11,8990,1923,64.471
"12",12,"=","KATY PERRY","Roar",8025,134,1566,-68,55.392,1.268,16,"1",12,8025,6098,55.392
"13",13,"+1","DAFT PUNK","Get Lucky",6887,-148,-1169,48,48.511,-1.142,127,"19",2,14968,2173,99.686
"14",14,"+1","JUSTIN TIMBERLAKE","Take Back The Nig...",6823,14,51,-21,35.925,-0.449,46,"20",13,6823,3722,40.113
"15",15,"-2","JASON DERULO","The Other Side",6810,-300,-1811,56,41.55,-1.123,130,"68",5,11323,2399,66.105
"16",16,"=","JAY Z","Holy Grail f/Just...",6079,127,1023,2,38.646,1.084,54,"11",16,6079,2095,38.646
"17",17,"=","LADY GAGA","Applause",5392,165,1736,432,33.477,0.251,15,"3",17,5392,3922,34.077
"18",18,"=","AVICII","Wake Me Up",5226,272,1513,45,38.582,1.31,31,"7",18,5226,1602,38.582
"19",19,"=","ONE DIRECTION","Best Song Ever",5012,62,508,5,22.995,0.271,38,"17",17,5012,1660,22.995
"20",20,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",4258,25,223,-37,24.094,0.168,91,"39",19,4258,462,24.094
"21",21,"=","ENRIQUE IGLESIAS","Turn The Night Up",4107,114,410,90,21.167,-0.122,36,"74",21,4107,2260,24.628
"22",22,"=","PARAMORE","Still Into You",3898,13,100,-61,19.955,0.075,110,"40",20,3898,711,20.077
"23",23,"+1","TAYLOR SWIFT","Everything Has .....",3883,42,463,-45,21.486,0.052,44,"47",23,3883,990,21.486
"24",24,"-1","SELENA GOMEZ","Come & Get It",3853,-21,-475,2,25.868,-0.234,140,"33",1,14547,2034,86.045
"25",25,"=","BONNIE MCKEE","American Girl",2926,42,297,-35,14.896,0.207,51,"122",25,2926,740,14.896
"26",26,"=","LABRINTH","Beneath Your Beau...",2628,-62,-160,-69,10.319,-0.094,102,"48",25,2799,485,13.99
"27",27,"+1","LORDE","Royals",2521,205,1269,53,19.942,1.625,15,"10",27,2521,1269,19.942
"28",28,"-1","AWOLNATION","Sail",2355,19,-10,-14,10.589,0.105,96,"32",27,2365,299,10.706
"29",29,"=","PINK","True Love f/Lily ...",2235,15,105,-26,10.506,0.132,37,"91",28,2235,503,10.728
"30",30,"=","DRAKE","Hold On We're Goi...",2112,102,930,-36,12.687,0.633,16,"--",30,2112,966,12.687
"31",31,"=","ROBIN THICKE","Give It 2 U f/Ken...",1600,58,374,7,9.145,0.231,23,"22",31,1600,476,9.145
