"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"+1","BRUNO MARS It Will Rain",13635,26,321,18,85.687,-0.26,107,"11",1,13635,2024,86.477
"2",2,"-1","RIHANNA We Found Love f/Calvin Harris",13633,-44,-325,-25,91.772,-0.005,115,"8",1,14238,2184,95.593
"3",3,"=","KATY PERRY The One That Got Away",13382,8,204,23,80.272,-0.063,103,"15",2,13387,1631,80.623
"4",4,"=","FLO RIDA Good Feeling",12612,111,1253,-34,83.215,0.474,115,"6",4,12612,1657,83.215
"5",5,"+1","ADELE Set Fire To The Rain",9301,302,2027,37,61.113,1.823,54,"1",5,9301,2301,61.113
"6",6,"-1","LMFAO Sexy And I Know It",9149,-121,-801,64,59.893,-0.545,144,"7",2,12000,1530,74.768
"7",7,"=","SELENA GOMEZ & THE SCENE Love You Like A...",9058,82,988,-83,47.294,0.568,148,"36",6,9058,1208,47.294
"8",8,"=","DAVID GUETTA Without You f/Usher",8182,-170,-1118,-138,50.361,-0.778,144,"35",1,13428,1586,84.476
"9",9,"=","JESSIE J Domino",7640,180,1524,37,45.137,0.822,124,"10",9,7640,1524,45.137
"10",10,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6793,-129,-644,25,41.069,-1.038,203,"33",1,13951,1685,86.013
"11",11,"=","GAVIN DEGRAW Not Over You",5811,71,360,62,29.657,0.456,146,"17",11,5811,547,29.657
"12",12,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5620,-79,-646,5,35.891,-0.48,193,"20",1,14127,1893,93.336
"13",13,"=","J. COLE Workout",5452,31,329,14,33.945,-0.257,86,"30",13,5452,659,34.202
"14",14,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",4922,-65,-623,38,30.818,-0.504,218,"58",4,11548,1097,70.438
"15",15,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",4805,150,1209,-72,30.639,0.864,38,"2",15,4805,1674,30.639
"16",16,"-1","JAY Z & KANYE WEST N***** In Paris",4711,39,416,-16,34.931,0.365,73,"13",15,4711,785,34.931
"17",17,"+1","GYM CLASS HEROES Ass Back Home",4647,145,1006,-10,29.15,0.941,55,"18",17,4647,1379,29.15
"18",18,"-1","RIHANNA You Da One",4562,51,263,13,24.788,0.105,68,"34",17,4562,3394,36.963
"19",19,"+1","HOT CHELLE RAE I Like It Like That f/New...",4462,71,502,1,21.562,0.335,110,"32",19,4462,639,21.562
"20",20,"-1","DRAKE Headlines",4383,-110,-353,-92,25.537,-0.411,94,"47",16,4778,754,30.781
"21",21,"=","BREATHE CAROLINA Blackout",4343,5,130,44,24.095,0.194,146,"26",21,4343,498,24.095
"22",22,"=","PITBULL F/CHRIS BROWN International Love",4266,99,634,18,27.899,-0.08,76,"16",22,4266,1058,27.979
"23",23,"+1","LADY GAGA Marry The Night",3884,-219,-1146,-128,20.82,-1.216,70,"69",14,5499,1570,30.701
"24",24,"-1","T-PAIN 5 O'clock f/Wiz Khalifa",3733,-380,-1957,-194,17.15,-1.446,102,"44",10,6640,1264,34.118
"25",25,"=","OUTASIGHT Tonight Is The Night",3560,-14,252,-55,18.625,-0.005,78,"39",25,3574,506,18.63
"26",26,"=","KELLY CLARKSON Mr. Know It All",3215,-145,-1223,60,16.205,-1.098,136,"52",11,6408,1093,34.137
"27",27,"=","FRAY Heartbeat",2813,83,288,55,12.812,0.049,83,"88",27,2813,677,12.812
"28",28,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2270,95,572,79,14.603,0.743,55,"9",28,2270,572,14.603
"29",29,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",1958,172,1363,42,10.584,0.843,10,"3",29,1958,1363,10.584
"30",30,"=","BIG TIME RUSH Music Sounds Better With U",1517,69,217,77,5.541,0.295,52,"616",30,1517,221,5.541
"31",31,"=","WILL.I.AM T.H.E (The Hardest Ever)",1462,22,259,10,5.493,0.105,41,"65",30,1462,355,5.493
"32",32,"=","BIG SEAN Dance (A$$)",1403,29,274,-11,10.411,0.312,45,"31",32,1403,341,10.411
"33",33,"+1","WANTED Glad You Came",1226,121,637,33,8.81,0.78,10,"101",33,1226,637,8.81
"34",34,"-1","JOJO Disaster",1153,19,61,22,3.604,0.147,66,"463",33,1153,197,3.604
"35",35,"=","WE THE KINGS Say You Like Me",1110,7,22,-10,2.727,-0.08,121,"307",35,1127,320,2.844
"36",36,"=","AVRIL LAVIGNE Wish You Were Here",962,-96,-793,-23,3.673,-0.375,73,"110",30,1965,503,7.725
"37",37,"=","LADY ANTEBELLUM Just A Kiss",883,-26,-345,52,4.079,-0.087,119,"57",23,2755,525,13.059
"38",38,"+1","COLBIE CAILLAT Brighter Than The Sun",870,24,156,22,2.765,0.044,73,"61",38,870,156,2.765
"39",39,"-1","NICKI MINAJ Fly f/Rihanna",868,-27,-139,31,4.739,-0.048,122,"114",15,4998,987,27.303
"40",40,"=","COLDPLAY Princess Of China",866,49,71,93,4.205,0.086,53,"125",40,866,155,4.205
"41",41,"=","COBRA STARSHIP Middle Finger f/Mac Mille...",832,16,174,-4,3.57,0.054,25,"736",41,832,189,3.57
"42",42,"=","DRAKE Take Care f/Rihanna",772,38,249,13,9.635,0.512,11,"37",42,772,249,9.635
"43",43,"+1","FOSTER THE PEOPLE Don't Stop (Color On T...",618,41,295,14,2.667,0.101,6,"117",43,618,295,2.667
"44",44,"-1","MIKE POSNER Looks Like Sex",602,8,31,-5,2.346,-0.061,28,"381",43,602,166,2.626
"45",45,"+1","LMFAO Sorry For Party Rocking",597,35,212,-9,4.469,0.314,8,"183",45,597,259,4.469
"46",46,"-1","CHRISTINA PERRI A Thousand Years",576,9,77,-5,1.949,0.053,13,"43",44,576,131,1.949
"47",47,"+1","TRAIN Drive By",480,44,418,2,1.768,0.21,3,"72",47,480,418,1.768
"48",48,"-1","DAUGHTRY Crawling Back To You",460,-14,-43,-18,1.624,-0.07,82,"506",44,591,134,2
"49",49,"=","AVICII Levels (ID)",425,13,53,13,1.876,0.117,13,"--",48,425,58,1.876
"50",50,"=","THE CAB Bad",388,-2,50,1,0.739,0.011,80,"512",45,655,106,1.379
