"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY","Roar",17176,61,349,93,117.145,0.373,59,"4",1,17176,6098,117.145
"2",2,"=","AVICII","Wake Me Up",15418,85,1431,-215,103.131,0.608,74,"5",2,15418,2103,103.131
"3",3,"=","LORDE","Royals",14791,294,1720,-3,98.039,2.197,58,"1",3,14791,2817,98.039
"4",4,"=","LANA DEL REY","Summertime Sadnes...",13527,-99,-144,-60,83.486,-1.24,98,"34/47",2,13737,1923,88.403
"5",5,"=","JAY Z","Holy Grail f/Just...",11675,10,509,-98,78.175,-0.267,97,"15",5,11675,2095,78.442
"6",6,"=","LADY GAGA","Applause",10955,97,588,11,75.074,0.652,58,"11",6,10955,3922,75.074
"7",7,"=","CAPITAL CITIES","Safe And Sound",10098,-383,-1809,-174,64.759,-1.285,171,"29",2,13601,1309,86.941
"8",8,"=","DRAKE","Hold On We're Goi...",9758,13,867,-186,62.484,-0.281,59,"8",8,9758,1610,62.765
"9",9,"=","MILEY CYRUS","Wrecking Ball",9280,275,1826,-58,63.799,1.704,28,"2",9,9280,2954,63.799
"10",10,"=","PARAMORE","Still Into You",7366,134,611,88,46.246,0.921,153,"38",10,7366,961,46.246
"11",11,"+1","SELENA GOMEZ","Slow Down",6588,115,833,-15,37.197,0.682,52,"44",11,6588,1167,37.197
"12",12,"-1","ROBIN THICKE","Blurred Lines f/P...",6463,-252,-1053,-59,42.783,-1.031,153,"28",1,16771,2544,113.5
"13",13,"=","BRUNO MARS","Gorilla",6285,32,648,-173,36.382,0.427,30,"40",13,6285,1872,36.382
"14",14,"=","ROBIN THICKE","Give It 2 U f/Ken...",6159,44,340,-37,33.654,0.176,66,"68",13,6159,1340,33.654
"15",15,"=","TAYLOR SWIFT","Everything Has .....",5395,-28,304,-161,30.279,0.088,87,"54",15,5423,990,30.279
"16",16,"=","BRITNEY SPEARS","Work Bitch",5167,99,777,-14,28.923,0.101,24,"22",16,5167,3487,29.745
"17",17,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",4799,-215,-2237,222,31.172,-1.454,138,"76",5,11178,1815,71.324
"18",18,"=","EMINEM","Berzerk",4262,1,61,-14,19.448,-0.031,43,"13",18,4302,1757,19.955
"19",19,"=","AWOLNATION","Sail",4064,30,357,2,18.293,0.118,139,"35",19,4064,550,18.293
"20",20,"=","TEGAN & SARA","Closer",3826,38,380,-5,19.388,0.033,115,"150",20,3826,570,19.499
"21",21,"=","JUSTIN TIMBERLAKE","TKO",3649,223,1267,39,23.076,0.73,15,"83",21,3649,1724,23.076
"22",22,"=","PINK","True Love f/Lily ...",3111,12,77,-5,13.467,-0.003,80,"108",22,3111,503,13.47
"23",23,"=","IMAGINE DRAGONS","Demons",2958,122,649,18,17.335,0.437,38,"25",23,2958,772,17.335
"24",24,"=","JASON DERULO","Marry Me",2767,60,551,-102,13.253,0.516,25,"31",24,2767,856,13.253
"25",25,"=","MILEY CYRUS","We Can't Stop",2366,-57,-541,49,14.378,-0.01,126,"10",9,9405,1276,55.184
"26",26,"=","FIFTH HARMONY","Miss Movin' On",2284,-43,86,-84,11.228,-0.074,92,"127",26,2347,324,11.302
"27",27,"=","NEIGHBOURHOOD","Sweater Weather",2252,6,96,-8,7.929,0.041,102,"50",27,2252,262,7.929
"28",28,"+1","KREWELLA","Live For The Nigh...",2054,5,39,-3,10.223,-0.11,79,"291",28,2083,288,10.333
"29",29,"-1","PHILLIP PHILLIPS","Gone, Gone, Gone",2007,-169,-1228,24,12.768,-0.653,134,"70",19,4407,462,24.14
"30",30,"+1","RIHANNA","What Now",1793,71,340,-22,6.538,0.278,18,"276",30,1793,821,6.538
"31",31,"-1","TRAVIE MCCOY","Rough Water f/Jas...",1791,66,493,4,11.07,0.479,16,"156",30,1791,705,11.07
"32",32,"=","J. COLE","Crooked Smile f/T...",1748,49,275,28,8.513,0.588,51,"163",32,1748,292,8.513
"33",33,"+1","ARMIN VAN BUUREN","This Is What It F...",1578,-13,45,-23,13.297,0.307,76,"139",33,1591,249,13.297
