"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY E.T.",13516,-37,-788,93,91.149,-0.181,13,1,14624,0,96.745
2,"=","BLACK EYED PEAS Just Can't Get Enough",13291,-15,104,-88,83.967,-0.219,13,2,13366,715,84.474
3,"=","ADELE Rolling In The Deep",12663,231,1474,-56,83.938,1.552,13,3,12663,2273,83.938
4,"=","BRITNEY SPEARS Till The World Ends",11857,-39,323,-148,75.573,-0.246,13,3,11896,966,75.819
5,"=","JENNIFER LOPEZ F/PITBULL On The Floor",10111,41,389,-21,65.118,0.449,13,5,10111,668,65.118
6,"=","BRUNO MARS Lazy Song",9818,160,981,23,55.705,0.745,13,6,9818,981,55.705
7,"=","TINIE TEMPAH Written In The Stars",8695,-12,13,-117,50.721,-0.358,13,7,8819,756,54.175
8,"=","KE$HA Blow",7630,-132,-1241,204,44.208,-0.668,13,4,10135,0,56.264
9,"+1","PITBULL Give Me Everything f/Ne-Yo",7324,234,1809,21,51.987,1.085,13,9,7324,1809,51.987
10,"-1","RIHANNA S&M",7160,-164,-1241,84,44.891,-1.349,13,5,10081,0,64.524
11,"=","JEREMIH Down On Me f/50 Cent",6457,-301,-1475,-287,36.98,-0.943,13,10,8052,153,44.2
12,"=","THE SCRIPT For The First Time",6201,-28,115,-66,33.059,-0.132,13,11,6229,433,33.625
13,"=","JESSIE J Price Tag f/B.O.B",5880,7,86,-60,30.39,-0.034,13,12,5885,582,30.453
14,"=","LUPE FIASCO The Show Goes On",5561,120,976,7,35.157,0.554,13,14,5561,1005,35.157
15,"=","CEE LO GREEN F**k You (Forget You)",5014,-30,-477,79,29.389,-0.23,13,11,5830,0,32.865
16,"=","PINK F**kin' Perfect (Perfect)",4087,-159,-857,-59,21.084,-0.583,13,14,5394,0,27.986
17,"+2","LADY GAGA The Edge Of Glory",4081,341,2178,146,25.36,1.66,13,17,4081,2178,25.36
18,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",4020,10,248,-59,20.731,-0.003,13,17,4020,331,20.734
19,"-1","SELENA GOMEZ & THE SCENE Who Says",3891,90,526,48,22.563,0.512,13,18,3891,707,22.563
20,"=","WIZ KHALIFA Roll Up",3790,91,550,15,20.563,0.7,13,19,3790,725,20.563
21,"=","HOT CHELLE RAE Tonight Tonight",3537,91,523,24,16.849,0.5,13,20,3537,643,16.849
22,"=","ONEREPUBLIC Good Life",3294,31,508,-72,17.048,0.216,13,21,3294,580,17.048
23,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3190,46,507,-22,20.588,0.266,13,23,3190,605,20.588
24,"=","LMFAO Party Rock Anthem",3035,52,403,-5,20.152,0.264,13,24,3035,464,20.152
25,"=","LADY GAGA Born This Way",2827,-94,-495,-40,14.742,-0.307,13,19,3651,0,20.436
26,"+1","JASON DERULO Don't Wanna Go Home",2651,206,1389,46,16.237,0.821,11,26,2651,1397,16.237
27,"-1","TAYLOR SWIFT The Story Of Us",2598,9,492,-95,12.575,-0.003,13,26,2598,587,12.578
28,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",2095,-195,-1019,-179,9.804,-0.605,13,21,3233,127,13.744
29,"=","AVRIL LAVIGNE What The Hell",1865,-80,-455,-9,8.853,-0.343,13,24,2903,0,13.876
30,"=","CHRIS BROWN Look At Me Now",1848,-13,182,-26,12.746,0.124,13,30,1861,229,12.746
31,"+1","BIG TIME RUSH Boyfriend",1713,-78,-191,-88,6.647,-0.24,13,30,1912,197,7.455
32,"-1","DR. DRE I Need A Doctor f/Eminem",1643,-158,-1174,24,11.541,-0.389,13,20,3521,0,21.933
33,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1613,125,660,18,11.593,0.902,11,33,1613,855,11.593
34,"+1","NICKI MINAJ Super Bass",1592,111,441,60,9.548,0.494,13,34,1592,680,9.548
