"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
35,"-2","SHONTELLE Say Hello To Goodbye",1511,17,81,-2,4.368,0.089,13,33,1511,142,4.368
36,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1373,64,483,-11,5.74,0.174,13,36,1373,525,5.74
37,"+2","MAROON 5 Never Gonna Leave This Bed",1261,28,225,-7,4.537,0.069,13,37,1261,312,4.537
38,"=","MY CHEMICAL ROMANCE Sing",1145,-111,-726,-67,5.712,-0.27,13,29,2009,0,7.995
39,"+3","RIHANNA California King Bed",1124,92,616,6,6.254,0.506,8,39,1124,616,6.254
40,"+1","BRITNEY SPEARS Hold It Against Me",1109,30,58,48,8.834,-0.066,13,37,1171,58,8.927
41,"-1","NICKI MINAJ Moment 4 Life f/Drake",1097,-84,-563,13,7.668,-0.435,13,29,2036,0,13.564
42,"-6","LADY GAGA Judas",1071,-269,-2395,52,4.468,-0.982,13,15,4801,0,27.232
43,"+1","THE READY SET Young Forever",984,6,75,-1,2.494,0.021,13,41,984,107,2.494
44,"-1","BEYONCE Run The World (Girls)",971,-44,-241,-19,3.308,-0.265,13,35,1285,242,5.356
45,"=","NEON TREES Your Surrender",901,23,130,4,2.094,0.001,13,43,901,173,2.094
46,"=","THE BAND PERRY If I Die Young",704,17,131,1,2.605,0.1,13,46,704,131,2.605
47,"+1","T-PAIN Best Love Song f/Chris Brown",633,29,136,38,2.75,0.186,11,47,633,136,2.75
48,"-1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",625,-3,-21,-7,1.942,-0.02,13,45,655,108,2.201
49,"=","CHRIS BROWN She Ain't You",546,30,201,13,4.455,0.195,2,49,546,201,4.455
50,"=","STEVEN TYLER (It) Feels So Good",531,52,256,35,2.713,0.245,2,50,531,256,2.713
