"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","WANTED Glad You Came",13601,"+123",908,"-109",98.155,"+0.675",92,"6",1,13601,1363,98.155
"2",2,"=","FUN. We Are Young f/Janelle Monae",12750,"+122",1704,"-123",98.393,"+0.794",47,"1",2,12750,2738,98.393
"3",3,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",12109,"-172",-852,"-169",90.414,"-0.803",92,"13",1,13549,2321,99.332
"4",4,"=","KATY PERRY Part Of Me",11336,"+172",1155,"+71",74.276,"+0.857",56,"10",4,11336,3625,74.276
"5",5,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",10546,"-247",-1550,"-296",77.278,"-2.549",120,"33",2,12506,1674,92.019
"6",6,"=","GYM CLASS HEROES Ass Back Home",10430,"-128",-571,"-200",71.181,"-0.297",137,"25",4,11001,1379,73.574
"7",7,"=","FLO RIDA Wild Ones f/Sia",8163,"+164",1243,"+7",60.539,"+2.084",65,"7",7,8163,1243,60.539
"8",8,"=","DRAKE Take Care f/Rihanna",7512,"+10",224,"-86",58.812,"+0.271",93,"22",8,7512,1220,58.812
"9",9,"=","CALVIN HARRIS Feel So Close",7451,"+84",601,"-33",53.873,"+0.733",60,"16",9,7451,1329,53.873
"10",10,"+1","NICKI MINAJ Starships",6907,"+61",682,"-58",50.843,"+0.653",55,"8/36",10,6907,1834,50.843
"11",11,"-1","ADELE Set Fire To The Rain",6906,"-275",-1922,"+11",51.063,"-2.531",136,"24",1,13928,2301,95.946
"12",12,"=","ONE DIRECTION What Makes You Beautiful",6713,"+128",862,"+30",46.146,"+1.765",40,"2",12,6713,1579,46.146
"13",13,"+1","JUSTIN BIEBER Boyfriend",6471,"+311",1734,"-414",47.403,"+1.550",14,"3",13,6471,4726,47.403
"14",14,"+1","ADELE Rumour Has It",5447,"+220",1494,"+50",34.176,"+1.880",36,"28",14,5447,1494,34.176
"15",15,"+1","GOTYE Somebody That I Used To Know",5146,"+201",1536,"-24",37.117,"+1.109",39,"4",15,5146,1560,37.117
"16",16,"+1","KARMIN Broken Hearted",4900,"+50",398,"-29",29.308,"+0.315",50,"23",16,4900,936,29.308
"17",17,"+2","TRAIN Drive By",4639,"+59",601,"+30",26.028,"+0.308",85,"12",17,4639,601,26.028
"18",18,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",4577,"-243",-1304,"-124",32.118,"-1.283",137,"14",10,7182,1174,48.863
"19",19,"+1","B.O.B So Good",4088,"+9",303,"-175",28.037,"+0.432",37,"11",19,4088,1013,28.037
"20",20,"+2","CHRIS BROWN Turn Up The Music",3697,"-100",-862,"-63",24.986,"-0.425",68,"29",17,4894,987,33.507
"21",21,"+2","CARLY RAE JEPSEN Call Me Maybe",3557,"+120",982,"-93",22.52,"+0.762",29,"5",21,3557,1230,22.52
"22",22,"+2","TAYLOR SWIFT Eyes Open",2840,"+151",1177,"-28",16.856,"+0.862",15,"15",22,2840,1442,16.856
"23",23,"+2","JENNIFER LOPEZ Dance Again f/Pitbull",2530,"+358",1449,"+239",18.156,"+2.025",10,"18",23,2530,2243,22.747
"24",24,"+2","RIHANNA Talk That Talk f/Jay Z",2124,"-31",-104,"-80",9.683,"-0.163",62,"86",24,2226,339,12.882
"25",25,"+2","ELLIE GOULDING Lights",1627,"+90",227,"+12",9.261,"+0.942",59,"67",25,1627,227,9.261
"26",26,"+3","DRAKE The Motto f/Lil Wayne",1510,"+89",182,"+83",16.326,"+0.865",50,"19",26,1510,237,16.326
"27",27,"+3","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1450,"+37",137,"+23",7.39,"+0.081",36,"99",27,1450,461,8.004
"28",28,"+3","HAVANA BROWN We Run The Night f/Pitbull",1388,"+26",115,"+1",10.089,"-0.061",57,"143",28,1388,237,10.526
"29",29,"-1","CHRISTINA PERRI A Thousand Years",1355,"-72",-414,"-42",7.431,"-0.314",95,"43",23,2055,280,9.423
"30",30,"+2","DEMI LOVATO Give Your Heart A Break",1274,"+34",273,"+4",8.104,"+0.287",40,"49",30,1274,273,8.104
"31",31,"+3","PITBULL Back In Time",1189,"+141",629,"+44",7.264,"+0.403",11,"191",31,1189,629,7.264
"32",32,"+1","NEON HITCH F U Betta",1080,"+17",106,"-13",3.388,"+0.110",36,"975",32,1080,215,3.388
"33",33,"+2","CHRIS RENE Young Homie",1024,"+14",122,"-31",3.429,"-0.036",29,"163",33,1024,213,3.465
"34",34,"+3","WALLPAPER F**king Best Song Everrr",894,"+11",64,"-22",3.56,"+0.013",24,"--",34,894,262,3.563
"35",35,"+1","DEV & ENRIQUE IGLESIAS Naked",887,"-31",-496,"-49",5.627,"+0.389",79,"--",28,1524,318,8.497
"36",36,"+2","USHER Climax",798,"+11",12,"-9",3.229,"-0.006",22,"48",36,798,348,3.492
"37",37,"+3","HOT CHELLE RAE Honestly",567,"+35",279,"+2",2.203,"+0.189",8,"385",37,567,284,2.203
"38",38,"+4","SEAN PAUL She Doesn't Mind",527,"+4",16,"-16",1.851,"+0.014",29,"686",38,527,158,1.872
"39",39,"=","ALL-AMERICAN REJECTS Beekeeper's Daughte...",501,"-40",-262,"-31",1.617,"-0.141",51,"--",38,804,204,2.758
"40",40,"+1","JASON DERULO Breathing",456,"-69",-473,"-6",2.181,"-0.415",65,"289",28,1573,432,6.812
"41",41,"+2","AVICII Levels",440,"-2",-18,"-1",6.199,"+0.023",95,"150",33,1352,260,9.722
"42",42,"+2","J. COLE Can't Get Enough f/Trey Songz",431,"-11",-74,"-12",1.742,"-0.209",29,"162",42,562,156,3.809
"43",43,"+2","MADONNA Girl Gone Wild",417,"+20",164,"-33",0.996,"+0.056",8,"377",43,417,245,0.996
"44",44,"+2","FAR EAST MOVEMENT Live My Life f/Justin ...",356,"-13",-61,"-47",1.186,"-0.011",18,"396",44,418,80,1.436
"45",45,"+2","RIHANNA Birthday Cake",337,"+10",99,"+5",1.271,"+0.056",8,"51",45,337,99,1.271
"46",46,"+3","THE CAB La La",225,"+12",82,"+6",0.27,"+0.033",4,"714",46,225,82,0.27
"47",47,"+3","KIRKO BANGZ Drank In My Cup",217,"+10",59,"-4",2.521,"+0.037",6,"77",47,217,77,2.521
"48",48,"--","DAVID GUETTA Titanium f/Sia",204,"--",157,"--",1.627,"--",1,"350",48,204,157,1.627
"49",49,"--","T-PAIN Turn All The Lights On f/Ne-Yo",183,"--",3,"--",0.463,"--",4,"826",49,188,62,0.53
"50",50,"--","MEGAN & LIZ Are You Happy Now",164,"--",62,"--",0.097,"--",1,"--",50,164,62,0.097
