"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14399,-17,636,-108,109.409,0.462,64,"6",1,14416,2738,109.409
2,"=","WANTED Glad You Came",13467,-45,-195,-45,97.829,-0.886,109,"9",1,13712,1363,101.962
3,"=","KATY PERRY Part Of Me",12019,-20,251,-70,78.04,0.074,73,"24",3,12039,3625,78.04
4,"=","FLO RIDA Wild Ones f/Sia",11678,47,918,-201,82.412,0.569,82,"8",4,11678,1940,82.412
5,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",9186,-205,-1620,64,70.574,-1.527,109,"25",1,13549,2321,99.332
6,"=","NICKI MINAJ Starships",8927,174,1002,46,68.307,1.531,72,"12/57",6,8927,1834,68.307
7,"=","ONE DIRECTION What Makes You Beautiful",8835,140,1021,-24,56.571,1.083,57,"7",7,8835,1579,56.571
8,"+1","GOTYE Somebody That I Used To Know",8401,290,1512,98,63.606,2.861,56,"1",8,8401,1560,63.606
9,"-1","CALVIN HARRIS Feel So Close",8097,-27,130,-119,54.411,-0.357,77,"23",7,8124,1329,55.352
10,"=","ADELE Rumour Has It",8093,54,1055,-149,55.764,0.57,53,"27",10,8093,1514,55.764
11,"=","JUSTIN BIEBER Boyfriend",7933,-4,227,-51,49.293,-0.092,31,"5",9,7937,4726,51.492
12,"=","DRAKE Take Care f/Rihanna",6996,-162,-528,-121,56.595,-1.474,110,"31",8,7620,1220,60.618
13,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",6479,-158,-1619,94,50.443,-1.496,137,"77",2,12506,1674,92.019
14,"+1","CARLY RAE JEPSEN Call Me Maybe",6028,140,842,64,41.075,1.056,46,"4",14,6028,1298,41.075
15,"-1","GYM CLASS HEROES Ass Back Home",5938,-175,-1953,65,48.383,-0.927,154,"83",4,11001,1379,73.574
16,"=","KARMIN Broken Hearted",5695,31,320,27,34.447,0.062,67,"29",15,5695,936,34.447
17,"=","TRAIN Drive By",5521,59,357,-20,31.913,0.183,102,"11",17,5521,601,31.913
18,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4655,28,447,-78,30.458,0.049,27,"19",18,4655,2243,30.458
19,"=","B.O.B So Good",4603,-14,-41,-26,30.821,-0.143,54,"14",18,4675,1013,31.923
20,"=","MAROON 5 Payphone f/Wiz Khalifa",4315,334,3298,-117,29.705,2.426,10,"2",20,4315,3415,29.705
