"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY","Wide Awake",13887,"-53",-167,"-129",97.819,"-0.674",77,"7",1,14124,2824,100.029
"2",2,"=","ELLIE GOULDING","Lights",13812,"+28",326,"+16",97.842,"-0.208",179,"9",2,13812,1482,98.33
"3",3,"=","RIHANNA","Where Have You Been",11474,"-164",-964,"-6",82.853,"-0.497",114,"29",2,12963,1884,95.69
"4",4,"=","MAROON 5","Payphone f/Wiz Khali...",11289,"-129",-924,"-34",89.242,"-0.747",113,"15/56",1,14353,3415,107.136
"5",5,"=","DAVID GUETTA","Titanium f/Sia",10540,"+92",645,"-41",75.041,"+0.993",121,"14",5,10540,1091,75.041
"6",6,"=","CARLY RAE JEPSEN","Call Me Maybe",9701,"-191",-1211,"+5",66.233,"-1.769",149,"3",1,14563,1711,111.23
"7",7,"=","USHER","Scream",9388,"-28",-240,"-42",65.524,"-0.443",103,"25",6,9627,2323,68.266
"8",8,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",8816,"+58",491,"-54",55.677,"+0.255",101,"26",8,8816,1254,55.941
"9",9,"=","DEMI LOVATO","Give Your Heart A Br...",8530,"+123",789,"+38",60.837,"+1.073",160,"23",9,8530,1250,60.837
"10",10,"+1","PINK","Blow Me (One Last Ki...",7333,"+61",555,"-88",48.251,"+0.281",34,"10",10,7333,2737,48.251
"11",11,"-1","GOTYE","Somebody That I Used...",7289,"-165",-769,"-93",48.947,"-0.948",159,"20",1,14242,2018,106.819
"12",12,"=","FLO RIDA","Whistle",7082,"+109",854,"-12",50.555,"+0.603",63,"1",12,7082,1412,50.555
"13",13,"=","CHER LLOYD","Want U Back",6990,"+27",507,"-97",41.637,"+0.078",87,"8",11,6990,1103,41.637
"14",14,"=","OWL CITY & CARLY RAE...","Good Time",6118,"+138",570,"+82",38.851,"+0.674",42,"6",14,6118,1961,38.851
"15",15,"=","HAVANA BROWN","We Run The Night f/P...",5648,"-10",125,"-21",41.835,"+0.225",177,"40",14,5660,544,41.835
"16",16,"=","THE WANTED","Chasing The Sun",4441,"-21",135,"-77",26.311,"-0.080",95,"35",16,4462,656,26.391
"17",17,"=","NEON TREES","Everybody Talks",4418,"+84",680,"-28",31.35,"+0.896",120,"16",17,4418,708,31.35
"18",18,"=","JUSTIN BIEBER","As Long As You Love ...",3975,"+99",665,"+7",26.927,"+0.822",33,"5",18,3975,1096,26.927
"19",19,"+1","NO DOUBT","Settle Down",3459,"+128",803,"-17",20.344,"+0.511",20,"78",19,3459,1467,20.344
"20",20,"+1","MAROON 5","One More Night",3449,"+131",1181,"-55",19.798,"+0.786",20,"11",20,3449,1236,19.798
"21",21,"-2","ONE DIRECTION","One Thing",3417,"-235",-1578,"-141",17.259,"-1.376",93,"44",13,5433,975,29.694
"22",22,"=","KELLY CLARKSON","Dark Side",2970,"+11",248,"-35",17.592,"+0.201",59,"31",20,2970,493,17.592
"23",23,"+1","FUN.","Some Nights",2914,"+88",623,"+3",17.988,"+0.547",58,"4",23,2914,715,17.988
"24",24,"-1","GROUPLOVE","Tongue Tied",2881,"+26",123,"+15",17.715,"+0.354",105,"47",20,2881,433,17.715
"25",25,"=","NICKI MINAJ","Pound The Alarm",2825,"+126",725,"+5",17.728,"+0.963",22,"24",25,2825,1036,17.728
"26",26,"=","JASON MRAZ","I Won't Give Up",2659,"+39",242,"-3",18.083,"+0.376",114,"18",22,2659,276,18.083
"27",27,"=","ALEX CLARE","Too Close",2427,"+57",380,"+4",16.053,"+0.364",70,"12",27,2427,468,16.053
"28",28,"=","OUTASIGHT","Now Or Never",2230,"+7",119,"-4",11.994,"+0.220",89,"168",25,2230,320,11.994
"29",29,"=","PITBULL","Back In Time",1681,"-10",-111,"+76",12.653,"+0.015",131,"65",14,6235,925,42.751
"30",30,"=","JUSTIN BIEBER","Boyfriend",1572,"-81",-224,"-77",7.629,"-0.409",134,"54",9,7937,4726,51.515
"31",31,"+1","CHRIS BROWN","Don't Wake Me Up",1320,"+37",226,"+34",6.411,"+0.088",51,"58",31,1320,326,6.411
"32",32,"-1","B.O.B","Both Of Us f/Taylor ...",1293,"-57",-72,"-70",9.753,"-0.073",86,"68",23,3144,577,17.595
"33",33,"=","OLLY MURS","Heart Skips A Beat",1217,"+20",191,"-12",6.292,"+0.112",25,"155",33,1217,343,6.292
"34",34,"+1","LINKIN PARK","Burn It Down",1138,"+23",89,"+29",4.512,"+0.120",62,"74",34,1138,217,4.512
"35",35,"-1","GYM CLASS HEROES","Fighter f/Ryan Tedde...",1082,"-45",-924,"+155",7.611,"-0.582",99,"51",13,5862,1441,35.394
"36",36,"=","MATCHBOX TWENTY","She's So Mean",993,"+16",73,"+40",4.431,"-0.026",51,"41",34,1028,574,4.492
"37",37,"=","K'NAAN","Hurt Me Tomorrow",955,"-10",-14,"-2",3.277,"-0.030",52,"176",36,997,308,3.679
"38",38,"+2","PITBULL","Get It Started f/Sha...",736,"+56",142,"+46",3.31,"+0.135",23,"185",38,736,182,3.31
"39",39,"-1","RITA ORA","How We Do (Party)",704,"-9",-646,"+165",3.825,"+0.033",103,"164",21,3424,620,16.657
"40",40,"-1","CA$H OUT","Cashin' Out",700,"+10",108,"-20",2.18,"+0.053",18,"52",39,700,137,2.18
"41",41,"+1","CONOR MAYNARD","Vegas Girl",632,"+36",205,"+8",1.806,"+0.102",10,"344",41,632,205,1.806
"42",42,"-1","MARINA AND THE DIAMO...","Primadonna",623,"+6",60,"+5",1.925,"-0.066",30,"252",41,623,93,2.411
"43",43,"=","AFROJACK & SHERMANOL...","Can't Stop Me",592,"+6",1,"+2",7.85,"+0.152",33,"296",40,603,101,7.85
"44",44,"=","BIG TIME RUSH","Windows Down",543,"+16",174,"-32",1.87,"+0.040",7,"112",44,543,253,1.87
"45",45,"=","DAVID GUETTA","I Can Only Imagine f...",497,"+18",85,"-1",3.435,"+0.179",9,"346",45,497,133,3.435
"46",46,"+2","TRAIN","50 Ways To Say Goodb...",475,"+24",157,"+9",1.685,"+0.088",3,"30",46,475,157,1.685
"47",47,"-1","JENNIFER LOPEZ","Goin' In f/Flo Rida",468,"-11",-10,"+1",1.579,"-0.005",43,"338",42,648,275,2.274
"48",48,"-1","CHRIS RENE","Trouble",457,"-7",30,"-13",0.721,"-0.032",16,"--",45,464,124,0.789
"49",49,"+1","AUSTIN MAHONE","Say Somethin",434,"+2",38,"-11",1.79,"+0.058",14,"310",48,434,183,1.873
"50",50,"--","CHRIS WALLACE","Remember When (Push ...",433,"--",107,"--",1.171,"--",1,"--",50,433,107,1.171
