"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRITNEY SPEARS I Wanna Go",12807,"-8",32,"-214",80.888,"-0.221",83,"19",1,12853,1768,82.422
"2",2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12629,"-156",-1044,"-284",76.82,"-0.859",100,"18",1,14935,2322,96.531
"3",3,"+1","LMFAO Party Rock Anthem",11468,"-32",-491,"-187",76.945,"-0.326",117,"8/98",1,14043,1859,94.193
"4",4,"-1","NICKI MINAJ Super Bass",11421,"-103",-483,"-276",71.29,"-0.450",117,"13",3,12009,1188,73.23
"5",5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10502,"+60",489,"-206",67.784,"+0.436",71,"12/84",5,10502,1599,67.784
"6",6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",9760,"+275",1822,"+34",59.693,"+1.631",58,"2",6,9760,1822,59.693
"7",7,"=","HOT CHELLE RAE Tonight Tonight",8546,"-155",-1164,"-207",47.756,"-0.759",117,"15",5,10036,838,54.593
"8",8,"+1","PITBULL Give Me Everything f/Ne-Yo",8415,"-50",-494,"-103",61.95,"-0.394",117,"14",1,14233,1811,95.596
"9",9,"-1","ONEREPUBLIC Good Life",8389,"-140",-856,"-237",51.557,"-0.259",117,"21",6,9571,978,57.364
"10",10,"=","FOSTER THE PEOPLE Pumped Up Kicks",7392,"+90",1020,"-139",44.098,"+0.643",53,"3",10,7392,1302,44.098
"11",11,"=","LIL WAYNE How To Love",6980,"-114",-906,"-232",39.991,"-0.248",92,"9",9,8047,1328,45.275
"12",12,"=","RIHANNA Cheers (Drink To That)",6710,"+27",559,"-169",38.532,"-0.113",39,"7",12,6710,1594,38.645
"13",13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6610,"+33",459,"-128",38.988,"+0.179",83,"5",12,6610,1017,38.988
"14",14,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6426,"+139",1179,"+28",39.715,"+1.458",68,"6",14,6426,1179,39.715
"15",15,"=","THE BAND PERRY If I Die Young",5641,"-40",-280,"-66",31.355,"-0.218",117,"17",11,6052,768,32.555
"16",16,"=","LADY GAGA You And I",5326,"+163",1337,"-78",32.29,"+0.950",27,"4",16,5326,1553,32.29
"17",17,"=","LADY GAGA The Edge Of Glory",4412,"-173",-1186,"-244",24.228,"-1.301",117,"47",3,11672,2193,68.045
"18",18,"=","IYAZ Pretty Girls",4333,"+60",480,"-88",21.614,"+0.058",92,"48",18,4333,659,21.614
"19",19,"=","DEV In The Dark",3850,"+229",1224,"+87",27.618,"+1.338",38,"35",19,3850,1224,27.618
"20",20,"=","ADELE Someone Like You",3545,"+182",1322,"+48",21.401,"+1.563",29,"1",20,3545,1322,21.401
"21",21,"=","THE SCRIPT Nothing",2825,"+103",691,"+34",13.769,"+0.518",37,"45",21,2825,722,13.769
"22",22,"=","KELLY ROWLAND Motivation f/Lil Wayne",2661,"+4",143,"-43",14.465,"+0.302",62,"58",21,2661,415,14.465
"23",23,"=","JASON DERULO It Girl",2660,"+183",893,"+38",11.631,"+0.876",18,"50",23,2660,983,11.631
"24",24,"+2","ALEXANDRA STAN Mr. Saxobeat",2427,"+102",504,"+66",21.068,"+0.819",43,"49",24,2427,550,21.068
"25",25,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",2394,"+19",293,"+48",15.324,"+0.073",117,"89",18,4031,605,23.761
"26",26,"+1","AFROJACK Take Over Control f/Eva Simons",2379,"+85",362,"+22",20.688,"+0.815",77,"72",26,2379,362,20.688
"27",27,"-2","ANDY GRAMMER Keep Your Head Up",2357,"+19",176,"-76",9.169,"+0.141",71,"69",25,2357,355,9.169
"28",28,"=","PITBULL Rain Over Me",2107,"-157",-1027,"-137",9.273,"-0.580",57,"39",19,3403,813,19.382
"29",29,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1631,"-223",-1996,"+9",7.379,"-0.975",117,"--",12,5432,615,27.03
"30",30,"=","COLDPLAY Every Teardrop Is A Waterfall",1529,"-81",-545,"-70",7.929,"-0.418",72,"63",26,2154,446,11.589
"31",31,"=","DAVID GUETTA Without You f/Usher",1511,"+156",951,"+64",10.287,"+0.719",9,"24",31,1511,951,10.287
"32",32,"=","NEW BOYZ Better With The Lights Off",1417,"+63",366,"+6",4.399,"+0.452",31,"79",31,1417,366,4.399
"33",33,"+1","MATT NATHANSON Faster",1033,"+20",88,"-3",3.26,"+0.144",55,"125",33,1033,166,3.26
"34",34,"+1","WIZ KHALIFA No Sleep",962,"+29",192,"-11",3.438,"+0.081",22,"133",34,962,246,3.438
"35",35,"+3","DJ KHALED I'm On One f/Drake, Rick Ross",918,"+45",249,"+14",7.81,"+0.309",19,"56",35,918,297,7.81
"36",36,"-3","CHRIS BROWN She Ain't You",916,"-120",-1419,"+48",4.996,"-0.989",106,"97",16,4328,635,24.246
"37",37,"=","SWEDISH HOUSE MAFIA Save The World",895,"+7",130,"-5",4.602,"-0.162",31,"269",37,895,229,4.764
"38",39,"+2","DEMI LOVATO Skyscraper",771,"+5",78,"-37",3.446,"-0.087",24,"51",39,771,141,3.535
"39",38,"+4","LMFAO Sexy And I Know It",771,"+22",330,"-44",4.442,"+0.028",9,"41",38,771,374,4.442
"40",40,"-4","BEYONCE Best Thing I Never Had",740,"-161",-1091,"-46",3.465,"-0.695",89,"40",15,4574,856,22.192
"41",41,"+2","SELENA GOMEZ & THE SCENE Love You Like A...",704,"+37",200,"+12",2.366,"+0.185",13,"33",41,704,306,2.366
"42",42,"-3","JENNIFER LOPEZ I'm Into You f/Lil Wayne",693,"-145",-1304,"+99",3.168,"-0.669",92,"146",19,3899,611,20.698
"43",43,"-3","BLACK EYED PEAS Don't Stop The Party",678,"-140",-1006,"-34",2.956,"-0.536",65,"220",24,2690,492,10.42
"44",44,"=","PATRICK STUMP This City f/Lupe Fiasco",660,"+46",296,"+14",3.499,"+0.145",8,"490",44,660,296,3.499
"45",45,"=","SKYLAR GREY Invisible",610,"+15",97,"+19",1.329,"+0.027",17,"--",44,610,131,1.329
"46",46,"=","GAVIN DEGRAW Not Over You",589,"+21",172,"+6",1.847,"+0.070",11,"77",46,589,243,1.847
"47",47,"--","KELLY CLARKSON Mr. Know It All",502,"--",502,"--",3.071,"--",1,"426",47,502,502,3.071
"48",48,"+1","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",470,"-11",-53,"-9",2.092,"-0.053",55,"92",43,621,147,2.434
"49",49,"+1","LLOYD Dedication To My Ex...",466,"+24",177,"+9",3.048,"+0.004",2,"921",49,466,177,3.048
"50",50,"--","BREATHE CAROLINA Blackout",443,"--",66,"--",0.821,"--",11,"393",49,443,66,0.821
