"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","RIHANNA We Found Love f/Calvin Harris",14238,25,149,2,95.05,0.032,86,"2",1,14238,2184,95.285
"2",2,"=","BRUNO MARS It Will Rain",12451,177,1145,-55,75.079,1.568,78,"3",2,12451,2024,75.079
"3",3,"=","KATY PERRY The One That Got Away",12089,175,916,16,74.136,0.854,74,"5",3,12089,1631,74.136
"4",4,"=","LMFAO Sexy And I Know It",11628,-38,-222,-18,72.245,-0.314,115,"1",2,12000,1530,74.768
"5",5,"=","DAVID GUETTA Without You f/Usher",10583,-96,-947,66,64.449,-0.275,115,"16",1,13428,1586,84.476
"6",6,"=","FLO RIDA Good Feeling",9910,169,597,103,64.435,0.996,86,"4",6,9910,1207,64.435
"7",7,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",8972,-123,-719,-51,60.57,-0.778,174,"14",1,13951,1685,86.013
"8",8,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",7073,-97,-756,61,49.541,-0.345,164,"12",1,14127,1893,93.336
"9",9,"=","SELENA GOMEZ & THE SCENE Love You Like A...",6845,121,722,5,35.318,0.629,119,"30",9,6845,1048,35.318
"10",10,"+1","T-PAIN 5 O'clock f/Wiz Khalifa",6543,31,492,-87,33.852,0.114,73,"9",10,6543,1264,33.875
"11",11,"-1","ADELE Someone Like You",6424,-148,-981,-33,46.92,-1.095,135,"8",2,13563,2614,91.686
"12",12,"=","KELLY CLARKSON Mr. Know It All",6334,12,-71,-8,32.286,-0.299,107,"33",11,6408,1093,34.137
"13",13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6127,-94,-649,3,39.161,-0.7,189,"37",4,11548,1097,70.438
"14",14,"=","LADY GAGA Marry The Night",5408,42,344,-13,30.516,0.177,41,"41",14,5408,1570,30.516
"15",15,"=","GAVIN DEGRAW Not Over You",4841,71,508,-29,23.754,0.646,117,"18",15,4841,545,23.754
"16",16,"=","JESSIE J Domino",4697,120,754,70,26.616,0.695,95,"22",16,4697,754,26.616
"17",17,"+1","ADELE Set Fire To The Rain",4355,196,1575,-6,27.159,1.412,25,"6",17,4355,1581,27.159
"18",18,"-1","DRAKE Headlines",4281,38,316,15,28.284,0.098,65,"25",17,4281,754,28.284
"19",19,"+1","J. COLE Workout",4031,60,619,-10,27.177,-0.051,57,"21",19,4031,659,27.228
"20",20,"-1","DEV In The Dark",3945,-68,-676,9,31.689,-0.57,144,"90",8,8037,1224,51.486
"21",21,"=","RIHANNA You Da One",3944,29,124,8,22.006,0.082,39,"23",19,3944,3394,36.963
"22",22,"=","BREATHE CAROLINA Blackout",3597,58,334,-25,19.717,0.415,117,"39",21,3597,498,19.717
"23",23,"=","HOT CHELLE RAE I Like It Like That f/New...",3521,64,519,35,15.535,0.289,81,"28",23,3521,519,15.535
"24",24,"=","JAY Z & KANYE WEST N***** In Paris",3457,113,687,2,25.715,1.291,44,"7",24,3457,785,25.715
"25",25,"=","JASON DERULO It Girl",2742,-50,-601,92,11.839,-0.236,124,"38",10,6647,1048,29.647
"26",26,"=","OUTASIGHT Tonight Is The Night",2546,77,187,68,13.546,0.442,49,"49",26,2546,500,13.546
"27",27,"+1","FRAY Heartbeat",2432,-13,52,-38,11.841,-0.089,54,"82",27,2445,677,12.101
"28",28,"+1","PITBULL F/CHRIS BROWN International Love",2281,80,348,37,17.785,0.129,47,"24",28,2281,418,17.785
"29",29,"-2","NICKI MINAJ Fly f/Rihanna",2261,-200,-1299,36,12.881,-0.536,93,"53",15,4998,987,27.303
"30",30,"=","LADY ANTEBELLUM Just A Kiss",2099,-97,-503,-63,9.342,-0.576,90,"46",23,2755,525,13.059
"31",31,"=","AVRIL LAVIGNE Wish You Were Here",1952,-13,140,-45,7.565,-0.16,44,"83",31,1965,503,7.725
"32",32,"=","GYM CLASS HEROES Ass Back Home",1724,62,440,17,12.421,0.309,26,"146",32,1724,440,12.421
"33",33,"=","ALEXANDRA STAN Mr. Saxobeat",1606,-34,-281,2,15.072,-0.265,149,"133",18,4585,673,38.816
"34",34,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",1236,112,730,57,8.915,0.743,9,"59",34,1236,730,8.915
"35",35,"-1","LADY GAGA You And I",1210,-12,-333,132,5.898,-0.07,133,"57",7,7824,1553,44.474
"36",36,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",1120,29,282,1,6.016,0.285,26,"13",36,1120,282,6.016
"37",37,"-1","TIMBALAND Pass At Me f/Pitbull",1101,-14,-33,-27,7.208,-0.148,37,"247",35,1142,319,7.395
"38",38,"=","KARMIN Crash Your Party",1043,-14,-9,-25,4.749,-0.002,37,"477",35,1073,234,5.128
"39",39,"=","BIG TIME RUSH Music Sounds Better With U",1039,21,113,-2,3.417,0.05,23,"804",38,1039,221,3.417
"40",40,"=","WE THE KINGS Say You Like Me",1002,2,-8,-5,2.546,0.039,92,"543",37,1050,320,2.605
"41",41,"=","JOJO Disaster",962,19,92,6,2.464,0.167,37,"578",40,962,197,2.464
"42",42,"=","WILL.I.AM T.H.E (The Hardest Ever)",909,42,318,-20,2.117,0.064,12,"160",42,909,355,2.117
"43",43,"=","COLBIE CAILLAT Brighter Than The Sun",794,-1,-17,12,2.391,0.044,44,"80",41,832,119,2.391
"44",44,"=","TAIO CRUZ Hangover f/Flo Rida",735,-46,-252,-45,2.344,-0.211,53,"301",35,1035,194,3.767
"45",45,"+1","BIG SEAN Dance (A$$)",704,15,96,-9,4.836,0.218,16,"17",44,704,139,4.836
"46",46,"-1","COLDPLAY Princess Of China",702,3,72,-1,3.642,-0.085,24,"165",43,702,149,3.727
"47",47,"=","DAUGHTRY Crawling Back To You",580,2,24,2,1.983,0.018,53,"433",46,591,134,2
"48",48,"=","THE CAB Bad",447,-30,-124,-18,1.021,-0.057,63,"734",45,655,106,1.379
"49",49,"=","MIKE POSNER Looks Like Sex",402,19,164,-2,2.409,0.062,3,"527",49,402,166,2.409
"50",50,"=","AVICII Levels (ID)",383,9,58,6,1.095,0.052,6,"--",49,383,58,1.095
