"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","FLO RIDA","My House",17608,-129,-427,-74,96.477,0.289,157,"3",1,18123,2285,104.909
"2",2,"=","TWENTY ONE PILOTS","Stressed Out",16030,-217,-1011,-24,103.404,-0.926,130,"10",1,19140,2702,124.646
"3",3,"=","SELENA GOMEZ","Hands To Myself",15585,13,909,-122,88.184,-0.297,81,"31",3,15585,1952,89.574
"4",4,"=","JUSTIN BIEBER","Love Yourself",15183,-62,-1001,168,105.093,0.226,111,"11",1,19000,4103,124.28
"5",5,"=","G-EAZY","Me Myself And I f/Bebe Rexha",14546,160,1176,-3,84.174,0.025,77,"14/83",5,14546,1836,84.174
"6",6,"=","DNCE","Cake By The Ocean",13517,206,920,160,86.487,1.162,176,"9",6,13517,1111,86.487
"7",7,"=","ZAYN","Pillowtalk",11982,128,1217,-4,75.86,0.602,55,"15/92",7,11982,2441,75.86
"8",8,"=","RIHANNA","Work f/Drake",11250,84,605,15,65.379,0.737,57,"5/64",8,11250,3999,65.782
"9",9,"=","MIKE POSNER","I Took A Pill In Ibiza",11178,156,1218,-41,65.448,0.868,69,"7",9,11178,1578,65.448
"10",10,"=","THE CHAINSMOKERS","Roses f/Rozes",9774,-279,-2515,218,54.989,-0.766,179,"29",3,14687,2023,83.872
"11",11,"+1","MEGHAN TRAINOR","NO",9163,187,2214,-160,53.738,0.947,20,"1",11,9163,5498,53.738
"12",12,"-1","CHARLIE PUTH","One Call Away",8871,-201,-548,-186,46.413,-0.669,136,"13",10,9491,931,51.298
"13",13,"=","LUKAS GRAHAM","7 Years",7981,148,1266,-39,45.377,0.88,67,"2",13,7981,1392,45.377
"14",14,"=","ZARA LARSSON & MNEK","Never Forget You",7729,73,934,-88,44.447,0.667,50,"8",14,7729,1534,44.447
"15",15,"=","FIFTH HARMONY","Work From Home",7206,92,1276,-77,37.079,0.423,27,"4",15,7206,4059,37.079
"16",16,"=","DJ SNAKE","Middle f/Bipolar Sunshine",6543,79,503,0,34.232,0.587,67,"12",16,6543,1239,34.232
"17",17,"=","TAYLOR SWIFT","New Romantics",5836,65,802,3,27.83,0.372,29,"16",17,5836,2558,27.83
"18",18,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",5454,-272,-1846,-35,31.258,-0.562,118,"57",13,7836,1193,44.484
"19",19,"+2","ARIANA GRANDE","Dangerous Woman",5360,230,1768,-391,28.965,0.35,13,"6",19,5360,4214,33.464
"20",20,"-1","JUSTIN BIEBER","Company",5354,84,1230,-76,25.6,0.206,25,"96",19,5354,2006,25.6
