"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN BIEBER","Love Yourself",18481,"+166",2230,"-262",119.627,"+0.041",58,"4",1,18481,4103,119.627
"2",2,"+1","TWENTY ONE PILOTS","Stressed Out",15851,"+201",2039,"-86",96.305,"+1.267",77,"5",2,15851,2702,96.305
"3",3,"-1","ALESSIA CARA","Here",15765,"-397",-1710,"-441",92.526,"-2.175",196,"28",1,17621,1489,109.076
"4",4,"=","THE WEEKND","In The Night",15456,"+148",968,"-33",89.096,"+0.772",80,"48",4,15456,3011,89.096
"5",5,"=","JUSTIN BIEBER","Sorry",14479,"-349",-1910,"-261",105.157,"-0.246",101,"9",1,19494,3902,127.324
"6",6,"=","SELENA GOMEZ","Same Old Love",13359,"-329",-3031,"+0",85.914,"-1.579",138,"22",1,18836,1774,120.08
"7",7,"=","THE CHAINSMOKERS","Roses f/Rozes",12593,"+25",960,"-221",75.259,"+0.166",126,"11",7,12593,2023,75.259
"8",8,"+1","DAYA","Hide Away",9941,"+135",568,"+57",54.156,"+0.414",168,"20",8,9941,883,54.156
"9",9,"-1","ADELE","Hello",9939,"-100",-1246,"+30",70.806,"-1.868",100,"7",1,19167,4705,124.831
"10",10,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8407,"+51",367,"-96",42.882,"+0.017",68,"18",10,8407,1989,42.882
"11",11,"=","DNCE","Cake By The Ocean",8285,"+157",932,"+3",44.705,"+1.226",123,"13",11,8285,1111,44.705
"12",12,"+1","FLO RIDA","My House",8033,"+302",1791,"+17",46.259,"+1.625",104,"6",12,8033,1791,46.259
"13",13,"-1","ADELE","When We Were Young",7848,"+116",475,"-84",36.429,"+0.604",46,"16",12,7848,1962,36.429
"14",14,"=","TAYLOR SWIFT","Out Of The Woods",7479,"+154",1208,"-17",42.209,"+0.355",28,"57",14,7479,2806,42.209
"15",15,"=","SELENA GOMEZ","Hands To Myself",7035,"+117",1672,"-140",39.628,"+0.844",28,"10",15,7035,1952,39.628
"16",16,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",6065,"-338",-2972,"-5",36.765,"-1.603",216,"34",5,13735,1275,83.171
"17",17,"=","CHARLIE PUTH","One Call Away",5960,"+55",548,"-64",26.427,"+0.225",83,"8",17,5960,819,26.427
"18",18,"=","ELLIE GOULDING","On My Mind",5401,"-134",-816,"-98",42.206,"-0.509",136,"98",4,14332,3457,82.642
"19",19,"+3","ELLIE GOULDING","Something In The Way You Move",4677,"+96",1134,"-195",23.92,"+0.466",23,"149",19,4677,1673,23.92
"20",20,"+1","DRAKE","Hotline Bling",4602,"+0",-565,"+79",28.943,"-0.315",139,"33",2,16016,2377,99.499
"21",21,"-2","ONE DIRECTION","Perfect",4602,"-314",-2505,"-107",25.139,"-1.623",105,"40",10,8635,1211,42.552
"22",22,"+1","JASON DERULO","Get Ugly",4588,"+106",522,"+85",18.971,"+0.301",49,"54",22,4588,1110,18.971
"23",23,"-3","DEMI LOVATO","Confident",4573,"-227",-2259,"+80",25.697,"-1.027",122,"96",9,9049,1761,48.443
"24",24,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",4338,"+238",990,"+156",23.497,"+1.437",65,"89",24,4338,990,23.497
"25",25,"=","G-EAZY","Me Myself And I f/Bebe Rexha",4259,"+279",1757,"+57",25.125,"+1.597",24,"12",25,4259,1757,25.125
"26",26,"=","TORI KELLY","Hollow",3735,"+34",266,"+50",12.902,"+0.057",84,"220",24,3735,501,12.902
"27",27,"+1","TRAVI$ SCOTT","Antidote",3266,"+63",397,"+3",13.143,"+0.271",63,"52",26,3266,545,13.143
"28",28,"-1","FALL OUT BOY","Irresistible f/Demi Lovato",3039,"-297",-1015,"-309",14.024,"-0.588",95,"23",21,4199,560,17.263
"29",29,"=","RACHEL PLATTEN","Stand By You",2833,"+68",395,"-51",13.343,"-0.059",93,"19",28,2833,482,13.457
"30",30,"+1","RIHANNA","Work f/Drake",2662,"+430",2662,"+430",24.281,"+2.985",4,"3/15",30,2662,2662,24.281
"31",31,"-1","DAVID GUETTA","Bang My Head f/Sia",2451,"+64",283,"-4",12.541,"+0.097",52,"153",30,2451,395,12.851
"32",32,"+1","MIKE POSNER","I Took A Pill In Ibiza",2280,"+260",1101,"+152",16.677,"+1.448",16,"43",32,2280,1101,16.677
"33",33,"-1","POST MALONE","White Iverson",1966,"-65",-294,"-51",8.19,"+0.011",77,"42",27,2470,451,8.408
"34",34,"=","R. CITY","Make Up f/Chloe Angelides",1887,"+3",47,"-18",7.786,"-0.164",56,"165",31,1899,348,9.56
"35",35,"=","BORNS","Electric Love",1826,"+4",122,"-55",5.03,"+0.036",63,"198",33,1826,225,5.03
"36",36,"+1","JUSTIN TIMBERLAKE","Drink You Away",1751,"+78",296,"+94",6.339,"+0.310",44,"93",35,1751,390,6.339
"37",37,"-1","DIPLO & SLEEPY TOM","Be Right There",1626,"-48",-143,"-142",9.158,"-0.438",69,"231",33,1769,271,10.721
"38",38,"=","TROYE SIVAN","Youth",1616,"+38",399,"-43",5.574,"-0.003",28,"109",37,1616,501,5.577
"39",39,"=","SHAWN HOOK","Sound Of Your Heart",1495,"+9",275,"-50",3.994,"+0.055",21,"673",38,1495,576,3.994
"40",40,"=","DJ SNAKE","Middle f/Bipolar Sunshine",1304,"+59",511,"+6",10.335,"+0.228",14,"110",40,1304,511,10.335
"41",41,"=","FETTY WAP","679 f/Remy Boyz...",1181,"-48",-197,"-21",6.831,"-0.131",147,"46",19,5210,769,28.742
"42",42,"=","LUKAS GRAHAM","7 Years",1118,"+46",358,"+10",3.648,"+0.154",14,"14",41,1118,388,3.648
"43",43,"=","PITBULL","El Taxi f/Sensato & O. Garcia",900,"+64",156,"+35",6.158,"+0.391",16,"266",42,900,219,6.158
"44",44,"=","DRAKE & FUTURE","Jumpman",839,"+34",278,"-18",2.845,"+0.105",9,"47",44,839,339,2.845
"45",45,"+2","ZAYN","Pillowtalk",787,"+219",787,"+219",7.265,"+2.056",2,"2/51",45,787,787,7.265
"46",46,"-1","DAWIN","Dessert",757,"-2",-18,"+5",2.856,"-0.051",69,"126",44,989,118,4.548
"47",47,"-1","CHRIS BROWN","Zero",486,"-110",-830,"+37",2.385,"-0.292",96,"341",31,2128,391,9.008
"48",48,"=","COLDPLAY","Adventure Of A Lifetime",461,"-2",3,"+5",1.964,"-0.058",20,"37",47,507,29,2.836
"49",49,"+1","AUDIODAMN!","Radar",436,"+7",85,"-6",0.511,"+0.029",7,"--",49,436,175,0.511
"50",50,"--","NATHAN SYKES","Over And Over Again f/A.Grande",431,"--",171,"--",0.853,"--",5,"465",50,431,243,0.897
